times,population,R0,R1,R2,R3,R4,R5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9701046337817638,1.0,1.0,0.9130434782608692,0.849056603773585,0.9710144927536234,0.9603174603174606
2.0,0.9499097030862298,1.0,1.0,0.8695652173913039,0.7467149595687335,0.9419204255550125,0.9444444444444446
3.0,0.9386902971442661,1.0,1.0,0.8385093167701864,0.6898584905660379,0.9237366335558814,0.9444444444444446
4.0,0.9274708912023034,1.0,1.0,0.8198757763975152,0.6330020215633428,0.8982793247570975,0.9444444444444446
5.0,0.9199912872409939,1.0,1.0,0.7950310559006208,0.5950977088948788,0.880095532757966,0.9404761904761907
6.0,0.913259643675816,1.0,1.0,0.7639751552795027,0.5609838274932615,0.8655484991586607,0.9365079365079368
7.0,0.9087718812990306,1.0,1.0,0.7577639751552796,0.5382412398921836,0.8619117407588345,0.9325396825396824
8.0,0.8990483961493293,1.0,1.0,0.7267080745341615,0.4889656334231807,0.8510014655593555,0.9246031746031742
9.0,0.892316752584151,1.0,1.0,0.7142857142857143,0.45485175202156347,0.8364544319600502,0.9206349206349205
10.0,0.8848371486228425,1.0,1.0,0.7080745341614907,0.4169474393531001,0.8255441567605714,0.9166666666666663
11.0,0.8780998099277446,1.0,1.0,0.6832298136645965,0.3825205865624774,0.814633881561092,0.9126811594202896
12.0,0.873608250797679,1.0,1.0,0.6832298136645965,0.3595693513687286,0.8000868479617873,0.9126811594202896
13.0,0.8698652848559578,1.0,1.0,0.6708074534161491,0.3404433220406047,0.7964500895619608,0.9126811594202896
14.0,0.8683680984792698,1.0,1.0,0.6708074534161491,0.3327929103093552,0.7964500895619608,0.9086956521739128
15.0,0.8638765393492048,1.0,1.0,0.6521739130434779,0.3098416751156067,0.7928133311621343,0.9007246376811592
16.0,0.8601335734074835,1.0,1.0,0.6459627329192544,0.2907156457874827,0.7891765727623082,0.8967391304347822
17.0,0.8548934210890745,1.0,1.0,0.6335403726708071,0.2639392047281094,0.7819030559626552,0.892753623188405
18.0,0.8504018619590094,1.0,1.0,0.6335403726708071,0.24098796953436064,0.7709927807631765,0.892753623188405
19.0,0.8474074892056324,1.0,1.0,0.6273291925465839,0.22568714607186163,0.7637192639635239,0.892753623188405
20.0,0.8406701505105342,1.0,1.0,0.6086956521739132,0.19126029328123859,0.7564457471638713,0.8807971014492746
21.0,0.8376757777571575,1.0,1.0,0.6024844720496894,0.17595946981873953,0.7528089887640448,0.8807971014492746
22.0,0.8294412526853716,1.0,1.0,0.5962732919254656,0.133882205296867,0.7346251967649138,0.8807971014492746
23.0,0.8279440663086832,1.0,1.0,0.5900621118012421,0.12623179356561748,0.7346251967649138,0.8807971014492746
24.0,0.8219553208019295,1.0,1.0,0.5900621118012421,0.09563014664061929,0.7237149215654345,0.8728260869565214
25.0,0.8167151684835199,1.0,1.0,0.5900621118012421,0.06885370558124589,0.7128046463659554,0.8688405797101443
26.0,0.8129722025417989,1.0,1.0,0.5838509316770185,0.04972767625312204,0.7018943711664768,0.8648550724637678
27.0,0.8077320502233896,0.9773584905660375,1.0,0.5838509316770185,0.04590247038749727,0.6800738207675191,0.8648550724637678
28.0,0.8024918979049803,0.9547169811320757,1.0,0.5838509316770185,0.0420772645218725,0.672800303967866,0.8648550724637678
29.0,0.7980003387749149,0.9320754716981137,1.0,0.5838509316770185,0.0420772645218725,0.665526787168214,0.8648550724637678
30.0,0.7920115932681616,0.9018867924528307,1.0,0.5776397515527951,0.0420772645218725,0.6509797535689085,0.8608695652173911
31.0,0.7867714409497524,0.8754716981132077,1.0,0.5652173913043476,0.0420772645218725,0.6473429951690821,0.8528985507246369
32.0,0.7807826954429987,0.8452830188679245,1.0,0.5652173913043476,0.0420772645218725,0.6400694783694293,0.8528985507246369
33.0,0.7777883226896217,0.8301886792452835,1.0,0.5590062111801242,0.0420772645218725,0.632795961569777,0.8528985507246369
34.0,0.7732967635595566,0.8075471698113207,1.0,0.5527950310559004,0.0420772645218725,0.6255224447701242,0.8449275362318834
35.0,0.7680566112411471,0.781132075471698,1.0,0.5527950310559004,0.0420772645218725,0.6146121695706455,0.8449275362318834
36.0,0.7643099936253362,0.7659644623557429,1.0,0.5527950310559004,0.03825205865624773,0.6146121695706455,0.8409420289855069
37.0,0.7598140524863641,0.7432130426818093,1.0,0.5465838509316772,0.03825205865624773,0.60006513597134,0.8409420289855069
38.0,0.7553181113473915,0.7204616230078768,1.0,0.5465838509316772,0.03825205865624773,0.5927916191716877,0.8369565217391298
39.0,0.7508221702084186,0.697710203333944,1.0,0.5403726708074533,0.03825205865624773,0.5782445855723825,0.8369565217391298
40.0,0.7470755525926082,0.6787506869389995,1.0,0.5341614906832295,0.03825205865624773,0.5709710687727296,0.8369565217391298
41.0,0.7448275820231222,0.6673749771020329,1.0,0.5341614906832295,0.03825205865624773,0.5636975519730772,0.8369565217391298
42.0,0.7388329938378251,0.6370397508701224,1.0,0.5279503105590062,0.03825205865624773,0.5600607935732511,0.8329710144927531
43.0,0.7335877291756905,0.6104964279172008,1.0,0.5217391304347824,0.03825205865624773,0.5491505183737719,0.8289855072463763
44.0,0.7283424645135558,0.5877450082432679,1.0,0.5031055900621119,0.03442685279062296,0.5382402431742929,0.8289855072463763
45.0,0.7245919883832075,0.5686623781054994,1.0,0.4968944099378879,0.03442685279062296,0.5382402431742929,0.8289855072463763
46.0,0.7140906552182334,0.5152310137197478,1.0,0.47826086956521746,0.03442685279062296,0.5309667263746404,0.8210144927536228
47.0,0.7118403695400252,0.5037814356370864,1.0,0.47826086956521746,0.03442685279062296,0.5236932095749879,0.8210144927536228
48.0,0.7050823913481898,0.4691704973108747,1.0,0.47826086956521746,0.03442685279062296,0.5200564511751614,0.8130045952633432
49.0,0.698317208488772,0.43815096029858547,1.0,0.47826086956521746,0.03060164692499817,0.5091461759756825,0.8130045952633432
50.0,0.6923037126137344,0.407131423286296,1.0,0.47826086956521746,0.03060164692499817,0.5091461759756825,0.8049946977730641
51.0,0.6915520256293549,0.4032539811597599,1.0,0.47826086956521746,0.03060164692499817,0.5091461759756825,0.8049946977730641
52.0,0.6862902167386963,0.3838667705270791,1.0,0.47204968944099374,0.022951235193748632,0.49096238397655123,0.8049946977730641
53.0,0.6802568961519827,0.3518778729831561,1.0,0.4594616977225673,0.022951235193748632,0.479970688812897,0.8049946977730641
54.0,0.6757218501776358,0.3314198571120426,1.0,0.4531677018633541,0.019126029328123864,0.4763067904250124,0.8049946977730641
55.0,0.671942645199014,0.31096184124092874,1.0,0.4468737060041409,0.019126029328123864,0.46897899364924295,0.8049946977730641
56.0,0.6696751222118408,0.30277863489248336,1.0,0.4468737060041409,0.015300823462499091,0.46897899364924295,0.8049946977730641
