id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical),complement,0.999987,0.000013,12.483871,24.102410,25.299003,31,332,301
R1,(LOWPASS=Yes) & (PATH_T_STAGE=T3) & (WGS_STATUS=No),complement,0.995717,0.004283,18.400000,24.102410,24.467949,20,332,312
R2,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R3,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R4,(MIRNA_CLUSTER=6.0) & (DISEASE_STAGE=Stage I) & (MRNA_CLUSTER=5.0) & (LOWPASS=No),complement,0.999962,0.000038,25.608696,24.102410,23.990291,23,332,309
R5,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R6,"(RISK_GROUP=Intermediate) & (AGE=[60.00,85.00])",complement,0.989258,0.010742,24.425000,24.102410,24.058219,40,332,292
R7,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R8,"(AGE=[60.00,85.00]) & (SEX=Male)",complement,0.982614,0.017386,18.000000,24.102410,24.642623,27,332,305
R9,(SEX=Male) & (PATH_M_STAGE=M0) & (PATH_T_STAGE=T3),complement,0.999183,0.000817,13.750000,24.102410,24.909091,24,332,308
R10,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R11,(EXTRATHYROIDAL_EXTENSION=Minimal (T3)) & (LOWPASS=Yes),complement,0.971150,0.028850,26.882353,24.102410,23.952381,17,332,315
