times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,1.0,0.9545454545454544,1.0,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,1.0,1.0
5.0,0.9930413873506263,1.0,0.9068181818181816,1.0,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,1.0,1.0
6.0,0.989377027987709,1.0,0.9068181818181816,1.0,1.0,0.9846153846153846,1.0,1.0,0.9958677685950408,1.0,1.0,1.0
7.0,0.9856007797892833,1.0,0.856439393939394,1.0,1.0,0.9670329670329668,1.0,1.0,0.9958677685950408,1.0,1.0,1.0
8.0,0.9816265830965845,0.9696969696969697,0.8029119318181819,0.9600000000000003,0.9696969696969697,0.9670329670329668,1.0,0.9666666666666667,0.9958677685950408,1.0,0.9583333333333331,0.9333333333333331
9.0,0.9816265830965845,0.9696969696969697,0.8029119318181819,0.9600000000000003,0.9696969696969697,0.9670329670329668,1.0,0.9666666666666667,0.9958677685950408,1.0,0.9583333333333331,0.9333333333333331
10.0,0.9771646440825088,0.9337822671156005,0.7493844696969696,0.9120000000000003,0.9337822671156005,0.9460105112279021,1.0,0.9263888888888888,0.9958677685950408,1.0,0.9078947368421052,0.9333333333333331
11.0,0.9725335320252454,0.8931830381105745,0.6958570075757576,0.8613333333333337,0.8931830381105745,0.924510272336359,0.9411764705882352,0.882275132275132,0.9958677685950408,1.0,0.8544891640866871,0.9333333333333331
12.0,0.9725335320252454,0.8931830381105745,0.6958570075757576,0.8613333333333337,0.8931830381105745,0.924510272336359,0.9411764705882352,0.882275132275132,0.9958677685950408,1.0,0.8544891640866871,0.9333333333333331
13.0,0.9673048571218831,0.8931830381105745,0.6958570075757576,0.8613333333333337,0.8931830381105745,0.924510272336359,0.9411764705882352,0.882275132275132,0.989939984258166,1.0,0.8544891640866871,0.9333333333333331
14.0,0.9560571262251175,0.8931830381105745,0.6378689236111112,0.8613333333333337,0.8931830381105745,0.9008048807379908,0.8739495798319328,0.882275132275132,0.9835118025422034,1.0,0.8544891640866871,0.9333333333333331
15.0,0.9560571262251175,0.8931830381105745,0.6378689236111112,0.8613333333333337,0.8931830381105745,0.9008048807379908,0.8739495798319328,0.882275132275132,0.9835118025422034,1.0,0.8544891640866871,0.9333333333333331
16.0,0.9427785550275465,0.8336375022365361,0.5740820312500001,0.7830303030303035,0.8336375022365361,0.846210645541749,0.7768440709617178,0.8192554799697657,0.9758876800418761,1.0,0.7768083309878974,0.7777777777777776
17.0,0.9356899944634294,0.8336375022365361,0.5102951388888888,0.7830303030303035,0.8336375022365361,0.8170309681092747,0.7768440709617178,0.8192554799697657,0.9758876800418761,1.0,0.7768083309878974,0.7777777777777776
18.0,0.9204755230087401,0.7502737520128825,0.5102951388888888,0.6711688311688316,0.7502737520128825,0.7878512906768007,0.6658663465386152,0.7282270933064581,0.9583041182393197,0.9722222222222221,0.6658357122753407,0.7777777777777776
19.0,0.9204755230087401,0.7502737520128825,0.5102951388888888,0.6711688311688316,0.7502737520128825,0.7878512906768007,0.6658663465386152,0.7282270933064581,0.9583041182393197,0.9722222222222221,0.6658357122753407,0.7777777777777776
20.0,0.9204755230087401,0.7502737520128825,0.5102951388888888,0.6711688311688316,0.7502737520128825,0.7878512906768007,0.6658663465386152,0.7282270933064581,0.9583041182393197,0.9722222222222221,0.6658357122753407,0.7777777777777776
21.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
22.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
23.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
24.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
25.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
27.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
28.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
29.0,0.9111777904530968,0.625228126677402,0.5102951388888888,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
30.0,0.8991886089997663,0.625228126677402,0.408236111111111,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
31.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
32.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
33.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
36.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
37.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
38.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
39.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
40.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
41.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
42.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
43.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
44.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
45.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
47.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
48.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
50.0,0.8866998783192139,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9476562947033271,0.9722222222222221,0.44389047485022703,0.3888888888888888
52.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
54.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
55.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
56.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
57.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
58.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
59.0,0.866995436578787,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.7878512906768007,0.6658663465386152,0.5825816746451665,0.9256177762218546,0.9722222222222221,0.44389047485022703,0.3888888888888888
60.0,0.8414955707970578,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.6893698793422007,0.33293317326930766,0.5825816746451665,0.8966922207149216,0.9722222222222221,0.44389047485022703,0.3888888888888888
63.0,0.8414955707970578,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.6893698793422007,0.33293317326930766,0.5825816746451665,0.8966922207149216,0.9722222222222221,0.44389047485022703,0.3888888888888888
65.0,0.8414955707970578,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.6893698793422007,0.33293317326930766,0.5825816746451665,0.8966922207149216,0.9722222222222221,0.44389047485022703,0.3888888888888888
66.0,0.8414955707970578,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.6893698793422007,0.33293317326930766,0.5825816746451665,0.8966922207149216,0.9722222222222221,0.44389047485022703,0.3888888888888888
70.0,0.8414955707970578,0.625228126677402,0.2721574074074073,0.4474458874458877,0.625228126677402,0.6893698793422007,0.33293317326930766,0.5825816746451665,0.8966922207149216,0.9722222222222221,0.44389047485022703,0.3888888888888888
