id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R1,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R2,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R3,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R4,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R5,(RISK_GROUP=Low) & (SEX=Female),complement,0.984449,0.015551,20.343137,24.102410,25.769565,102,332,230
R6,(MRNA_CLUSTER=5.0),complement,0.998006,0.001994,26.323944,24.102410,23.498084,71,332,261
R7,(PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical),complement,0.999987,0.000013,12.483871,24.102410,25.299003,31,332,301
R8,(WGS_STATUS=No) & (RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b),complement,0.999803,0.000197,13.676471,24.102410,25.291946,34,332,298
R9,(SEX=Male),complement,0.965256,0.034744,20.208791,24.102410,25.572614,91,332,241
R10,"(PATH_T_STAGE=T3) & (AGE=[60.00,85.00]) & (RISK_GROUP=Intermediate)",complement,0.997729,0.002271,21.000000,24.102410,24.399340,29,332,303
