id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R1,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R2,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R3,(HISTOLOGICAL_TYPE=Classical) & (PATH_N_STAGE=N1b),complement,0.999987,0.000013,12.483871,24.102410,25.299003,31,332,301
R4,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R5,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R6,(DISEASE_STAGE=Stage IVA) & (RISK_GROUP=Intermediate),complement,0.990544,0.009456,13.055556,24.102410,24.735669,18,332,314
R7,(RISK_GROUP=Low),complement,0.983971,0.016029,20.724409,24.102410,26.195122,127,332,205
R8,(SEX=Male) & (PATH_T_STAGE=T3),complement,0.991059,0.008941,16.540541,24.102410,25.050847,37,332,295
R9,(MRNA_CLUSTER=5.0),complement,0.998006,0.001994,26.323944,24.102410,23.498084,71,332,261
R10,(MIRNA_CLUSTER=6.0) & (MRNA_CLUSTER=5.0),complement,0.999129,0.000871,27.620690,24.102410,23.357664,58,332,274
R11,(PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical) & (RISK_GROUP=Intermediate),complement,0.999993,0.000007,13.107143,24.102410,25.115132,28,332,304
R12,(RISK_GROUP=Low) & (SEX=Female),complement,0.984449,0.015551,20.343137,24.102410,25.769565,102,332,230
