times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125.0,0.9948979591836739,0.9827586206896555,1.0,0.982142857142857,0.9923076923076923,0.9852941176470582,0.9897959183673466,1.0,1.0,1.0,0.9909090909090903,1.0,1.0,1.0
269.0,0.9897959183673475,0.9827586206896555,0.962962962962963,0.982142857142857,0.9923076923076923,0.9852941176470582,0.9897959183673466,1.0,0.956521739130435,1.0,0.9909090909090903,1.0,1.0,1.0
289.0,0.9846938775510209,0.9827586206896555,0.962962962962963,0.982142857142857,0.9923076923076923,0.9852941176470582,0.9897959183673466,1.0,0.956521739130435,1.0,0.9909090909090903,1.0,1.0,1.0
394.0,0.9795918367346942,0.9827586206896555,0.962962962962963,0.982142857142857,0.9923076923076923,0.9852941176470582,0.9897959183673466,1.0,0.956521739130435,1.0,0.9818181818181817,1.0,1.0,1.0
404.0,0.9744897959183678,0.9827586206896555,0.9259259259259257,0.982142857142857,0.9846153846153846,0.9705882352941171,0.9897959183673466,1.0,0.956521739130435,1.0,0.9818181818181817,1.0,1.0,1.0
421.0,0.9693877551020412,0.9827586206896555,0.888888888888889,0.982142857142857,0.9846153846153846,0.955882352941176,0.9795918367346934,1.0,0.9130434782608696,1.0,0.9818181818181817,1.0,1.0,1.0
434.0,0.9642857142857149,0.9827586206896555,0.888888888888889,0.982142857142857,0.9846153846153846,0.955882352941176,0.9693877551020403,1.0,0.9130434782608696,1.0,0.9818181818181817,1.0,1.0,1.0
524.0,0.9591836734693882,0.9827586206896555,0.888888888888889,0.982142857142857,0.9769230769230771,0.955882352941176,0.9693877551020403,1.0,0.9130434782608696,1.0,0.9818181818181817,1.0,1.0,1.0
528.0,0.9540816326530618,0.9827586206896555,0.8518518518518517,0.982142857142857,0.9769230769230771,0.9411764705882347,0.9693877551020403,1.0,0.8695652173913042,1.0,0.9818181818181817,1.0,1.0,1.0
530.0,0.9489795918367355,0.9827586206896555,0.8518518518518517,0.982142857142857,0.9692307692307695,0.9411764705882347,0.9693877551020403,1.0,0.8695652173913042,1.0,0.972727272727272,1.0,1.0,1.0
649.0,0.9438775510204082,0.9827586206896555,0.8518518518518517,0.982142857142857,0.9615384615384621,0.9264705882352938,0.9693877551020403,1.0,0.8695652173913042,0.9892473118279568,0.972727272727272,1.0,1.0,1.0
690.0,0.9387755102040822,0.9827586206896555,0.8518518518518517,0.982142857142857,0.9615384615384621,0.9117647058823528,0.9591836734693874,1.0,0.8695652173913042,0.9892473118279568,0.972727272727272,1.0,1.0,1.0
723.0,0.9336734693877559,0.9827586206896555,0.8518518518518517,0.982142857142857,0.9615384615384621,0.8970588235294116,0.9591836734693874,1.0,0.8695652173913042,0.9892473118279568,0.972727272727272,1.0,1.0,1.0
730.0,0.9285714285714287,0.9827586206896555,0.8518518518518517,0.964285714285714,0.9538461538461542,0.8970588235294116,0.9489795918367346,1.0,0.8695652173913042,0.9784946236559133,0.9636363636363631,1.0,1.0,1.0
794.0,0.9234693877551027,0.9827586206896555,0.8518518518518517,0.964285714285714,0.946153846153846,0.8823529411764701,0.9489795918367346,1.0,0.8695652173913042,0.9677419354838706,0.9636363636363631,1.0,1.0,1.0
796.0,0.918367346938776,0.9655172413793109,0.8518518518518517,0.964285714285714,0.9384615384615389,0.8823529411764701,0.9387755102040815,1.0,0.8695652173913042,0.9677419354838706,0.9545454545454539,1.0,1.0,1.0
803.0,0.9132653061224493,0.9655172413793109,0.814814814814815,0.964285714285714,0.9307692307692312,0.8823529411764701,0.9387755102040815,1.0,0.826086956521739,0.9677419354838706,0.9545454545454539,1.0,1.0,1.0
805.0,0.9081632653061227,0.9655172413793109,0.7777777777777778,0.964285714285714,0.9307692307692312,0.8676470588235294,0.9387755102040815,1.0,0.7826086956521738,0.9677419354838706,0.9545454545454539,1.0,1.0,1.0
880.0,0.903061224489796,0.948275862068966,0.7407407407407406,0.964285714285714,0.9230769230769231,0.8676470588235294,0.9387755102040815,1.0,0.7391304347826088,0.9569892473118274,0.9545454545454539,1.0,1.0,0.9772727272727274
910.0,0.8979591836734694,0.948275862068966,0.7407407407407406,0.964285714285714,0.9230769230769231,0.8529411764705878,0.9387755102040815,1.0,0.7391304347826088,0.9569892473118274,0.9545454545454539,1.0,1.0,0.9772727272727274
958.0,0.8979591836734694,0.948275862068966,0.7407407407407406,0.964285714285714,0.9230769230769231,0.8529411764705878,0.9387755102040815,1.0,0.7391304347826088,0.9569892473118274,0.9545454545454539,1.0,1.0,0.9772727272727274
994.0,0.8928279883381921,0.948275862068966,0.7037037037037035,0.964285714285714,0.9230769230769231,0.8529411764705878,0.9387755102040815,1.0,0.6956521739130435,0.9569892473118274,0.9545454545454539,1.0,1.0,0.9772727272727274
1023.0,0.8876967930029154,0.948275862068966,0.7037037037037035,0.964285714285714,0.9230769230769231,0.8379772961816304,0.9387755102040815,1.0,0.6956521739130435,0.9569892473118274,0.9545454545454539,1.0,1.0,0.9772727272727274
1104.0,0.8876967930029154,0.948275862068966,0.7037037037037035,0.964285714285714,0.9230769230769231,0.8379772961816304,0.9387755102040815,1.0,0.6956521739130435,0.9569892473118274,0.9545454545454539,1.0,1.0,0.9772727272727274
1112.0,0.88253576513662,0.948275862068966,0.7037037037037035,0.9460916442048516,0.9152542372881355,0.8379772961816304,0.9387755102040815,1.0,0.6956521739130435,0.9569892473118274,0.9452780229479248,1.0,1.0,0.9772727272727274
1136.0,0.8773747372703239,0.948275862068966,0.7037037037037035,0.9460916442048516,0.9152542372881355,0.8227413453419643,0.9387755102040815,1.0,0.6956521739130435,0.9569892473118274,0.9452780229479248,1.0,1.0,0.9772727272727274
1171.0,0.8722137094040276,0.948275862068966,0.6666666666666665,0.9460916442048516,0.9074315514993477,0.8075053945022983,0.9284592958062347,1.0,0.6521739130434783,0.9569892473118274,0.9452780229479248,1.0,1.0,0.9772727272727274
1206.0,0.8670526815377314,0.948275862068966,0.6666666666666665,0.9460916442048516,0.8996088657105604,0.8075053945022983,0.9284592958062347,1.0,0.6521739130434783,0.945989370905944,0.9452780229479248,1.0,1.0,0.9772727272727274
1215.0,0.8670526815377314,0.948275862068966,0.6666666666666665,0.9460916442048516,0.8996088657105604,0.8075053945022983,0.9284592958062347,1.0,0.6521739130434783,0.945989370905944,0.9452780229479248,1.0,1.0,0.9772727272727274
1233.0,0.8618607493129546,0.948275862068966,0.6666666666666665,0.9460916442048516,0.8996088657105604,0.8075053945022983,0.9181430814083874,1.0,0.6521739130434783,0.945989370905944,0.9360105913503967,1.0,1.0,0.9772727272727274
1259.0,0.8566688170881772,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8917175598709942,0.8075053945022983,0.9181430814083874,1.0,0.608695652173913,0.934860084189403,0.9360105913503967,1.0,1.0,0.9772727272727274
1290.0,0.8566688170881772,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8917175598709942,0.8075053945022983,0.9181430814083874,1.0,0.608695652173913,0.934860084189403,0.9360105913503967,1.0,1.0,0.9772727272727274
1554.0,0.8566688170881772,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8917175598709942,0.8075053945022983,0.9181430814083874,1.0,0.608695652173913,0.934860084189403,0.9360105913503967,1.0,1.0,0.9772727272727274
1591.0,0.8566688170881772,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8917175598709942,0.8075053945022983,0.9181430814083874,1.0,0.608695652173913,0.934860084189403,0.9360105913503967,1.0,1.0,0.9772727272727274
1598.0,0.8513807379703494,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8836840683406254,0.8075053945022983,0.9077096373014736,1.0,0.608695652173913,0.9235967096810969,0.9265559389125144,1.0,1.0,0.9772727272727274
1693.0,0.8460926588525208,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8756505768102555,0.8075053945022983,0.9077096373014736,1.0,0.608695652173913,0.9235967096810969,0.9265559389125144,1.0,1.0,0.9772727272727274
1703.0,0.8460926588525208,0.948275862068966,0.6296296296296297,0.9460916442048516,0.8756505768102555,0.8075053945022983,0.9077096373014736,1.0,0.608695652173913,0.9235967096810969,0.9265559389125144,1.0,1.0,0.9772727272727274
1721.0,0.840771321375461,0.948275862068966,0.6296296296296297,0.9460916442048516,0.867542701099049,0.79167195539441,0.8972761931945598,1.0,0.608695652173913,0.9121942811665148,0.9170038158309419,1.0,1.0,0.9772727272727274
1731.0,0.8354499838984007,0.931034482758621,0.6296296296296297,0.9460916442048516,0.859434825387843,0.79167195539441,0.8972761931945598,1.0,0.608695652173913,0.9007918526519337,0.9170038158309419,1.0,1.0,0.9545454545454548
1740.0,0.8354499838984007,0.931034482758621,0.6296296296296297,0.9460916442048516,0.859434825387843,0.79167195539441,0.8972761931945598,1.0,0.608695652173913,0.9007918526519337,0.9170038158309419,1.0,1.0,0.9545454545454548
1742.0,0.8300945352836675,0.931034482758621,0.6296296296296297,0.9460916442048516,0.859434825387843,0.7758385162865218,0.8868427490876468,1.0,0.608695652173913,0.9007918526519337,0.9074516927493698,1.0,1.0,0.9545454545454548
1743.0,0.8247390866689344,0.931034482758621,0.6296296296296297,0.9278975741239888,0.859434825387843,0.7600050771786339,0.8764093049807329,1.0,0.608695652173913,0.9007918526519337,0.9074516927493698,1.0,1.0,0.9545454545454548
1781.0,0.8247390866689344,0.931034482758621,0.6296296296296297,0.9278975741239888,0.859434825387843,0.7600050771786339,0.8764093049807329,1.0,0.608695652173913,0.9007918526519337,0.9074516927493698,1.0,1.0,0.9545454545454548
1815.0,0.8193486351220788,0.931034482758621,0.5902777777777779,0.9278975741239888,0.8513269496766369,0.7438347563875992,0.8764093049807329,1.0,0.5618729096989966,0.8893894241373522,0.8977979513371427,1.0,1.0,0.9545454545454548
