times,population,R0,R1,R2,R3
0.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965217391304348,0.982608695652174,1.0,1.0,1.0
6.0,0.9930434782608696,0.9652173913043475,1.0,1.0,1.0
7.0,0.9860869565217385,0.9304347826086952,1.0,1.0,1.0
8.0,0.9843478260869565,0.9217391304347823,1.0,1.0,0.9818181818181817
9.0,0.982608695652174,0.9130434782608692,1.0,1.0,0.9818181818181817
10.0,0.9773913043478256,0.88695652173913,1.0,1.0,0.9636363636363635
11.0,0.9739130434782604,0.8695652173913047,1.0,1.0,0.9454545454545454
12.0,0.9704347826086953,0.8521739130434784,1.0,1.0,0.9454545454545454
14.0,0.9634782608695651,0.8173913043478259,1.0,1.0,0.9454545454545454
15.0,0.9599999999999994,0.8,1.0,1.0,0.9454545454545454
18.0,0.9582608695652175,0.7913043478260866,1.0,1.0,0.927272727272727
19.0,0.9547826086956518,0.7739130434782606,1.0,1.0,0.927272727272727
20.0,0.9530434782608697,0.7652173913043481,1.0,1.0,0.927272727272727
21.0,0.9495652173913042,0.7478260869565213,1.0,1.0,0.927272727272727
22.0,0.9460869565217386,0.7304347826086954,1.0,1.0,0.927272727272727
23.0,0.9373913043478262,0.6869565217391304,1.0,1.0,0.9090909090909087
24.0,0.9339130434782609,0.6695652173913045,1.0,1.0,0.9090909090909087
25.0,0.932173913043478,0.6608695652173913,1.0,1.0,0.8909090909090905
26.0,0.9252173913043478,0.6260869565217391,1.0,1.0,0.8909090909090905
28.0,0.923478260869565,0.6173913043478261,1.0,1.0,0.8909090909090905
29.0,0.9217391304347823,0.6086956521739132,1.0,1.0,0.8727272727272727
30.0,0.9182608695652171,0.5913043478260871,1.0,1.0,0.8727272727272727
31.0,0.9147826086956522,0.5739130434782606,1.0,1.0,0.8545454545454542
32.0,0.9113043478260866,0.5565217391304346,1.0,1.0,0.8545454545454542
33.0,0.9095652173913045,0.5478260869565216,1.0,1.0,0.8545454545454542
34.0,0.9078260869565219,0.5391304347826087,1.0,1.0,0.8545454545454542
35.0,0.9026086956521735,0.5130434782608696,1.0,1.0,0.8545454545454542
36.0,0.8973913043478259,0.5130434782608696,1.0,0.9734513274336284,0.8363636363636362
37.0,0.893913043478261,0.5043478260869564,1.0,0.9646017699115039,0.8363636363636362
38.0,0.8904347826086954,0.4956521739130435,1.0,0.9557522123893805,0.8363636363636362
40.0,0.8886956521739128,0.48695652173913057,1.0,0.9557522123893805,0.8363636363636362
43.0,0.88695652173913,0.48695652173913057,1.0,0.946902654867256,0.8363636363636362
44.0,0.88,0.46956521739130436,1.0,0.9292035398230083,0.8181818181818179
45.0,0.8747826086956519,0.4608695652173913,1.0,0.9115044247787609,0.8181818181818179
46.0,0.8695652173913039,0.4608695652173913,1.0,0.8849557522123895,0.7818181818181816
47.0,0.8643478260869565,0.4521739130434783,1.0,0.8672566371681417,0.7818181818181816
48.0,0.862608695652174,0.4521739130434783,1.0,0.8584070796460175,0.7818181818181816
50.0,0.8608695652173911,0.4521739130434783,1.0,0.8495575221238935,0.7818181818181816
51.0,0.8539130434782605,0.44347826086956516,1.0,0.8230088495575222,0.7818181818181816
52.0,0.8521739130434778,0.44347826086956516,1.0,0.8141592920353982,0.7818181818181816
53.0,0.8486956521739132,0.44347826086956516,1.0,0.7964601769911502,0.7818181818181816
54.0,0.8434782608695651,0.44347826086956516,1.0,0.7699115044247785,0.7636363636363636
55.0,0.8417391304347828,0.44347826086956516,1.0,0.7610619469026544,0.7636363636363636
56.0,0.8365217391304345,0.4347826086956521,1.0,0.7433628318584067,0.7636363636363636
57.0,0.8313043478260871,0.426086956521739,1.0,0.7256637168141593,0.7454545454545454
58.0,0.8278260869565218,0.4173913043478261,1.0,0.7168141592920355,0.7454545454545454
59.0,0.8243478260869567,0.4173913043478261,1.0,0.6991150442477875,0.7272727272727271
60.0,0.8226086956521734,0.4173913043478261,1.0,0.6902654867256636,0.7272727272727271
