times,population,R0,R1,R2,R3,R4
0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9701046337817638,0.849056603773585,1.0,0.9710144927536234,1.0,0.9130434782608692
2.0,0.9499097030862298,0.7467149595687335,1.0,0.9419204255550125,1.0,0.8695652173913039
3.0,0.9386902971442661,0.6898584905660379,1.0,0.9237366335558814,1.0,0.8385093167701864
4.0,0.9274708912023034,0.6330020215633428,1.0,0.8982793247570975,1.0,0.8198757763975152
5.0,0.9199912872409939,0.5950977088948788,1.0,0.880095532757966,1.0,0.7950310559006208
6.0,0.913259643675816,0.5609838274932615,1.0,0.8655484991586607,1.0,0.7639751552795027
7.0,0.9087718812990306,0.5382412398921836,1.0,0.8619117407588345,1.0,0.7577639751552796
8.0,0.8990483961493293,0.4889656334231807,1.0,0.8510014655593555,1.0,0.7267080745341615
9.0,0.892316752584151,0.45485175202156347,1.0,0.8364544319600502,1.0,0.7142857142857143
10.0,0.8848371486228425,0.4169474393531001,1.0,0.8255441567605714,1.0,0.7080745341614907
11.0,0.8780998099277446,0.3825205865624774,1.0,0.814633881561092,1.0,0.6832298136645965
12.0,0.873608250797679,0.3595693513687286,1.0,0.8000868479617873,1.0,0.6832298136645965
13.0,0.8698652848559578,0.3404433220406047,1.0,0.7964500895619608,1.0,0.6708074534161491
14.0,0.8683680984792698,0.3327929103093552,1.0,0.7964500895619608,1.0,0.6708074534161491
15.0,0.8638765393492048,0.3098416751156067,1.0,0.7928133311621343,1.0,0.6521739130434779
16.0,0.8601335734074835,0.2907156457874827,1.0,0.7891765727623082,1.0,0.6459627329192544
17.0,0.8548934210890745,0.2639392047281094,1.0,0.7819030559626552,1.0,0.6335403726708071
18.0,0.8504018619590094,0.24098796953436064,1.0,0.7709927807631765,1.0,0.6335403726708071
19.0,0.8474074892056324,0.22568714607186163,1.0,0.7637192639635239,1.0,0.6273291925465839
20.0,0.8406701505105342,0.19126029328123859,1.0,0.7564457471638713,1.0,0.6086956521739132
21.0,0.8376757777571575,0.17595946981873953,1.0,0.7528089887640448,1.0,0.6024844720496894
22.0,0.8294412526853716,0.133882205296867,1.0,0.7346251967649138,1.0,0.5962732919254656
23.0,0.8279440663086832,0.12623179356561748,1.0,0.7346251967649138,1.0,0.5900621118012421
24.0,0.8219553208019295,0.09563014664061929,1.0,0.7237149215654345,1.0,0.5900621118012421
25.0,0.8167151684835199,0.06885370558124589,1.0,0.7128046463659554,1.0,0.5900621118012421
26.0,0.8129722025417989,0.04972767625312204,1.0,0.7018943711664768,1.0,0.5838509316770185
27.0,0.8077320502233896,0.04590247038749727,1.0,0.6800738207675191,0.9773584905660375,0.5838509316770185
28.0,0.8024918979049803,0.0420772645218725,1.0,0.672800303967866,0.9547169811320757,0.5838509316770185
29.0,0.7980003387749149,0.0420772645218725,1.0,0.665526787168214,0.9320754716981137,0.5838509316770185
30.0,0.7920115932681616,0.0420772645218725,1.0,0.6509797535689085,0.9018867924528307,0.5776397515527951
31.0,0.7867714409497524,0.0420772645218725,1.0,0.6473429951690821,0.8754716981132077,0.5652173913043476
32.0,0.7807826954429987,0.0420772645218725,1.0,0.6400694783694293,0.8452830188679245,0.5652173913043476
33.0,0.7777883226896217,0.0420772645218725,1.0,0.632795961569777,0.8301886792452835,0.5590062111801242
34.0,0.7732967635595566,0.0420772645218725,1.0,0.6255224447701242,0.8075471698113207,0.5527950310559004
35.0,0.7680566112411471,0.0420772645218725,1.0,0.6146121695706455,0.781132075471698,0.5527950310559004
36.0,0.7643099936253362,0.03825205865624773,1.0,0.6146121695706455,0.7659644623557429,0.5527950310559004
37.0,0.7598140524863641,0.03825205865624773,1.0,0.60006513597134,0.7432130426818093,0.5465838509316772
38.0,0.7553181113473915,0.03825205865624773,1.0,0.5927916191716877,0.7204616230078768,0.5465838509316772
39.0,0.7508221702084186,0.03825205865624773,1.0,0.5782445855723825,0.697710203333944,0.5403726708074533
40.0,0.7470755525926082,0.03825205865624773,1.0,0.5709710687727296,0.6787506869389995,0.5341614906832295
41.0,0.7448275820231222,0.03825205865624773,1.0,0.5636975519730772,0.6673749771020329,0.5341614906832295
42.0,0.7388329938378251,0.03825205865624773,1.0,0.5600607935732511,0.6370397508701224,0.5279503105590062
43.0,0.7335877291756905,0.03825205865624773,1.0,0.5491505183737719,0.6104964279172008,0.5217391304347824
44.0,0.7283424645135558,0.03442685279062296,1.0,0.5382402431742929,0.5877450082432679,0.5031055900621119
