id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R1,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate) & (WGS_STATUS=No),complement,0.999803,0.000197,13.676471,24.102410,25.291946,34,332,298
R2,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R3,(PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical) & (RISK_GROUP=Intermediate) & (WGS_STATUS=No),complement,0.999993,0.000007,13.444444,24.102410,25.045902,27,332,305
R4,(MRNA_CLUSTER=5.0),complement,0.998006,0.001994,26.323944,24.102410,23.498084,71,332,261
R5,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R6,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R7,"(PATH_T_STAGE=T3) & (AGE=[60.00,85.00])",complement,0.996148,0.003852,21.066667,24.102410,24.403974,30,332,302
R8,(WGS_STATUS=No) & (PATH_N_STAGE=N1b),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R9,(PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical),complement,0.999987,0.000013,12.483871,24.102410,25.299003,31,332,301
R10,(SEX=Male) & (PRIMARY_EXOME=Yes) & (RISK_GROUP=Intermediate),complement,0.987510,0.012490,14.100000,24.102410,25.472603,40,332,292
R11,(RISK_GROUP=Intermediate),complement,0.984686,0.015314,25.789474,24.102410,21.845070,190,332,142
R12,(SEX=Female),complement,0.965256,0.034744,25.572614,24.102410,20.208791,241,332,91
R13,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate) & (HISTOLOGICAL_TYPE=Classical),complement,0.999993,0.000007,13.107143,24.102410,25.115132,28,332,304
R14,(PATH_T_STAGE=T3) & (LOWPASS=Yes),complement,0.990867,0.009133,18.476190,24.102410,24.482315,21,332,311
