times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,1.0,1.0,0.9545454545454544,1.0,1.0,1.0,0.972972972972973,1.0,0.9583333333333331,0.95,1.0,1.0
5.0,0.9930413873506263,1.0,1.0,0.9068181818181816,1.0,1.0,1.0,0.972972972972973,1.0,0.9583333333333331,0.95,1.0,1.0
6.0,0.989377027987709,1.0,1.0,0.9068181818181816,0.9958677685950408,1.0,1.0,0.944356120826709,1.0,0.9583333333333331,0.95,1.0,1.0
7.0,0.9856007797892833,1.0,0.9230769230769231,0.856439393939394,0.9958677685950408,1.0,1.0,0.944356120826709,1.0,0.9583333333333331,0.8866666666666664,1.0,0.9166666666666667
8.0,0.9816265830965845,0.9600000000000003,0.9230769230769231,0.8029119318181819,0.9958677685950408,1.0,0.9696969696969697,0.9128775834658186,0.9696969696969697,0.9050925925925927,0.8127777777777776,0.9666666666666667,0.9166666666666667
9.0,0.9816265830965845,0.9600000000000003,0.9230769230769231,0.8029119318181819,0.9958677685950408,1.0,0.9696969696969697,0.9128775834658186,0.9696969696969697,0.9050925925925927,0.8127777777777776,0.9666666666666667,0.9166666666666667
10.0,0.9771646440825088,0.9120000000000003,0.9230769230769231,0.7493844696969696,0.9958677685950408,0.9411764705882352,0.9337822671156005,0.9128775834658186,0.9337822671156005,0.9050925925925927,0.8127777777777776,0.9263888888888888,0.9166666666666667
11.0,0.9725335320252454,0.8613333333333337,0.9230769230769231,0.6958570075757576,0.9958677685950408,0.8823529411764706,0.8931830381105745,0.9128775834658186,0.8931830381105745,0.9050925925925927,0.8127777777777776,0.882275132275132,0.9166666666666667
12.0,0.9725335320252454,0.8613333333333337,0.9230769230769231,0.6958570075757576,0.9958677685950408,0.8823529411764706,0.8931830381105745,0.9128775834658186,0.8931830381105745,0.9050925925925927,0.8127777777777776,0.882275132275132,0.9166666666666667
13.0,0.9673048571218831,0.8613333333333337,0.9230769230769231,0.6958570075757576,0.989939984258166,0.8823529411764706,0.8931830381105745,0.9128775834658186,0.8931830381105745,0.9050925925925927,0.8127777777777776,0.882275132275132,0.9166666666666667
14.0,0.9560571262251175,0.8613333333333337,0.7384615384615385,0.6378689236111112,0.9835118025422034,0.8088235294117647,0.8931830381105745,0.9128775834658186,0.8931830381105745,0.9050925925925927,0.8127777777777776,0.882275132275132,0.8020833333333335
15.0,0.9560571262251175,0.8613333333333337,0.7384615384615385,0.6378689236111112,0.9835118025422034,0.8088235294117647,0.8931830381105745,0.9128775834658186,0.8931830381105745,0.9050925925925927,0.8127777777777776,0.882275132275132,0.8020833333333335
16.0,0.9427785550275465,0.7830303030303035,0.7384615384615385,0.5740820312500001,0.9758876800418761,0.7189542483660128,0.8336375022365361,0.9128775834658186,0.8336375022365361,0.9050925925925927,0.8127777777777776,0.8192554799697657,0.8020833333333335
17.0,0.9356899944634294,0.7830303030303035,0.7384615384615385,0.5102951388888888,0.9758876800418761,0.7189542483660128,0.8336375022365361,0.8591789020854762,0.8336375022365361,0.9050925925925927,0.8127777777777776,0.8192554799697657,0.8020833333333335
18.0,0.9204755230087401,0.6711688311688316,0.4923076923076923,0.5102951388888888,0.9583041182393197,0.6162464985994396,0.7502737520128825,0.8591789020854762,0.7502737520128825,0.9050925925925927,0.8127777777777776,0.7282270933064581,0.6684027777777779
19.0,0.9204755230087401,0.6711688311688316,0.4923076923076923,0.5102951388888888,0.9583041182393197,0.6162464985994396,0.7502737520128825,0.8591789020854762,0.7502737520128825,0.9050925925925927,0.8127777777777776,0.7282270933064581,0.6684027777777779
20.0,0.9204755230087401,0.6711688311688316,0.4923076923076923,0.5102951388888888,0.9583041182393197,0.6162464985994396,0.7502737520128825,0.8591789020854762,0.7502737520128825,0.9050925925925927,0.8127777777777776,0.7282270933064581,0.6684027777777779
21.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
22.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
23.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
24.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
25.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
27.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
28.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
29.0,0.9111777904530968,0.4474458874458877,0.4923076923076923,0.5102951388888888,0.9476562947033271,0.6162464985994396,0.625228126677402,0.7875806602450199,0.625228126677402,0.8045267489711933,0.6502222222222221,0.5825816746451665,0.6684027777777779
30.0,0.8991886089997663,0.4474458874458877,0.4923076923076923,0.408236111111111,0.9476562947033271,0.6162464985994396,0.625228126677402,0.6891330777143925,0.625228126677402,0.603395061728395,0.6502222222222221,0.5825816746451665,0.6684027777777779
