id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R1,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R2,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R3,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R4,(LOWPASS=Yes) & (PATH_T_STAGE=T3),complement,0.990867,0.009133,18.476190,24.102410,24.482315,21,332,311
R5,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R6,(PATH_T_STAGE=T3) & (HISTOLOGICAL_TYPE=Classical) & (ARM_SCNA_CLUSTER=SomeSCNA),complement,0.999787,0.000213,32.058824,24.102410,23.673016,17,332,315
R7,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical),complement,0.999993,0.000007,13.107143,24.102410,25.115132,28,332,304
R8,(PATH_M_STAGE=MX) & (MIRNA_CLUSTER=6.0),complement,0.970624,0.029376,16.250000,24.102410,24.940000,32,332,300
R9,(MRNA_CLUSTER=5.0) & (HISTOLOGICAL_TYPE=Classical),complement,0.999684,0.000316,30.571429,24.102410,22.982332,49,332,283
R10,(MRNA_CLUSTER=5.0),complement,0.998006,0.001994,26.323944,24.102410,23.498084,71,332,261
R11,(EXOME=1) & (MIRNA_CLUSTER=6.0) & (SEX=Male),complement,0.999593,0.000407,10.176471,24.102410,24.853968,17,332,315
