times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9846153846153846,1.0,1.0,0.9876543209876536,0.9615384615384612
5.0,0.9930413873506263,0.9068181818181816,1.0,1.0,1.0,1.0,1.0,0.9846153846153846,1.0,1.0,0.9748276414943071,0.9615384615384612
6.0,0.989377027987709,0.9068181818181816,0.9958677685950408,1.0,1.0,1.0,1.0,0.9846153846153846,1.0,1.0,0.9748276414943071,0.9615384615384612
7.0,0.9856007797892833,0.856439393939394,0.9958677685950408,1.0,1.0,1.0,1.0,0.9670329670329668,1.0,1.0,0.9604919408840962,0.9615384615384612
8.0,0.9816265830965845,0.8029119318181819,0.9958677685950408,0.9696969696969697,0.9696969696969697,0.9666666666666667,1.0,0.9670329670329668,0.9600000000000003,0.9666666666666667,0.9447461713614057,0.9134615384615381
9.0,0.9816265830965845,0.8029119318181819,0.9958677685950408,0.9696969696969697,0.9696969696969697,0.9666666666666667,1.0,0.9670329670329668,0.9600000000000003,0.9666666666666667,0.9447461713614057,0.9134615384615381
10.0,0.9771646440825088,0.7493844696969696,0.9958677685950408,0.9337822671156005,0.9337822671156005,0.9263888888888888,1.0,0.9460105112279021,0.9120000000000003,0.9263888888888888,0.9447461713614057,0.9134615384615381
11.0,0.9725335320252454,0.6958570075757576,0.9958677685950408,0.8931830381105745,0.8931830381105745,0.882275132275132,1.0,0.924510272336359,0.8613333333333337,0.882275132275132,0.9262217366288291,0.9134615384615381
12.0,0.9725335320252454,0.6958570075757576,0.9958677685950408,0.8931830381105745,0.8931830381105745,0.882275132275132,1.0,0.924510272336359,0.8613333333333337,0.882275132275132,0.9262217366288291,0.9134615384615381
13.0,0.9673048571218831,0.6958570075757576,0.989939984258166,0.8931830381105745,0.8931830381105745,0.882275132275132,1.0,0.924510272336359,0.8613333333333337,0.882275132275132,0.9056390313704107,0.9134615384615381
14.0,0.9560571262251175,0.6378689236111112,0.9835118025422034,0.8931830381105745,0.8931830381105745,0.882275132275132,1.0,0.9008048807379908,0.8613333333333337,0.882275132275132,0.9056390313704107,0.9134615384615381
15.0,0.9560571262251175,0.6378689236111112,0.9835118025422034,0.8931830381105745,0.8931830381105745,0.882275132275132,1.0,0.9008048807379908,0.8613333333333337,0.882275132275132,0.9056390313704107,0.9134615384615381
16.0,0.9427785550275465,0.5740820312500001,0.9758876800418761,0.8336375022365361,0.8336375022365361,0.8192554799697657,1.0,0.846210645541749,0.7830303030303035,0.8192554799697657,0.8824175177455283,0.9134615384615381
17.0,0.9356899944634294,0.5102951388888888,0.9758876800418761,0.8336375022365361,0.8336375022365361,0.8192554799697657,1.0,0.8170309681092747,0.7830303030303035,0.8192554799697657,0.8824175177455283,0.8221153846153844
18.0,0.9204755230087401,0.5102951388888888,0.9583041182393197,0.7502737520128825,0.7502737520128825,0.7282270933064581,0.9722222222222221,0.7878512906768007,0.6711688311688316,0.7282270933064581,0.8824175177455283,0.8221153846153844
19.0,0.9204755230087401,0.5102951388888888,0.9583041182393197,0.7502737520128825,0.7502737520128825,0.7282270933064581,0.9722222222222221,0.7878512906768007,0.6711688311688316,0.7282270933064581,0.8824175177455283,0.8221153846153844
20.0,0.9204755230087401,0.5102951388888888,0.9583041182393197,0.7502737520128825,0.7502737520128825,0.7282270933064581,0.9722222222222221,0.7878512906768007,0.6711688311688316,0.7282270933064581,0.8824175177455283,0.8221153846153844
21.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
22.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
23.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
24.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
25.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
27.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
28.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
29.0,0.9111777904530968,0.5102951388888888,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.8471208170357074,0.6850961538461535
30.0,0.8991886089997663,0.408236111111111,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
31.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
32.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
33.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
36.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
37.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
38.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
39.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
40.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
41.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
42.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
43.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
44.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
45.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
47.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
48.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
50.0,0.8866998783192139,0.2721574074074073,0.9476562947033271,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
52.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
54.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
55.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
56.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
57.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
58.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
59.0,0.866995436578787,0.2721574074074073,0.9256177762218546,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.7878512906768007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
60.0,0.8414955707970578,0.2721574074074073,0.8966922207149216,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
63.0,0.8414955707970578,0.2721574074074073,0.8966922207149216,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
65.0,0.8414955707970578,0.2721574074074073,0.8966922207149216,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
66.0,0.8414955707970578,0.2721574074074073,0.8966922207149216,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
70.0,0.8414955707970578,0.2721574074074073,0.8966922207149216,0.625228126677402,0.625228126677402,0.5825816746451665,0.9722222222222221,0.6893698793422007,0.4474458874458877,0.5825816746451665,0.7941757659709758,0.5480769230769229
