id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R1,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R2,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R3,(PATH_T_STAGE=T3) & (EXOME=0),complement,0.981796,0.018204,17.500000,24.102410,24.710526,28,332,304
R4,(RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0) & (HISTOLOGICAL_TYPE=Classical),complement,0.999820,0.000180,34.236842,24.102410,22.792517,38,332,294
R5,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R6,(PATH_N_STAGE=N1b) & (HISTOLOGICAL_TYPE=Classical),complement,0.999987,0.000013,12.483871,24.102410,25.299003,31,332,301
R7,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R8,(HISTOLOGICAL_TYPE=Classical) & (RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b),complement,0.999993,0.000007,13.107143,24.102410,25.115132,28,332,304
R9,(SEX=Female) & (RISK_GROUP=Low),complement,0.984449,0.015551,20.343137,24.102410,25.769565,102,332,230
R10,(RISK_GROUP=Intermediate) & (HISTOLOGICAL_TYPE=Classical) & (SEX=Male),complement,0.999435,0.000565,17.173913,24.102410,25.216783,46,332,286
R11,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999803,0.000197,13.676471,24.102410,25.291946,34,332,298
R12,(RISK_GROUP=Low),complement,0.983971,0.016029,20.724409,24.102410,26.195122,127,332,205
R13,(MRNA_CLUSTER=5.0) & (HISTOLOGICAL_TYPE=Classical),complement,0.999684,0.000316,30.571429,24.102410,22.982332,49,332,283
R14,(MIRNA_CLUSTER=6.0) & (MRNA_CLUSTER=5.0),complement,0.999129,0.000871,27.620690,24.102410,23.357664,58,332,274
