id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R1,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R2,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R3,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R4,(WGS_STATUS=No) & (PATH_N_STAGE=N1b),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R5,(MRNA_CLUSTER=5.0),complement,0.998006,0.001994,26.323944,24.102410,23.498084,71,332,261
R6,(WGS_STATUS=No) & (PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999803,0.000197,13.676471,24.102410,25.291946,34,332,298
R7,(RISK_GROUP=Intermediate) & (HISTOLOGICAL_TYPE=Classical),complement,0.998581,0.001419,28.304348,24.102410,21.113402,138,332,194
R8,(MIRNA_CLUSTER=6.0) & (EXTRATHYROIDAL_EXTENSION=None) & (PATH_T_STAGE=T2),complement,0.999505,0.000495,11.952381,24.102410,24.922830,21,332,311
R9,(RISK_GROUP=Intermediate) & (SEX=Male),complement,0.985995,0.014005,17.644068,24.102410,25.498168,59,332,273
