times,population,R0,R1,R2,R3,R4,R5,R6,R7
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9701046337817638,0.9603174603174606,1.0,1.0,0.9130434782608692,0.9705882352941171,1.0,0.849056603773585,0.9710144927536234
2.0,0.9499097030862298,0.9444444444444446,1.0,1.0,0.8695652173913039,0.9411764705882347,1.0,0.7467149595687335,0.9419204255550125
3.0,0.9386902971442661,0.9444444444444446,1.0,1.0,0.8385093167701864,0.9154411764705876,1.0,0.6898584905660379,0.9237366335558814
4.0,0.9274708912023034,0.9444444444444446,1.0,1.0,0.8198757763975152,0.9044117647058817,1.0,0.6330020215633428,0.8982793247570975
5.0,0.9199912872409939,0.9404761904761907,1.0,1.0,0.7950310559006208,0.8970588235294116,1.0,0.5950977088948788,0.880095532757966
6.0,0.913259643675816,0.9365079365079368,1.0,1.0,0.7639751552795027,0.8897058823529411,1.0,0.5609838274932615,0.8655484991586607
7.0,0.9087718812990306,0.9325396825396824,1.0,1.0,0.7577639751552796,0.8860294117647053,1.0,0.5382412398921836,0.8619117407588345
8.0,0.8990483961493293,0.9246031746031742,1.0,1.0,0.7267080745341615,0.8786764705882352,1.0,0.4889656334231807,0.8510014655593555
9.0,0.892316752584151,0.9206349206349205,1.0,1.0,0.7142857142857143,0.8749999999999999,1.0,0.45485175202156347,0.8364544319600502
10.0,0.8848371486228425,0.9166666666666663,1.0,1.0,0.7080745341614907,0.8602941176470587,1.0,0.4169474393531001,0.8255441567605714
11.0,0.8780998099277446,0.9126811594202896,1.0,1.0,0.6832298136645965,0.8455882352941174,1.0,0.3825205865624774,0.814633881561092
12.0,0.873608250797679,0.9126811594202896,1.0,1.0,0.6832298136645965,0.8455882352941174,1.0,0.3595693513687286,0.8000868479617873
13.0,0.8698652848559578,0.9126811594202896,1.0,1.0,0.6708074534161491,0.8419117647058822,1.0,0.3404433220406047,0.7964500895619608
14.0,0.8683680984792698,0.9086956521739128,1.0,1.0,0.6708074534161491,0.838235294117647,1.0,0.3327929103093552,0.7964500895619608
15.0,0.8638765393492048,0.9007246376811592,1.0,1.0,0.6521739130434779,0.8345588235294116,1.0,0.3098416751156067,0.7928133311621343
16.0,0.8601335734074835,0.8967391304347822,1.0,1.0,0.6459627329192544,0.8272058823529408,1.0,0.2907156457874827,0.7891765727623082
17.0,0.8548934210890745,0.892753623188405,1.0,1.0,0.6335403726708071,0.8198529411764703,1.0,0.2639392047281094,0.7819030559626552
18.0,0.8504018619590094,0.892753623188405,1.0,1.0,0.6335403726708071,0.8161764705882348,1.0,0.24098796953436064,0.7709927807631765
19.0,0.8474074892056324,0.892753623188405,1.0,1.0,0.6273291925465839,0.8161764705882348,1.0,0.22568714607186163,0.7637192639635239
20.0,0.8406701505105342,0.8807971014492746,1.0,1.0,0.6086956521739132,0.8051470588235292,1.0,0.19126029328123859,0.7564457471638713
21.0,0.8376757777571575,0.8807971014492746,1.0,1.0,0.6024844720496894,0.7977941176470587,1.0,0.17595946981873953,0.7528089887640448
22.0,0.8294412526853716,0.8807971014492746,1.0,1.0,0.5962732919254656,0.7867647058823524,1.0,0.133882205296867,0.7346251967649138
23.0,0.8279440663086832,0.8807971014492746,1.0,1.0,0.5900621118012421,0.7830882352941175,1.0,0.12623179356561748,0.7346251967649138
24.0,0.8219553208019295,0.8728260869565214,1.0,1.0,0.5900621118012421,0.7794117647058819,1.0,0.09563014664061929,0.7237149215654345
25.0,0.8167151684835199,0.8688405797101443,1.0,1.0,0.5900621118012421,0.7757352941176469,1.0,0.06885370558124589,0.7128046463659554
26.0,0.8129722025417989,0.8648550724637678,1.0,1.0,0.5838509316770185,0.7720588235294112,1.0,0.04972767625312204,0.7018943711664768
27.0,0.8077320502233896,0.8648550724637678,0.9773584905660375,1.0,0.5838509316770185,0.7720588235294112,1.0,0.04590247038749727,0.6800738207675191
28.0,0.8024918979049803,0.8648550724637678,0.9547169811320757,1.0,0.5838509316770185,0.7536764705882352,1.0,0.0420772645218725,0.672800303967866
29.0,0.7980003387749149,0.8648550724637678,0.9320754716981137,1.0,0.5838509316770185,0.7389705882352938,1.0,0.0420772645218725,0.665526787168214
30.0,0.7920115932681616,0.8608695652173911,0.9018867924528307,1.0,0.5776397515527951,0.7389705882352938,1.0,0.0420772645218725,0.6509797535689085
31.0,0.7867714409497524,0.8528985507246369,0.8754716981132077,1.0,0.5652173913043476,0.7316176470588232,1.0,0.0420772645218725,0.6473429951690821
32.0,0.7807826954429987,0.8528985507246369,0.8452830188679245,1.0,0.5652173913043476,0.7242647058823526,1.0,0.0420772645218725,0.6400694783694293
33.0,0.7777883226896217,0.8528985507246369,0.8301886792452835,1.0,0.5590062111801242,0.7205882352941171,1.0,0.0420772645218725,0.632795961569777
34.0,0.7732967635595566,0.8449275362318834,0.8075471698113207,1.0,0.5527950310559004,0.716911764705882,1.0,0.0420772645218725,0.6255224447701242
35.0,0.7680566112411471,0.8449275362318834,0.781132075471698,1.0,0.5527950310559004,0.7132352941176469,1.0,0.0420772645218725,0.6146121695706455
36.0,0.7643099936253362,0.8409420289855069,0.7659644623557429,1.0,0.5527950310559004,0.7095397744590061,1.0,0.03825205865624773,0.6146121695706455
37.0,0.7598140524863641,0.8409420289855069,0.7432130426818093,1.0,0.5465838509316772,0.7058442548003655,1.0,0.03825205865624773,0.60006513597134
38.0,0.7553181113473915,0.8369565217391298,0.7204616230078768,1.0,0.5465838509316772,0.7021487351417248,1.0,0.03825205865624773,0.5927916191716877
39.0,0.7508221702084186,0.8369565217391298,0.697710203333944,1.0,0.5403726708074533,0.7021487351417248,1.0,0.03825205865624773,0.5782445855723825
40.0,0.7470755525926082,0.8369565217391298,0.6787506869389995,1.0,0.5341614906832295,0.7021487351417248,1.0,0.03825205865624773,0.5709710687727296
41.0,0.7448275820231222,0.8369565217391298,0.6673749771020329,1.0,0.5341614906832295,0.7021487351417248,1.0,0.03825205865624773,0.5636975519730772
42.0,0.7388329938378251,0.8329710144927531,0.6370397508701224,1.0,0.5279503105590062,0.6873666565071624,1.0,0.03825205865624773,0.5600607935732511
43.0,0.7335877291756905,0.8289855072463763,0.6104964279172008,1.0,0.5217391304347824,0.6762800975312405,1.0,0.03825205865624773,0.5491505183737719
44.0,0.7283424645135558,0.8289855072463763,0.5877450082432679,1.0,0.5031055900621119,0.6651935385553183,1.0,0.03442685279062296,0.5382402431742929
45.0,0.7245919883832075,0.8289855072463763,0.5686623781054994,1.0,0.4968944099378879,0.6578024992380368,1.0,0.03442685279062296,0.5382402431742929
46.0,0.7140906552182334,0.8210144927536228,0.5152310137197478,1.0,0.47826086956521746,0.6430204206034743,1.0,0.03442685279062296,0.5309667263746404
47.0,0.7118403695400252,0.8210144927536228,0.5037814356370864,1.0,0.47826086956521746,0.6393249009448339,1.0,0.03442685279062296,0.5236932095749879
48.0,0.7050823913481898,0.8130045952633432,0.4691704973108747,1.0,0.47826086956521746,0.624542822310271,1.0,0.03442685279062296,0.5200564511751614
49.0,0.698317208488772,0.8130045952633432,0.43815096029858547,1.0,0.47826086956521746,0.606065224017068,1.0,0.03060164692499817,0.5091461759756825
50.0,0.6923037126137344,0.8049946977730641,0.407131423286296,1.0,0.47826086956521746,0.5912831453825049,1.0,0.03060164692499817,0.5091461759756825
51.0,0.6915520256293549,0.8049946977730641,0.4032539811597599,1.0,0.47826086956521746,0.5912831453825049,1.0,0.03060164692499817,0.5091461759756825
52.0,0.6862902167386963,0.8049946977730641,0.3838667705270791,1.0,0.47204968944099374,0.5912831453825049,1.0,0.022951235193748632,0.49096238397655123
53.0,0.6802568961519827,0.8049946977730641,0.3518778729831561,1.0,0.4594616977225673,0.5801268596205709,1.0,0.022951235193748632,0.479970688812897
54.0,0.6757218501776358,0.8049946977730641,0.3314198571120426,1.0,0.4531677018633541,0.5726413517544988,1.0,0.019126029328123864,0.4763067904250124
55.0,0.671942645199014,0.8049946977730641,0.31096184124092874,1.0,0.4468737060041409,0.568898597821463,1.0,0.019126029328123864,0.46897899364924295
56.0,0.6696751222118408,0.8049946977730641,0.30277863489248336,1.0,0.4468737060041409,0.561413089955391,1.0,0.015300823462499091,0.46897899364924295
57.0,0.6666414863241314,0.8009084302716777,0.2857206836309349,1.0,0.44057971014492775,0.561413089955391,1.0,0.015300823462499091,0.4616511968734736
58.0,0.6636009322245914,0.8009084302716777,0.2681378723305698,1.0,0.44057971014492775,0.5501848281562831,1.0,0.015300823462499091,0.45795798729848575
59.0,0.6605498934557424,0.8009084302716777,0.24964560527328922,1.0,0.4342857142857145,0.5464420742232473,1.0,0.015300823462499091,0.45423475162939264
60.0,0.6567050163110646,0.796758645658871,0.22308756215910958,1.0,0.4342857142857145,0.5426473375966967,1.0,0.015300823462499091,0.44672673920576633
61.0,0.651303212416614,0.796758645658871,0.18304620484850018,1.0,0.4342857142857145,0.5350044173488556,1.0,0.015300823462499091,0.43546472057032665
62.0,0.6482054563528012,0.7925871344250549,0.15779845245560356,1.0,0.4342857142857145,0.5350044173488556,1.0,0.015300823462499091,0.4316780708262369
63.0,0.6435476925945779,0.7925871344250549,0.12349444105221147,1.0,0.4279917184265012,0.5235400369770947,1.0,0.011475617596874321,0.4316780708262369
64.0,0.6373373409169459,0.7925871344250549,0.12349444105221147,1.0,0.41540372670807446,0.515897116729254,1.0,0.011475617596874321,0.4203181215939673
65.0,0.6334416358991161,0.7925871344250549,0.12349444105221147,1.0,0.41540372670807446,0.515897116729254,1.0,0.011475617596874321,0.40874973292624345
66.0,0.6264207310677219,0.7925871344250549,0.12349444105221147,1.0,0.4090129001433348,0.515897116729254,1.0,0.011475617596874321,0.40103747381442756
67.0,0.6217284409473642,0.7925871344250549,0.12349444105221147,1.0,0.4090129001433348,0.5043471812800915,1.0,0.011475617596874321,0.38946908514670386
68.0,0.6186002475337928,0.7925871344250549,0.12349444105221147,1.0,0.4026220735785953,0.49279724583092915,1.0,0.011475617596874321,0.385612955590796
69.0,0.6138900933647538,0.7925871344250549,0.10896568328136305,1.0,0.3898404204491162,0.485097288864821,1.0,0.0076504117312495455,0.3817568260348878
70.0,0.6091617999627149,0.7925871344250549,0.10170130439593882,1.0,0.377058767319637,0.4773973318987128,1.0,0.0038252058656247723,0.3817568260348878
71.0,0.6004594885346766,0.7925871344250549,0.08717254662509044,1.0,0.377058767319637,0.46969737493260455,1.0,0.0038252058656247723,0.37388555127128187
72.0,0.5988751627074085,0.7925871344250549,0.08717254662509044,1.0,0.377058767319637,0.46969737493260455,1.0,0.0038252058656247723,0.3699499138894789
73.0,0.5925041503381805,0.7883028796443795,0.07990816773966625,1.0,0.37066794075489723,0.4542974610003881,1.0,0.0038252058656247723,0.3659719578261511
74.0,0.5893100578835272,0.7883028796443795,0.07990816773966625,1.0,0.36416499442586403,0.45041457671833335,1.0,0.0038252058656247723,0.3659719578261511
75.0,0.585301145925136,0.7883028796443795,0.07990816773966625,1.0,0.3576620480968307,0.4426488081542243,1.0,0.0038252058656247723,0.3540380896361678
76.0,0.5788868867917096,0.7883028796443795,0.07990816773966625,1.0,0.3576620480968307,0.42711727102600594,1.0,0.0038252058656247723,0.3540380896361678
77.0,0.5724458644073788,0.7839952136353933,0.07264378885424205,1.0,0.33815320910973085,0.4231987639523731,1.0,0.0038252058656247723,0.33794544919815994
78.0,0.5684088695949148,0.7839952136353933,0.07264378885424205,1.0,0.33815320910973085,0.4153617498051067,1.0,0.0038252058656247723,0.3298991289791563
79.0,0.5659832271926603,0.7839952136353933,0.07264378885424205,1.0,0.33815320910973085,0.4153617498051067,1.0,0.0038252058656247723,0.3258759688696544
80.0,0.562735116850091,0.7839952136353933,0.07264378885424205,1.0,0.33815320910973085,0.4075247356578406,1.0,0.0038252058656247723,0.3178296486506505
81.0,0.5578132353616063,0.779615352106704,0.07264378885424205,1.0,0.33815320910973085,0.4036062285842076,1.0,0.0038252058656247723,0.3137019908759666
82.0,0.5545174407656737,0.779615352106704,0.07264378885424205,1.0,0.3315227540291478,0.3996877215105743,1.0,0.0038252058656247723,0.30957433310128274
83.0,0.5528621648230894,0.779615352106704,0.07264378885424205,1.0,0.3315227540291478,0.39576921443694146,1.0,0.0038252058656247723,0.30957433310128274
84.0,0.5470513012288526,0.7752107455976265,0.07264378885424205,1.0,0.3315227540291478,0.3878538301482026,1.0,0.0038252058656247723,0.3012074592336804
85.0,0.5412316065349283,0.7708061390885497,0.06537940996881784,1.0,0.32489229894856486,0.3799384458594636,1.0,0.0038252058656247723,0.29284058536607827
86.0,0.5395637125240349,0.766401532579472,0.06537940996881784,1.0,0.32489229894856486,0.3799384458594636,1.0,0.0038252058656247723,0.28865714843227713
87.0,0.5353745532653076,0.7619714659171624,0.06537940996881784,1.0,0.32489229894856486,0.3759807537150942,1.0,0.0038252058656247723,0.284473711498476
88.0,0.5311656338213977,0.7575154924322666,0.06537940996881784,1.0,0.31826184386798206,0.3601499851376165,1.0,0.0038252058656247723,0.284473711498476
89.0,0.528640282155052,0.7575154924322666,0.06537940996881784,1.0,0.31826184386798206,0.3522346008488777,1.0,0.0038252058656247723,0.284473711498476
90.0,0.5261028088007079,0.7575154924322666,0.06537940996881784,1.0,0.31149031527504634,0.3522346008488777,1.0,0.0038252058656247723,0.280227835207454
91.0,0.5226810019141995,0.7575154924322666,0.05085065219796943,1.0,0.30471878668211044,0.3522346008488777,1.0,0.0038252058656247723,0.2759166377427239
92.0,0.5192423111121324,0.7575154924322666,0.05085065219796943,1.0,0.29794725808917466,0.3480906643683025,1.0,0.0038252058656247723,0.2716054402779939
93.0,0.5123420810641308,0.7485508120484531,0.05085065219796943,1.0,0.28440420090330315,0.33970293751605424,1.0,0.0038252058656247723,0.26298304534853384
94.0,0.5071229766729852,0.7350227853246855,0.05085065219796943,1.0,0.28440420090330315,0.33970293751605424,1.0,0.0038252058656247723,0.25436065041907374
95.0,0.5053742767534233,0.7350227853246855,0.043586273312545235,1.0,0.28440420090330315,0.33970293751605424,1.0,0.0038252058656247723,0.25436065041907374
96.0,0.5010025269545183,0.7305134430834295,0.043586273312545235,1.0,0.28440420090330315,0.33970293751605424,1.0,0.0038252058656247723,0.25436065041907374
97.0,0.49398322710226583,0.7260041008421741,0.043586273312545235,1.0,0.2774675130763933,0.33540290033230674,1.0,0.0038252058656247723,0.2457382554896136
98.0,0.4886905496690275,0.7260041008421741,0.043586273312545235,1.0,0.27035296145904986,0.33540290033230674,0.9781818181818178,0.0038252058656247723,0.2241822681659633
99.0,0.4824595226240674,0.7214091381786157,0.043586273312545235,1.0,0.27035296145904986,0.33104701850980917,0.9559504132231402,0.0,0.2153908066692588
100.0,0.4788857483824074,0.7214091381786157,0.043586273312545235,1.0,0.2553333524891027,0.3179793730423166,0.9410136880165288,0.0,0.2153908066692588
101.0,0.47619033141215006,0.7214091381786157,0.043586273312545235,1.0,0.2553333524891027,0.3136234912198192,0.9334553451408946,0.0,0.2153908066692588
102.0,0.47256221460139086,0.7214091381786157,0.03632189442712102,1.0,0.2553333524891027,0.3136234912198192,0.9218835846639413,0.0,0.20641618972470632
103.0,0.4662008001740644,0.7167548856742377,0.03632189442712102,1.0,0.24759597817125112,0.3136234912198192,0.8947693615855895,0.0,0.19295426430787765
104.0,0.46344221555764975,0.7167548856742377,0.02905751554169682,1.0,0.24759597817125112,0.30466282004211004,0.8868158561492733,0.0,0.18836011515769008
105.0,0.46159214683286887,0.7167548856742377,0.02905751554169682,1.0,0.23985860385339955,0.30466282004211004,0.878753893820643,0.0,0.1791718168573149
106.0,0.4578845793884284,0.7167548856742377,0.02905751554169682,1.0,0.23212122953554795,0.3001156137728248,0.8625556653631198,0.0,0.17457766770712735
107.0,0.45043930167479573,0.7120393930053281,0.02905751554169682,1.0,0.23212122953554795,0.2864739949649692,0.838028016111088,0.0,0.16538936940675222
