times,population,R0,R1,R2,R3,R4,R5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,0.9940476190476195,1.0,1.0,1.0,1.0,1.0,1.0
11.0,0.9880952380952387,0.9743589743589743,0.9,1.0,1.0,0.9411764705882352,0.9903846153846156
12.0,0.982142857142857,0.9487179487179488,0.7999999999999997,0.9473684210526316,0.9666666666666667,0.8823529411764706,0.9807692307692305
13.0,0.9761904761904767,0.9230769230769231,0.6999999999999998,0.9473684210526316,0.9666666666666667,0.8235294117647056,0.9711538461538466
15.0,0.9702380952380953,0.9230769230769231,0.6999999999999998,0.9473684210526316,0.9666666666666667,0.8235294117647056,0.9615384615384621
26.0,0.964285714285714,0.8974358974358974,0.5999999999999999,0.9473684210526316,0.9666666666666667,0.8235294117647056,0.951923076923077
30.0,0.9583333333333336,0.871794871794872,0.49999999999999983,0.8947368421052634,0.9333333333333331,0.8235294117647056,0.9423076923076928
31.0,0.9523809523809522,0.871794871794872,0.49999999999999983,0.8947368421052634,0.9333333333333331,0.8235294117647056,0.9326923076923078
53.0,0.9404761904761907,0.8461538461538463,0.49999999999999983,0.8947368421052634,0.9333333333333331,0.7647058823529411,0.9134615384615385
54.0,0.9345238095238093,0.8205128205128206,0.3999999999999999,0.8421052631578948,0.9,0.7647058823529411,0.903846153846154
59.0,0.9285714285714287,0.8205128205128206,0.3999999999999999,0.7894736842105264,0.8666666666666667,0.7647058823529411,0.8942307692307697
60.0,0.9166666666666672,0.8205128205128206,0.3999999999999999,0.7894736842105264,0.8666666666666667,0.7647058823529411,0.8846153846153849
61.0,0.9107142857142857,0.794871794871795,0.3999999999999999,0.7894736842105264,0.8333333333333331,0.7647058823529411,0.8846153846153849
62.0,0.904761904761905,0.794871794871795,0.3999999999999999,0.7894736842105264,0.8333333333333331,0.7647058823529411,0.8846153846153849
65.0,0.898809523809524,0.7692307692307694,0.3999999999999999,0.7368421052631579,0.8,0.7058823529411764,0.8749999999999999
79.0,0.8928571428571428,0.7692307692307694,0.3999999999999999,0.7368421052631579,0.8,0.7058823529411764,0.8749999999999999
