times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,0.9545454545454544,1.0,1.0,1.0,1.0,1.0,0.9939759036144571,1.0,0.9846153846153846,1.0,0.9876543209876536
5.0,0.9930413873506263,0.9068181818181816,1.0,1.0,1.0,1.0,1.0,0.9939759036144571,1.0,0.9846153846153846,1.0,0.9748276414943071
6.0,0.989377027987709,0.9068181818181816,1.0,1.0,0.9958677685950408,1.0,1.0,0.9874365884590988,1.0,0.9846153846153846,1.0,0.9748276414943071
7.0,0.9856007797892833,0.856439393939394,1.0,1.0,0.9958677685950408,1.0,0.9777777777777777,0.9807647196181589,1.0,0.9670329670329668,1.0,0.9604919408840962
8.0,0.9816265830965845,0.8029119318181819,1.0,0.9696969696969697,0.9958677685950408,0.9696969696969697,0.9777777777777777,0.9737592573351722,0.9666666666666667,0.9670329670329668,0.9600000000000003,0.9447461713614057
9.0,0.9816265830965845,0.8029119318181819,1.0,0.9696969696969697,0.9958677685950408,0.9696969696969697,0.9777777777777777,0.9737592573351722,0.9666666666666667,0.9670329670329668,0.9600000000000003,0.9447461713614057
10.0,0.9771646440825088,0.7493844696969696,1.0,0.9337822671156005,0.9958677685950408,0.9337822671156005,0.9506172839506172,0.9658425154056186,0.9263888888888888,0.9460105112279021,0.9120000000000003,0.9447461713614057
11.0,0.9725335320252454,0.6958570075757576,0.9411764705882352,0.8931830381105745,0.9958677685950408,0.8931830381105745,0.9226579520697166,0.957657409342859,0.882275132275132,0.924510272336359,0.8613333333333337,0.9262217366288291
12.0,0.9725335320252454,0.6958570075757576,0.9411764705882352,0.8931830381105745,0.9958677685950408,0.8931830381105745,0.9226579520697166,0.957657409342859,0.882275132275132,0.924510272336359,0.8613333333333337,0.9262217366288291
13.0,0.9673048571218831,0.6958570075757576,0.9411764705882352,0.8931830381105745,0.989939984258166,0.8931830381105745,0.9226579520697166,0.957657409342859,0.882275132275132,0.924510272336359,0.8613333333333337,0.9056390313704107
14.0,0.9560571262251175,0.6378689236111112,0.8739495798319328,0.8931830381105745,0.9835118025422034,0.8931830381105745,0.8919026870007261,0.9385042611560017,0.882275132275132,0.9008048807379908,0.8613333333333337,0.9056390313704107
15.0,0.9560571262251175,0.6378689236111112,0.8739495798319328,0.8931830381105745,0.9835118025422034,0.8931830381105745,0.8919026870007261,0.9385042611560017,0.882275132275132,0.9008048807379908,0.8613333333333337,0.9056390313704107
16.0,0.9427785550275465,0.5740820312500001,0.7768440709617178,0.8336375022365361,0.9758876800418761,0.8336375022365361,0.8175774630839989,0.9164218079523312,0.8192554799697657,0.846210645541749,0.7830303030303035,0.8824175177455283
17.0,0.9356899944634294,0.5102951388888888,0.7768440709617178,0.8336375022365361,0.9758876800418761,0.8336375022365361,0.7786452029371417,0.9046728104144811,0.8192554799697657,0.8170309681092747,0.7830303030303035,0.8824175177455283
18.0,0.9204755230087401,0.5102951388888888,0.6658663465386152,0.7502737520128825,0.9583041182393197,0.7502737520128825,0.7397129427902845,0.8919309398452634,0.7282270933064581,0.7878512906768007,0.6711688311688316,0.8824175177455283
19.0,0.9204755230087401,0.5102951388888888,0.6658663465386152,0.7502737520128825,0.9583041182393197,0.7502737520128825,0.7397129427902845,0.8919309398452634,0.7282270933064581,0.7878512906768007,0.6711688311688316,0.8824175177455283
20.0,0.9204755230087401,0.5102951388888888,0.6658663465386152,0.7502737520128825,0.9583041182393197,0.7502737520128825,0.7397129427902845,0.8919309398452634,0.7282270933064581,0.7878512906768007,0.6711688311688316,0.8824175177455283
21.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
22.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
23.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
24.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
25.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
27.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
28.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
29.0,0.9111777904530968,0.5102951388888888,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8762830286199081,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.8471208170357074
30.0,0.8991886089997663,0.408236111111111,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8568100724283546,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
31.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
32.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
33.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
36.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
37.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
38.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
39.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
40.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
41.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
42.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
43.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
44.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
45.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
47.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
48.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
50.0,0.8866998783192139,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9476562947033271,0.625228126677402,0.7397129427902845,0.8373371162368012,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
52.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
54.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
55.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
56.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
57.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
58.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
59.0,0.866995436578787,0.2721574074074073,0.6658663465386152,0.625228126677402,0.9256177762218546,0.625228126677402,0.7397129427902845,0.8074322192283442,0.5825816746451665,0.7878512906768007,0.4474458874458877,0.7941757659709758
60.0,0.8414955707970578,0.2721574074074073,0.33293317326930766,0.625228126677402,0.8966922207149216,0.625228126677402,0.6340396652488154,0.7723264705662424,0.5825816746451665,0.6893698793422007,0.4474458874458877,0.7941757659709758
63.0,0.8414955707970578,0.2721574074074073,0.33293317326930766,0.625228126677402,0.8966922207149216,0.625228126677402,0.6340396652488154,0.7723264705662424,0.5825816746451665,0.6893698793422007,0.4474458874458877,0.7941757659709758
65.0,0.8414955707970578,0.2721574074074073,0.33293317326930766,0.625228126677402,0.8966922207149216,0.625228126677402,0.6340396652488154,0.7723264705662424,0.5825816746451665,0.6893698793422007,0.4474458874458877,0.7941757659709758
66.0,0.8414955707970578,0.2721574074074073,0.33293317326930766,0.625228126677402,0.8966922207149216,0.625228126677402,0.6340396652488154,0.7723264705662424,0.5825816746451665,0.6893698793422007,0.4474458874458877,0.7941757659709758
70.0,0.8414955707970578,0.2721574074074073,0.33293317326930766,0.625228126677402,0.8966922207149216,0.625228126677402,0.6340396652488154,0.7723264705662424,0.5825816746451665,0.6893698793422007,0.4474458874458877,0.7941757659709758
