id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(TUMOR_STATUS=WITH TUMOR),complement,1.000000,0.000000,20.520000,24.102410,24.394137,25,332,307
R1,(PATH_N_STAGE=N1b),complement,0.999304,0.000696,12.951220,24.102410,25.673540,41,332,291
R2,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),complement,0.999776,0.000224,13.222222,24.102410,25.425676,36,332,296
R3,(TUMOR_STATUS=TUMOR FREE),complement,1.000000,0.000000,25.065292,24.102410,17.268293,291,332,41
R4,(WGS_STATUS=No) & (PATH_N_STAGE=N1b),complement,0.999374,0.000626,13.333333,24.102410,25.535836,39,332,293
R5,(LOWPASS=Yes) & (PATH_T_STAGE=T3),complement,0.990867,0.009133,18.476190,24.102410,24.482315,21,332,311
R6,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b) & (WGS_STATUS=No),complement,0.999803,0.000197,13.676471,24.102410,25.291946,34,332,298
R7,(RISK_GROUP=Low),complement,0.983971,0.016029,20.724409,24.102410,26.195122,127,332,205
R8,(MRNA_CLUSTER=5.0),complement,0.998006,0.001994,26.323944,24.102410,23.498084,71,332,261
R9,(PATH_T_STAGE=T3) & (ARM_SCNA_CLUSTER=SomeSCNA) & (WGS_STATUS=No),complement,0.999695,0.000305,30.055556,24.102410,23.761146,18,332,314
