times,population,R0,R1,R2,R3,R4
0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9701046337817638,1.0,1.0,1.0,1.0,0.849056603773585
2.0,0.9499097030862298,1.0,1.0,1.0,1.0,0.7467149595687335
3.0,0.9386902971442661,1.0,1.0,1.0,1.0,0.6898584905660379
4.0,0.9274708912023034,1.0,1.0,1.0,1.0,0.6330020215633428
5.0,0.9199912872409939,1.0,1.0,1.0,1.0,0.5950977088948788
6.0,0.913259643675816,1.0,1.0,1.0,1.0,0.5609838274932615
7.0,0.9087718812990306,1.0,1.0,1.0,1.0,0.5382412398921836
8.0,0.8990483961493293,1.0,1.0,1.0,1.0,0.4889656334231807
9.0,0.892316752584151,1.0,1.0,1.0,1.0,0.45485175202156347
10.0,0.8848371486228425,1.0,1.0,1.0,1.0,0.4169474393531001
11.0,0.8780998099277446,1.0,1.0,1.0,1.0,0.3825205865624774
12.0,0.873608250797679,1.0,1.0,1.0,1.0,0.3595693513687286
13.0,0.8698652848559578,1.0,1.0,1.0,1.0,0.3404433220406047
14.0,0.8683680984792698,1.0,1.0,1.0,1.0,0.3327929103093552
15.0,0.8638765393492048,1.0,1.0,1.0,1.0,0.3098416751156067
16.0,0.8601335734074835,1.0,1.0,1.0,1.0,0.2907156457874827
17.0,0.8548934210890745,1.0,1.0,1.0,1.0,0.2639392047281094
18.0,0.8504018619590094,1.0,1.0,1.0,1.0,0.24098796953436064
19.0,0.8474074892056324,1.0,1.0,1.0,1.0,0.22568714607186163
20.0,0.8406701505105342,1.0,1.0,1.0,1.0,0.19126029328123859
21.0,0.8376757777571575,1.0,1.0,1.0,1.0,0.17595946981873953
22.0,0.8294412526853716,1.0,1.0,1.0,1.0,0.133882205296867
23.0,0.8279440663086832,1.0,1.0,1.0,1.0,0.12623179356561748
24.0,0.8219553208019295,1.0,1.0,1.0,1.0,0.09563014664061929
25.0,0.8167151684835199,1.0,1.0,1.0,1.0,0.06885370558124589
26.0,0.8129722025417989,1.0,1.0,1.0,1.0,0.04972767625312204
27.0,0.8077320502233896,1.0,1.0,1.0,0.9773584905660375,0.04590247038749727
28.0,0.8024918979049803,1.0,1.0,1.0,0.9547169811320757,0.0420772645218725
29.0,0.7980003387749149,1.0,1.0,1.0,0.9320754716981137,0.0420772645218725
30.0,0.7920115932681616,1.0,1.0,1.0,0.9018867924528307,0.0420772645218725
31.0,0.7867714409497524,1.0,1.0,1.0,0.8754716981132077,0.0420772645218725
32.0,0.7807826954429987,1.0,1.0,1.0,0.8452830188679245,0.0420772645218725
33.0,0.7777883226896217,1.0,1.0,1.0,0.8301886792452835,0.0420772645218725
34.0,0.7732967635595566,1.0,1.0,1.0,0.8075471698113207,0.0420772645218725
35.0,0.7680566112411471,1.0,1.0,1.0,0.781132075471698,0.0420772645218725
36.0,0.7643099936253362,1.0,1.0,1.0,0.7659644623557429,0.03825205865624773
37.0,0.7598140524863641,1.0,1.0,1.0,0.7432130426818093,0.03825205865624773
38.0,0.7553181113473915,1.0,1.0,1.0,0.7204616230078768,0.03825205865624773
39.0,0.7508221702084186,1.0,1.0,1.0,0.697710203333944,0.03825205865624773
40.0,0.7470755525926082,1.0,1.0,1.0,0.6787506869389995,0.03825205865624773
41.0,0.7448275820231222,1.0,1.0,1.0,0.6673749771020329,0.03825205865624773
42.0,0.7388329938378251,1.0,1.0,1.0,0.6370397508701224,0.03825205865624773
43.0,0.7335877291756905,1.0,1.0,1.0,0.6104964279172008,0.03825205865624773
44.0,0.7283424645135558,1.0,1.0,1.0,0.5877450082432679,0.03442685279062296
45.0,0.7245919883832075,1.0,1.0,1.0,0.5686623781054994,0.03442685279062296
46.0,0.7140906552182334,1.0,1.0,1.0,0.5152310137197478,0.03442685279062296
47.0,0.7118403695400252,1.0,1.0,1.0,0.5037814356370864,0.03442685279062296
48.0,0.7050823913481898,1.0,1.0,1.0,0.4691704973108747,0.03442685279062296
49.0,0.698317208488772,1.0,1.0,1.0,0.43815096029858547,0.03060164692499817
50.0,0.6923037126137344,1.0,1.0,1.0,0.407131423286296,0.03060164692499817
51.0,0.6915520256293549,1.0,1.0,1.0,0.4032539811597599,0.03060164692499817
52.0,0.6862902167386963,1.0,1.0,1.0,0.3838667705270791,0.022951235193748632
53.0,0.6802568961519827,1.0,1.0,1.0,0.3518778729831561,0.022951235193748632
54.0,0.6757218501776358,1.0,1.0,1.0,0.3314198571120426,0.019126029328123864
55.0,0.671942645199014,1.0,1.0,1.0,0.31096184124092874,0.019126029328123864
56.0,0.6696751222118408,1.0,1.0,1.0,0.30277863489248336,0.015300823462499091
57.0,0.6666414863241314,1.0,1.0,1.0,0.2857206836309349,0.015300823462499091
58.0,0.6636009322245914,1.0,1.0,1.0,0.2681378723305698,0.015300823462499091
59.0,0.6605498934557424,1.0,1.0,1.0,0.24964560527328922,0.015300823462499091
60.0,0.6567050163110646,1.0,1.0,1.0,0.22308756215910958,0.015300823462499091
61.0,0.651303212416614,1.0,1.0,1.0,0.18304620484850018,0.015300823462499091
62.0,0.6482054563528012,1.0,1.0,1.0,0.15779845245560356,0.015300823462499091
63.0,0.6435476925945779,1.0,1.0,1.0,0.12349444105221147,0.011475617596874321
64.0,0.6373373409169459,1.0,1.0,0.9696969696969697,0.12349444105221147,0.011475617596874321
65.0,0.6334416358991161,1.0,1.0,0.9506084466714385,0.12349444105221147,0.011475617596874321
66.0,0.6264207310677219,1.0,1.0,0.9161105594938461,0.12349444105221147,0.011475617596874321
67.0,0.6217284409473642,1.0,1.0,0.8929178871015963,0.12349444105221147,0.011475617596874321
68.0,0.6186002475337928,1.0,1.0,0.8774561055067639,0.12349444105221147,0.011475617596874321
69.0,0.6138900933647538,1.0,1.0,0.865704461236584,0.10896568328136305,0.0076504117312495455
70.0,0.6091617999627149,1.0,1.0,0.8498199757093071,0.10170130439593882,0.0038252058656247723
71.0,0.6004594885346766,1.0,1.0,0.8135717302999055,0.08717254662509044,0.0038252058656247723
72.0,0.5988751627074085,1.0,1.0,0.8054764892023939,0.08717254662509044,0.0038252058656247723
73.0,0.5925041503381805,1.0,1.0,0.7765619485643593,0.07990816773966625,0.0038252058656247723
74.0,0.5893100578835272,1.0,1.0,0.7598616916059855,0.07990816773966625,0.0038252058656247723
75.0,0.585301145925136,1.0,1.0,0.7386365046896173,0.07990816773966625,0.0038252058656247723
76.0,0.5788868867917096,1.0,1.0,0.7046762056234283,0.07990816773966625,0.0038252058656247723
77.0,0.5724458644073788,1.0,1.0,0.6744140372837718,0.07264378885424205,0.0038252058656247723
