times,population,R0,R1,R2,R3,R4,R5,R6
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965217391304348,0.9775280898876406,1.0,1.0,0.9868421052631576,1.0,1.0,1.0
6.0,0.9930434782608696,0.9775280898876406,1.0,1.0,0.9868421052631576,1.0,1.0,0.9909090909090903
7.0,0.9860869565217385,0.9325842696629218,1.0,1.0,0.9736842105263163,1.0,0.9932885906040264,0.9909090909090903
8.0,0.9843478260869565,0.9213483146067419,1.0,1.0,0.9736842105263163,0.9855072463768115,0.9865771812080534,0.9909090909090903
9.0,0.982608695652174,0.9101123595505624,1.0,1.0,0.9736842105263163,0.9855072463768115,0.9865771812080534,0.9909090909090903
10.0,0.9773913043478256,0.8764044943820226,1.0,1.0,0.9736842105263163,0.9710144927536226,0.9798657718120803,0.9909090909090903
11.0,0.9739130434782604,0.8651685393258431,1.0,1.0,0.9736842105263163,0.9565217391304341,0.9731543624161071,0.9818181818181817
12.0,0.9704347826086953,0.8426966292134831,1.0,1.0,0.9736842105263163,0.9565217391304341,0.9731543624161071,0.9818181818181817
14.0,0.9634782608695651,0.808988764044944,1.0,1.0,0.9736842105263163,0.9565217391304341,0.9664429530201343,0.9818181818181817
15.0,0.9599999999999994,0.7977528089887642,1.0,1.0,0.9736842105263163,0.9565217391304341,0.9597315436241607,0.972727272727272
18.0,0.9582608695652175,0.7865168539325847,1.0,1.0,0.9736842105263163,0.9420289855072458,0.9597315436241607,0.972727272727272
19.0,0.9547826086956518,0.764044943820225,1.0,1.0,0.9736842105263163,0.9420289855072458,0.9597315436241607,0.972727272727272
20.0,0.9530434782608697,0.7528089887640448,1.0,1.0,0.9736842105263163,0.9420289855072458,0.953020134228188,0.972727272727272
21.0,0.9495652173913042,0.7303370786516853,1.0,1.0,0.9736842105263163,0.9420289855072458,0.9463087248322148,0.972727272727272
22.0,0.9460869565217386,0.7078651685393259,1.0,1.0,0.9605263157894736,0.9420289855072458,0.9463087248322148,0.972727272727272
23.0,0.9373913043478262,0.662921348314607,1.0,1.0,0.9605263157894736,0.9130434782608692,0.9194630872483223,0.9636363636363631
24.0,0.9339130434782609,0.6516853932584269,1.0,1.0,0.9605263157894736,0.9130434782608692,0.9194630872483223,0.9636363636363631
25.0,0.932173913043478,0.6404494382022474,1.0,1.0,0.9605263157894736,0.898550724637681,0.9127516778523492,0.9636363636363631
26.0,0.9252173913043478,0.5955056179775283,1.0,1.0,0.9605263157894736,0.898550724637681,0.8926174496644295,0.9636363636363631
28.0,0.923478260869565,0.5842696629213485,1.0,1.0,0.9605263157894736,0.898550724637681,0.8859060402684561,0.9636363636363631
29.0,0.9217391304347823,0.5730337078651686,1.0,1.0,0.9605263157894736,0.8840579710144926,0.8859060402684561,0.9636363636363631
30.0,0.9182608695652171,0.550561797752809,1.0,1.0,0.9605263157894736,0.8840579710144926,0.8791946308724828,0.9636363636363631
31.0,0.9147826086956522,0.5280898876404495,1.0,1.0,0.9605263157894736,0.8695652173913039,0.8724832214765098,0.9636363636363631
32.0,0.9113043478260866,0.5056179775280899,1.0,1.0,0.9605263157894736,0.8695652173913039,0.8657718120805368,0.9636363636363631
