times,population,R0,R1,R2,R3,R4,R5,R6
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965217391304348,0.982608695652174,1.0,1.0,0.9915254237288134,1.0,1.0,1.0
6.0,0.9930434782608696,0.9652173913043475,1.0,1.0,0.9915254237288134,0.986206896551724,1.0,1.0
7.0,0.9860869565217385,0.9304347826086952,1.0,1.0,0.9745762711864404,0.986206896551724,0.9932885906040264,1.0
8.0,0.9843478260869565,0.9217391304347823,1.0,0.9855072463768115,0.9745762711864404,0.986206896551724,0.9865771812080534,1.0
9.0,0.982608695652174,0.9130434782608692,1.0,0.9855072463768115,0.9745762711864404,0.986206896551724,0.9865771812080534,1.0
10.0,0.9773913043478256,0.88695652173913,1.0,0.9710144927536226,0.9745762711864404,0.986206896551724,0.9798657718120803,1.0
11.0,0.9739130434782604,0.8695652173913047,1.0,0.9565217391304341,0.9745762711864404,0.9793103448275865,0.9731543624161071,1.0
12.0,0.9704347826086953,0.8521739130434784,1.0,0.9565217391304341,0.9745762711864404,0.9793103448275865,0.9731543624161071,1.0
14.0,0.9634782608695651,0.8173913043478259,1.0,0.9565217391304341,0.9661016949152541,0.9724137931034487,0.9664429530201343,1.0
15.0,0.9599999999999994,0.8,1.0,0.9565217391304341,0.9491525423728807,0.9655172413793102,0.9597315436241607,1.0
18.0,0.9582608695652175,0.7913043478260866,1.0,0.9420289855072458,0.9491525423728807,0.9655172413793102,0.9597315436241607,1.0
19.0,0.9547826086956518,0.7739130434782606,1.0,0.9420289855072458,0.9406779661016944,0.9655172413793102,0.9597315436241607,1.0
20.0,0.9530434782608697,0.7652173913043481,1.0,0.9420289855072458,0.9322033898305084,0.9655172413793102,0.953020134228188,1.0
21.0,0.9495652173913042,0.7478260869565213,1.0,0.9420289855072458,0.9237288135593215,0.9655172413793102,0.9463087248322148,1.0
22.0,0.9460869565217386,0.7304347826086954,1.0,0.9420289855072458,0.9152542372881355,0.9655172413793102,0.9463087248322148,1.0
23.0,0.9373913043478262,0.6869565217391304,1.0,0.9130434782608692,0.9067796610169485,0.9586206896551723,0.9194630872483223,1.0
24.0,0.9339130434782609,0.6695652173913045,1.0,0.9130434782608692,0.9067796610169485,0.951724137931035,0.9194630872483223,1.0
25.0,0.932173913043478,0.6608695652173913,1.0,0.898550724637681,0.9067796610169485,0.951724137931035,0.9127516778523492,1.0
26.0,0.9252173913043478,0.6260869565217391,1.0,0.898550724637681,0.8898305084745757,0.951724137931035,0.8926174496644295,1.0
28.0,0.923478260869565,0.6173913043478261,1.0,0.898550724637681,0.8813559322033894,0.951724137931035,0.8859060402684561,1.0
29.0,0.9217391304347823,0.6086956521739132,1.0,0.8840579710144926,0.8813559322033894,0.951724137931035,0.8859060402684561,1.0
30.0,0.9182608695652171,0.5913043478260871,1.0,0.8840579710144926,0.8728813559322032,0.951724137931035,0.8791946308724828,1.0
31.0,0.9147826086956522,0.5739130434782606,1.0,0.8695652173913039,0.8728813559322032,0.951724137931035,0.8724832214765098,1.0
32.0,0.9113043478260866,0.5565217391304346,1.0,0.8695652173913039,0.8644067796610163,0.951724137931035,0.8657718120805368,1.0
33.0,0.9095652173913045,0.5478260869565216,1.0,0.8695652173913039,0.8644067796610163,0.951724137931035,0.8657718120805368,1.0
34.0,0.9078260869565219,0.5391304347826087,1.0,0.8695652173913039,0.8644067796610163,0.951724137931035,0.8657718120805368,1.0
35.0,0.9026086956521735,0.5130434782608696,1.0,0.8695652173913039,0.8559322033898304,0.9448275862068969,0.8590604026845635,1.0
