times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125.0,0.9948979591836739,0.9827586206896555,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0,1.0,1.0,1.0,1.0
269.0,0.9897959183673475,0.9827586206896555,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0,1.0,1.0,1.0,0.9892473118279568
289.0,0.9846938775510209,0.9827586206896555,1.0,1.0,1.0,1.0,0.9523809523809522,1.0,1.0,1.0,1.0,1.0,0.9784946236559133
394.0,0.9795918367346942,0.9827586206896555,1.0,1.0,0.9545454545454544,1.0,0.9523809523809522,0.956521739130435,0.967741935483871,1.0,1.0,1.0,0.9677419354838706
404.0,0.9744897959183678,0.9827586206896555,1.0,1.0,0.9545454545454544,1.0,0.9523809523809522,0.9130434782608696,0.967741935483871,1.0,0.9600000000000003,1.0,0.9569892473118274
421.0,0.9693877551020412,0.9827586206896555,1.0,1.0,0.9090909090909087,1.0,0.9523809523809522,0.8695652173913042,0.935483870967742,1.0,0.9600000000000003,1.0,0.946236559139785
434.0,0.9642857142857149,0.9827586206896555,1.0,1.0,0.9090909090909087,0.9642857142857144,0.9523809523809522,0.826086956521739,0.935483870967742,1.0,0.9200000000000002,1.0,0.9354838709677415
524.0,0.9591836734693882,0.9827586206896555,1.0,1.0,0.8636363636363633,0.9642857142857144,0.9523809523809522,0.7826086956521738,0.935483870967742,1.0,0.9200000000000002,0.98,0.9247311827956982
528.0,0.9540816326530618,0.9827586206896555,1.0,1.0,0.8636363636363633,0.9642857142857144,0.9523809523809522,0.7826086956521738,0.935483870967742,1.0,0.9200000000000002,0.9600000000000003,0.9139784946236558
530.0,0.9489795918367355,0.9827586206896555,1.0,1.0,0.8636363636363633,0.9642857142857144,0.9523809523809522,0.7826086956521738,0.935483870967742,1.0,0.9200000000000002,0.9600000000000003,0.9032258064516123
649.0,0.9438775510204082,0.9827586206896555,1.0,1.0,0.8181818181818179,0.9285714285714287,0.9523809523809522,0.7826086956521738,0.9032258064516128,1.0,0.9200000000000002,0.9600000000000003,0.8924731182795699
690.0,0.9387755102040822,0.9827586206896555,1.0,1.0,0.8181818181818179,0.8928571428571428,0.9523809523809522,0.7826086956521738,0.9032258064516128,1.0,0.9200000000000002,0.9600000000000003,0.8924731182795699
723.0,0.9336734693877559,0.9827586206896555,1.0,1.0,0.8181818181818179,0.8571428571428573,0.9523809523809522,0.7826086956521738,0.8709677419354839,1.0,0.9200000000000002,0.9600000000000003,0.8924731182795699
730.0,0.9285714285714287,0.9827586206896555,1.0,1.0,0.8181818181818179,0.8571428571428573,0.9523809523809522,0.7826086956521738,0.8709677419354839,1.0,0.9200000000000002,0.9600000000000003,0.8817204301075268
794.0,0.9234693877551027,0.9827586206896555,1.0,1.0,0.7727272727272726,0.8214285714285715,0.9523809523809522,0.7826086956521738,0.8387096774193549,1.0,0.8800000000000003,0.9600000000000003,0.8709677419354839
796.0,0.918367346938776,0.9655172413793109,1.0,0.9655172413793102,0.7727272727272726,0.8214285714285715,0.9523809523809522,0.7391304347826088,0.8064516129032256,1.0,0.8800000000000003,0.9600000000000003,0.8709677419354839
803.0,0.9132653061224493,0.9655172413793109,1.0,0.9655172413793102,0.7727272727272726,0.7857142857142859,0.9523809523809522,0.6956521739130435,0.8064516129032256,1.0,0.8800000000000003,0.9600000000000003,0.8602150537634402
805.0,0.9081632653061227,0.9655172413793109,1.0,0.9655172413793102,0.7727272727272726,0.7500000000000001,0.9523809523809522,0.6956521739130435,0.8064516129032256,1.0,0.8400000000000002,0.9600000000000003,0.8494623655913975
880.0,0.903061224489796,0.948275862068966,1.0,0.9655172413793102,0.7727272727272726,0.7500000000000001,0.9523809523809522,0.6956521739130435,0.8064516129032256,1.0,0.8400000000000002,0.9600000000000003,0.8494623655913975
910.0,0.8979591836734694,0.948275862068966,1.0,0.9655172413793102,0.7727272727272726,0.7142857142857143,0.9523809523809522,0.6521739130434783,0.7741935483870969,1.0,0.8400000000000002,0.9600000000000003,0.8494623655913975
958.0,0.8979591836734694,0.948275862068966,1.0,0.9655172413793102,0.7727272727272726,0.7142857142857143,0.9523809523809522,0.6521739130434783,0.7741935483870969,1.0,0.8400000000000002,0.9600000000000003,0.8494623655913975
994.0,0.8928279883381921,0.948275862068966,1.0,0.9655172413793102,0.7727272727272726,0.6785714285714285,0.9523809523809522,0.6521739130434783,0.7741935483870969,1.0,0.8400000000000002,0.9600000000000003,0.8385718224427902
1023.0,0.8876967930029154,0.948275862068966,1.0,0.9655172413793102,0.7727272727272726,0.6785714285714285,0.9523809523809522,0.6521739130434783,0.7741935483870969,1.0,0.8400000000000002,0.9600000000000003,0.8276812792941822
1104.0,0.8876967930029154,0.948275862068966,1.0,0.9655172413793102,0.7727272727272726,0.6785714285714285,0.9523809523809522,0.6521739130434783,0.7741935483870969,1.0,0.8400000000000002,0.9600000000000003,0.8276812792941822
1112.0,0.88253576513662,0.948275862068966,1.0,0.9655172413793102,0.7272727272727271,0.6785714285714285,0.9523809523809522,0.6521739130434783,0.7419354838709677,1.0,0.8,0.9600000000000003,0.8167907361455744
1136.0,0.8773747372703239,0.948275862068966,1.0,0.9655172413793102,0.7272727272727271,0.6428571428571428,0.9523809523809522,0.6521739130434783,0.7419354838709677,1.0,0.8,0.9600000000000003,0.8059001929969674
1171.0,0.8722137094040276,0.948275862068966,1.0,0.9655172413793102,0.7272727272727271,0.6428571428571428,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.76,0.9600000000000003,0.7950096498483592
1206.0,0.8670526815377314,0.948275862068966,1.0,0.9655172413793102,0.7272727272727271,0.6428571428571428,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.72,0.9600000000000003,0.7841191066997516
1215.0,0.8670526815377314,0.948275862068966,1.0,0.9655172413793102,0.7272727272727271,0.6428571428571428,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.72,0.9600000000000003,0.7841191066997516
1233.0,0.8618607493129546,0.948275862068966,1.0,0.9655172413793102,0.6818181818181817,0.6428571428571428,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.6800000000000002,0.9600000000000003,0.773228563551144
1259.0,0.8566688170881772,0.948275862068966,1.0,0.9655172413793102,0.6818181818181817,0.6071428571428573,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.64,0.9600000000000003,0.7623380204025366
1290.0,0.8566688170881772,0.948275862068966,1.0,0.9655172413793102,0.6818181818181817,0.6071428571428573,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.64,0.9600000000000003,0.7623380204025366
1554.0,0.8566688170881772,0.948275862068966,1.0,0.9655172413793102,0.6818181818181817,0.6071428571428573,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.64,0.9600000000000003,0.7623380204025366
1591.0,0.8566688170881772,0.948275862068966,1.0,0.9655172413793102,0.6818181818181817,0.6071428571428573,0.9523809523809522,0.6521739130434783,0.7419354838709677,0.982142857142857,0.64,0.9600000000000003,0.7623380204025366
