times,population,R0,R1,R2,R3,R4,R5,R6
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,0.9896373056994818,1.0,0.9767441860465118,1.0,0.9696969696969697,0.9600000000000003,1.0,1.0
15.0,0.9844559585492227,1.0,0.9534883720930234,1.0,0.9545454545454548,0.9200000000000002,1.0,1.0
38.0,0.9792746113989639,1.0,0.9302325581395349,1.0,0.9545454545454548,0.9200000000000002,1.0,1.0
74.0,0.9740932642487047,1.0,0.9302325581395349,0.95,0.9393939393939399,0.8800000000000003,1.0,1.0
81.0,0.9689119170984457,1.0,0.9302325581395349,0.95,0.9242424242424246,0.8800000000000003,1.0,1.0
89.0,0.9637305699481868,1.0,0.9069767441860465,0.95,0.9090909090909092,0.8800000000000003,1.0,1.0
90.0,0.9637305699481868,1.0,0.9069767441860465,0.95,0.9090909090909092,0.8800000000000003,1.0,1.0
94.0,0.9585212155160352,1.0,0.883720930232558,0.9,0.9090909090909092,0.8800000000000003,1.0,1.0
99.0,0.94810250665173,1.0,0.8604651162790697,0.9,0.9090909090909092,0.8800000000000003,1.0,0.9841269841269844
105.0,0.9428931522195781,1.0,0.8372093023255813,0.9,0.9090909090909092,0.8800000000000003,1.0,0.9841269841269844
107.0,0.9376837977874255,1.0,0.8139534883720929,0.9,0.8939393939393945,0.8800000000000003,1.0,0.9841269841269844
112.0,0.9220557344909681,1.0,0.7674418604651163,0.8500000000000002,0.8787878787878789,0.8400000000000002,1.0,0.9841269841269844
127.0,0.9168463800588157,0.95,0.7674418604651163,0.8,0.8787878787878789,0.8400000000000002,1.0,0.9682539682539685
128.0,0.911637025626664,0.95,0.7441860465116279,0.8,0.8787878787878789,0.8400000000000002,1.0,0.9682539682539685
130.0,0.9064276711945114,0.95,0.7209302325581396,0.8,0.8636363636363641,0.8400000000000002,1.0,0.9682539682539685
134.0,0.9012183167623592,0.95,0.6976744186046513,0.8,0.8636363636363641,0.8400000000000002,1.0,0.9682539682539685
144.0,0.8960089623302063,0.95,0.6976744186046513,0.8,0.8484848484848492,0.8400000000000002,1.0,0.9682539682539685
147.0,0.8855902534659021,0.9,0.6511627906976744,0.7500000000000001,0.8333333333333338,0.8,1.0,0.9682539682539685
154.0,0.8803808990337495,0.9,0.6511627906976744,0.7500000000000001,0.8181818181818186,0.8,0.9642857142857144,0.9682539682539685
159.0,0.875171544601597,0.8500000000000002,0.6511627906976744,0.7500000000000001,0.8030303030303034,0.8,0.9642857142857144,0.9682539682539685
162.0,0.869962190169445,0.8500000000000002,0.6511627906976744,0.7500000000000001,0.8030303030303034,0.8,0.9642857142857144,0.9682539682539685
167.0,0.8647528357372928,0.8500000000000002,0.6511627906976744,0.7500000000000001,0.8030303030303034,0.8,0.9642857142857144,0.9682539682539685
170.0,0.8595434813051397,0.8500000000000002,0.627906976744186,0.7500000000000001,0.8030303030303034,0.8,0.9642857142857144,0.9682539682539685
172.0,0.8543341268729879,0.8500000000000002,0.6046511627906977,0.7500000000000001,0.7878787878787883,0.8,0.9642857142857144,0.9682539682539685
173.0,0.8439154180086825,0.8,0.5813953488372092,0.7,0.7575757575757578,0.76,0.9642857142857144,0.9682539682539685
174.0,0.8387060635765307,0.8,0.5813953488372092,0.6500000000000001,0.7424242424242425,0.72,0.9642857142857144,0.9682539682539685
177.0,0.8334967091443779,0.8,0.5813953488372092,0.6500000000000001,0.7272727272727277,0.72,0.9642857142857144,0.9682539682539685
182.0,0.8334967091443779,0.8,0.5813953488372092,0.6500000000000001,0.7272727272727277,0.72,0.9642857142857144,0.9682539682539685
184.0,0.8282545914768032,0.8,0.558139534883721,0.6500000000000001,0.7272727272727277,0.72,0.9642857142857144,0.9682539682539685
191.0,0.8230124738092283,0.8,0.558139534883721,0.6500000000000001,0.7121212121212123,0.72,0.9642857142857144,0.9682539682539685
192.0,0.8177703561416538,0.8,0.558139534883721,0.6000000000000001,0.7121212121212123,0.6776470588235293,0.9642857142857144,0.9523809523809522
205.0,0.8125282384740793,0.8,0.558139534883721,0.6000000000000001,0.7121212121212123,0.6776470588235293,0.9285714285714287,0.9523809523809522
208.0,0.8072861208065047,0.7500000000000001,0.558139534883721,0.6000000000000001,0.6969696969696972,0.6776470588235293,0.9285714285714287,0.9523809523809522
209.0,0.8020440031389295,0.7,0.558139534883721,0.5500000000000002,0.681818181818182,0.6352941176470588,0.9285714285714287,0.9523809523809522
213.0,0.7968018854713551,0.7,0.558139534883721,0.5500000000000002,0.681818181818182,0.6352941176470588,0.8928571428571428,0.9365079365079368
216.0,0.7915597678037802,0.7,0.558139534883721,0.5500000000000002,0.681818181818182,0.6352941176470588,0.8928571428571428,0.9206349206349205
219.0,0.7810755324686309,0.6500000000000001,0.5348837209302326,0.5000000000000002,0.6666666666666669,0.5929411764705881,0.8928571428571428,0.904761904761905
222.0,0.7758334148010559,0.6500000000000001,0.5348837209302326,0.5000000000000002,0.6666666666666669,0.5929411764705881,0.8928571428571428,0.8888888888888894
228.0,0.7705912971334813,0.6500000000000001,0.5348837209302326,0.5000000000000002,0.6515151515151517,0.5929411764705881,0.8928571428571428,0.8888888888888894
230.0,0.7653491794659067,0.6500000000000001,0.5348837209302326,0.5000000000000002,0.6363636363636367,0.5929411764705881,0.8928571428571428,0.8888888888888894
235.0,0.7601070617983319,0.6500000000000001,0.5348837209302326,0.5000000000000002,0.6363636363636367,0.5929411764705881,0.8928571428571428,0.8888888888888894
238.0,0.7548649441307574,0.6500000000000001,0.5116279069767443,0.5000000000000002,0.6363636363636367,0.5929411764705881,0.8928571428571428,0.8888888888888894
243.0,0.7496228264631825,0.6500000000000001,0.5116279069767443,0.5000000000000002,0.6212121212121215,0.5929411764705881,0.8928571428571428,0.8888888888888894
245.0,0.744380708795608,0.6000000000000001,0.5116279069767443,0.5000000000000002,0.6060606060606063,0.5505882352941176,0.8928571428571428,0.8888888888888894
254.0,0.7391385911280334,0.6000000000000001,0.5116279069767443,0.5000000000000002,0.590909090909091,0.5505882352941176,0.8928571428571428,0.8888888888888894
255.0,0.7338964734604583,0.5500000000000002,0.48837209302325585,0.4500000000000001,0.590909090909091,0.5505882352941176,0.8928571428571428,0.8888888888888894
256.0,0.7286543557928836,0.5000000000000002,0.4651162790697674,0.4500000000000001,0.5757575757575759,0.508235294117647,0.8928571428571428,0.8888888888888894
262.0,0.7234122381253094,0.5000000000000002,0.4651162790697674,0.4500000000000001,0.5757575757575759,0.508235294117647,0.8928571428571428,0.8730158730158734
264.0,0.7181701204577345,0.4500000000000001,0.441860465116279,0.4500000000000001,0.5606060606060608,0.46588235294117647,0.8928571428571428,0.8730158730158734
270.0,0.71292800279016,0.4500000000000001,0.441860465116279,0.4500000000000001,0.5606060606060608,0.46588235294117647,0.8928571428571428,0.8730158730158734
273.0,0.7076858851225851,0.39999999999999997,0.441860465116279,0.4500000000000001,0.5606060606060608,0.42352941176470593,0.8928571428571428,0.8730158730158734
274.0,0.7024437674550101,0.35000000000000003,0.41860465116279066,0.39999999999999997,0.5606060606060608,0.38117647058823534,0.8928571428571428,0.8730158730158734
275.0,0.6972016497874356,0.35000000000000003,0.39534883720930236,0.39999999999999997,0.5606060606060608,0.38117647058823534,0.8928571428571428,0.8730158730158734
276.0,0.6972016497874356,0.35000000000000003,0.39534883720930236,0.39999999999999997,0.5606060606060608,0.38117647058823534,0.8928571428571428,0.8730158730158734
279.0,0.68663798842702,0.35000000000000003,0.39534883720930236,0.39999999999999997,0.5454545454545456,0.33882352941176463,0.8928571428571428,0.8571428571428573
291.0,0.6813561577468121,0.35000000000000003,0.37063953488372103,0.39999999999999997,0.5454545454545456,0.33882352941176463,0.8928571428571428,0.8571428571428573
293.0,0.6760743270666042,0.35000000000000003,0.37063953488372103,0.39999999999999997,0.5454545454545456,0.33882352941176463,0.8928571428571428,0.8412698412698415
296.0,0.6707924963863965,0.35000000000000003,0.37063953488372103,0.39999999999999997,0.5454545454545456,0.33882352941176463,0.8928571428571428,0.8253968253968257
301.0,0.6655106657061887,0.35000000000000003,0.37063953488372103,0.39999999999999997,0.5303030303030304,0.33882352941176463,0.8928571428571428,0.8253968253968257
