times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125.0,0.9948979591836739,1.0,0.9827586206896555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269.0,0.9897959183673475,0.962962962962963,0.9827586206896555,0.9523809523809522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289.0,0.9846938775510209,0.962962962962963,0.9827586206896555,0.9523809523809522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
394.0,0.9795918367346942,0.962962962962963,0.9827586206896555,0.9523809523809522,1.0,1.0,1.0,1.0,1.0,0.962962962962963,1.0,1.0,1.0,1.0,0.9843750000000002
404.0,0.9744897959183678,0.9259259259259257,0.9827586206896555,0.9047619047619045,1.0,1.0,1.0,1.0,1.0,0.962962962962963,1.0,1.0,1.0,1.0,0.9843750000000002
421.0,0.9693877551020412,0.888888888888889,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,1.0,1.0,0.962962962962963,1.0,1.0,1.0,1.0,0.9687500000000004
434.0,0.9642857142857149,0.888888888888889,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,1.0,1.0,0.962962962962963,1.0,1.0,1.0,1.0,0.9531250000000004
524.0,0.9591836734693882,0.888888888888889,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,1.0,1.0,0.9259259259259257,1.0,1.0,1.0,1.0,0.9375000000000001
528.0,0.9540816326530618,0.8518518518518517,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,1.0,1.0,0.9259259259259257,1.0,1.0,1.0,1.0,0.9218750000000006
530.0,0.9489795918367355,0.8518518518518517,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,1.0,1.0,0.9259259259259257,1.0,1.0,1.0,1.0,0.9062500000000001
649.0,0.9438775510204082,0.8518518518518517,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,0.967741935483871,1.0,0.888888888888889,0.9782608695652172,1.0,1.0,1.0,0.8906250000000004
690.0,0.9387755102040822,0.8518518518518517,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,0.967741935483871,1.0,0.888888888888889,0.9782608695652172,1.0,1.0,1.0,0.8750000000000007
723.0,0.9336734693877559,0.8518518518518517,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,0.967741935483871,1.0,0.8518518518518517,0.9782608695652172,1.0,1.0,1.0,0.8593750000000006
730.0,0.9285714285714287,0.8518518518518517,0.9827586206896555,0.857142857142857,1.0,1.0,1.0,0.967741935483871,1.0,0.8518518518518517,0.9782608695652172,1.0,1.0,1.0,0.8593750000000006
794.0,0.9234693877551027,0.8518518518518517,0.9827586206896555,0.8095238095238095,1.0,1.0,1.0,0.935483870967742,1.0,0.814814814814815,0.9782608695652172,1.0,1.0,1.0,0.8437500000000004
796.0,0.918367346938776,0.8518518518518517,0.9655172413793109,0.7619047619047619,1.0,1.0,1.0,0.935483870967742,1.0,0.814814814814815,0.9782608695652172,1.0,1.0,0.9736842105263158,0.8437500000000004
803.0,0.9132653061224493,0.814814814814815,0.9655172413793109,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7777777777777778,0.9782608695652172,1.0,1.0,0.9736842105263158,0.8281250000000004
805.0,0.9081632653061227,0.7777777777777778,0.9655172413793109,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7777777777777778,0.9782608695652172,1.0,1.0,0.9736842105263158,0.8125000000000004
880.0,0.903061224489796,0.7407407407407406,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7407407407407406,0.9782608695652172,1.0,1.0,0.9736842105263158,0.8125000000000004
910.0,0.8979591836734694,0.7407407407407406,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7407407407407406,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7968750000000002
958.0,0.8979591836734694,0.7407407407407406,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7407407407407406,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7968750000000002
994.0,0.8928279883381921,0.7037037037037035,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7407407407407406,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7812500000000002
1023.0,0.8876967930029154,0.7037037037037035,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7407407407407406,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7812500000000002
1104.0,0.8876967930029154,0.7037037037037035,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7407407407407406,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7812500000000002
1112.0,0.88253576513662,0.7037037037037035,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.7037037037037035,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7656250000000001
1136.0,0.8773747372703239,0.7037037037037035,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6666666666666665,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7500000000000004
1171.0,0.8722137094040276,0.6666666666666665,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6666666666666665,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7343750000000001
1206.0,0.8670526815377314,0.6666666666666665,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7187500000000003
1215.0,0.8670526815377314,0.6666666666666665,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7187500000000003
1233.0,0.8618607493129546,0.6666666666666665,0.948275862068966,0.7619047619047619,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9782608695652172,1.0,1.0,0.9736842105263158,0.7031250000000001
1259.0,0.8566688170881772,0.6296296296296297,0.948275862068966,0.7142857142857143,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9549689440993787,0.9705882352941175,1.0,0.9736842105263158,0.6875000000000001
1290.0,0.8566688170881772,0.6296296296296297,0.948275862068966,0.7142857142857143,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9549689440993787,0.9705882352941175,1.0,0.9736842105263158,0.6875000000000001
1554.0,0.8566688170881772,0.6296296296296297,0.948275862068966,0.7142857142857143,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9549689440993787,0.9705882352941175,1.0,0.9736842105263158,0.6875000000000001
1591.0,0.8566688170881772,0.6296296296296297,0.948275862068966,0.7142857142857143,1.0,0.9767441860465118,1.0,0.935483870967742,1.0,0.6296296296296297,0.9549689440993787,0.9705882352941175,1.0,0.9736842105263158,0.6875000000000001
