times,population,R0,R1,R2,R3,R4
0.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,0.9940476190476195,1.0,1.0,1.0,0.9642857142857144,1.0
11.0,0.9880952380952387,1.0,0.956521739130435,0.956521739130435,0.9642857142857144,1.0
12.0,0.982142857142857,0.9473684210526316,0.9130434782608696,0.9130434782608696,0.9642857142857144,1.0
13.0,0.9761904761904767,0.9473684210526316,0.8695652173913042,0.8695652173913042,0.9642857142857144,1.0
15.0,0.9702380952380953,0.9473684210526316,0.8695652173913042,0.8695652173913042,0.9642857142857144,1.0
26.0,0.964285714285714,0.9473684210526316,0.826086956521739,0.826086956521739,0.9642857142857144,1.0
30.0,0.9583333333333336,0.8947368421052634,0.7826086956521738,0.7826086956521738,0.9642857142857144,1.0
31.0,0.9523809523809522,0.8947368421052634,0.7826086956521738,0.7391304347826088,0.9642857142857144,1.0
53.0,0.9404761904761907,0.8947368421052634,0.7391304347826088,0.7391304347826088,0.9642857142857144,1.0
54.0,0.9345238095238093,0.8421052631578948,0.6956521739130435,0.6956521739130435,0.9642857142857144,1.0
59.0,0.9285714285714287,0.7894736842105264,0.6956521739130435,0.6521739130434783,0.9642857142857144,1.0
60.0,0.9166666666666672,0.7894736842105264,0.6956521739130435,0.6521739130434783,0.9285714285714287,1.0
61.0,0.9107142857142857,0.7894736842105264,0.6956521739130435,0.6521739130434783,0.9285714285714287,1.0
62.0,0.904761904761905,0.7894736842105264,0.6956521739130435,0.6521739130434783,0.9285714285714287,0.9666666666666667
65.0,0.898809523809524,0.7368421052631579,0.6521739130434783,0.6521739130434783,0.9285714285714287,0.9666666666666667
79.0,0.8928571428571428,0.7368421052631579,0.6521739130434783,0.6521739130434783,0.8928571428571428,0.9333333333333331
81.0,0.8869047619047621,0.7368421052631579,0.6521739130434783,0.6521739130434783,0.8571428571428573,0.9333333333333331
88.0,0.8809523809523808,0.7368421052631579,0.6521739130434783,0.6521739130434783,0.8571428571428573,0.9333333333333331
92.0,0.8749999999999999,0.6842105263157896,0.6521739130434783,0.6521739130434783,0.8571428571428573,0.9333333333333331
93.0,0.8690476190476191,0.6315789473684212,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
95.0,0.8571428571428573,0.6315789473684212,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
105.0,0.8571428571428573,0.6315789473684212,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
107.0,0.8511488511488517,0.6315789473684212,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
110.0,0.8451548451548457,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
118.0,0.8391608391608393,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
135.0,0.8331668331668334,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
142.0,0.8271728271728279,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9333333333333331
145.0,0.8211788211788218,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9
147.0,0.8151848151848159,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9
153.0,0.8091908091908098,0.5789473684210528,0.608695652173913,0.608695652173913,0.8571428571428573,0.9
156.0,0.7972027972027976,0.5263157894736844,0.5652173913043478,0.608695652173913,0.8571428571428573,0.9
163.0,0.7792207792207795,0.473684210526316,0.5217391304347826,0.5652173913043478,0.8571428571428573,0.9
166.0,0.7732267732267736,0.473684210526316,0.47826086956521746,0.5652173913043478,0.8571428571428573,0.9
167.0,0.7672327672327675,0.473684210526316,0.47826086956521746,0.5652173913043478,0.8571428571428573,0.8666666666666667
170.0,0.7612387612387617,0.473684210526316,0.47826086956521746,0.5652173913043478,0.8571428571428573,0.8666666666666667
174.0,0.7612387612387617,0.473684210526316,0.47826086956521746,0.5652173913043478,0.8571428571428573,0.8666666666666667
175.0,0.7612387612387617,0.473684210526316,0.47826086956521746,0.5652173913043478,0.8571428571428573,0.8666666666666667
176.0,0.7551488511488513,0.473684210526316,0.47826086956521746,0.5217391304347826,0.8571428571428573,0.8666666666666667
177.0,0.7551488511488513,0.473684210526316,0.47826086956521746,0.5217391304347826,0.8571428571428573,0.8666666666666667
179.0,0.7490094295947961,0.473684210526316,0.47826086956521746,0.5217391304347826,0.8571428571428573,0.8666666666666667
