times,population,R0,R1
0.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0
29.0,1.0,1.0,1.0
42.0,1.0,1.0,1.0
46.0,1.0,1.0,1.0
57.0,1.0,1.0,1.0
63.0,1.0,1.0,1.0
65.0,1.0,1.0,1.0
67.0,1.0,1.0,1.0
71.0,1.0,1.0,1.0
72.0,0.998511904761905,0.9920634920634924,1.0
98.0,0.9970238095238094,0.9920634920634924,0.992805755395684
113.0,0.9955357142857146,0.9920634920634924,0.992805755395684
114.0,0.9955357142857146,0.9920634920634924,0.992805755395684
120.0,0.9940453913601373,0.9920634920634924,0.9856115107913673
148.0,0.9940453913601373,0.9920634920634924,0.9856115107913673
160.0,0.9925528307124493,0.9920634920634924,0.9784172661870509
168.0,0.9925528307124493,0.9920634920634924,0.9784172661870509
169.0,0.9910580222324609,0.9920634920634924,0.9784172661870509
171.0,0.9895632137524724,0.9920634920634924,0.9712230215827342
173.0,0.9880684052724833,0.9920634920634924,0.9712230215827342
175.0,0.9865735967924949,0.9920634920634924,0.9712230215827342
177.0,0.9835839798325179,0.9840629800307218,0.9568345323741009
180.0,0.9820868961493634,0.97599689003047,0.9496402877697842
181.0,0.980589812466209,0.97599689003047,0.9496402877697842
184.0,0.979092728783055,0.9679308000302178,0.9424460431654675
186.0,0.979092728783055,0.9679308000302178,0.9424460431654675
191.0,0.9775933524755772,0.9679308000302178,0.9424460431654675
195.0,0.9760939761680988,0.9679308000302178,0.9351964582180409
205.0,0.9745922931278407,0.9679308000302178,0.9351964582180409
213.0,0.9745922931278407,0.9679308000302178,0.9351964582180409
223.0,0.9730882926754835,0.9597969277610564,0.9351964582180409
227.0,0.9715842922231254,0.9516630554918947,0.9279468732706141
229.0,0.9715842922231254,0.9516630554918947,0.9279468732706141
233.0,0.9700779599871208,0.9435291832227329,0.9206972883231876
238.0,0.9685716277511154,0.9353953109535716,0.913447703375761
241.0,0.9670652955151108,0.9353953109535716,0.913447703375761
242.0,0.9655589632791058,0.9353953109535716,0.9061981184283348
247.0,0.964052631043101,0.9353953109535716,0.9061981184283348
249.0,0.9625462988070961,0.9272614386844102,0.9061981184283348
251.0,0.9610399665710914,0.9272614386844102,0.8989485334809079
272.0,0.9580273020990819,0.9272614386844102,0.8916989485334806
273.0,0.9580273020990819,0.9272614386844102,0.8916989485334806
275.0,0.9565185976863272,0.9191275664152488,0.8916989485334806
276.0,0.9565185976863272,0.9191275664152488,0.8916989485334806
281.0,0.9534964220222314,0.9191275664152488,0.8844493635860545
285.0,0.9504742463581364,0.9191275664152488,0.8771997786386279
286.0,0.9489631585260879,0.9109210702865413,0.8699501936912009
288.0,0.9474520706940404,0.9109210702865413,0.8699501936912009
293.0,0.945940982861992,0.9027145741578343,0.8627006087437745
296.0,0.945940982861992,0.9027145741578343,0.8627006087437745
305.0,0.9444274772894135,0.9027145741578343,0.8627006087437745
307.0,0.942913971716834,0.9027145741578343,0.855451023796348
308.0,0.9398869605716756,0.894432789073818,0.855451023796348
310.0,0.9398869605716756,0.894432789073818,0.855451023796348
316.0,0.938371013861076,0.894432789073818,0.8482014388489211
319.0,0.938371013861076,0.894432789073818,0.8482014388489211
322.0,0.938371013861076,0.894432789073818,0.8482014388489211
329.0,0.9368501532227268,0.894432789073818,0.8482014388489211
336.0,0.9353292925843784,0.8861510039898005,0.8482014388489211
338.0,0.9307667106693328,0.8861510039898005,0.8482014388489211
343.0,0.9292458500309845,0.8778692189057838,0.8482014388489211
344.0,0.9277249893926359,0.869587433821767,0.8482014388489211
348.0,0.9262041287542873,0.869587433821767,0.8482014388489211
350.0,0.9246832681159387,0.8613056487377502,0.8482014388489211
353.0,0.92316240747759,0.8613056487377502,0.8482014388489211
357.0,0.921641546839241,0.8613056487377502,0.8409518539014942
358.0,0.9201206862008932,0.8613056487377502,0.8337022689540677
359.0,0.9170789649241958,0.8530238636537336,0.8264526840066411
360.0,0.9155581042858468,0.8447420785697164,0.8192030990592145
368.0,0.9155581042858468,0.8447420785697164,0.8192030990592145
369.0,0.9140347130973512,0.8447420785697164,0.8192030990592145
370.0,0.9109879307203597,0.8364602934857001,0.8192030990592145
371.0,0.9094645395318646,0.8364602934857001,0.8192030990592145
372.0,0.907941148343369,0.8364602934857001,0.8192030990592145
374.0,0.9064177571548736,0.8364602934857001,0.8192030990592145
375.0,0.904894365966378,0.8281785084016834,0.8192030990592145
377.0,0.9033709747778824,0.8198967233176662,0.8119535141117873
379.0,0.9018475835893863,0.8116149382336497,0.8047039291643607
385.0,0.9003241924008912,0.8116149382336497,0.8047039291643607
392.0,0.898800801212395,0.8033331531496326,0.7974543442169345
394.0,0.8972774100238996,0.8033331531496326,0.7902047592695074
403.0,0.8957540188354041,0.7950513680656156,0.7829551743220811
410.0,0.8942306276469089,0.7950513680656156,0.775705589374654
415.0,0.8927072364584127,0.7950513680656156,0.775705589374654
417.0,0.8911838452699177,0.7867695829815988,0.775705589374654
420.0,0.8881370628929262,0.778487797897582,0.7684560044272274
424.0,0.8881370628929262,0.778487797897582,0.7684560044272274
426.0,0.8850850454946683,0.7702060128135655,0.7612064194798006
429.0,0.8850850454946683,0.7702060128135655,0.7612064194798006
432.0,0.8850850454946683,0.7702060128135655,0.7612064194798006
436.0,0.8835537564886221,0.7619242277295485,0.7612064194798006
438.0,0.882022467482576,0.7619242277295485,0.7612064194798006
446.0,0.8804911784765298,0.7536424426455314,0.7612064194798006
448.0,0.8789598894704838,0.7453606575615147,0.753956834532374
449.0,0.8774286004644376,0.7370788724774978,0.753956834532374
455.0,0.8758973114583911,0.7287970873934814,0.7467072495849476
456.0,0.8743660224523453,0.7287970873934814,0.7467072495849476
460.0,0.8728347334462992,0.7287970873934814,0.7394576646375205
461.0,0.8728347334462992,0.7287970873934814,0.7394576646375205
463.0,0.8728347334462992,0.7287970873934814,0.7394576646375205
465.0,0.8712980525775551,0.7287970873934814,0.7322080796900944
471.0,0.8697613717088121,0.720420109377464,0.7249584947426678
473.0,0.8682246908400688,0.720420109377464,0.7249584947426678
475.0,0.8666880099713253,0.720420109377464,0.7249584947426678
476.0,0.8636146482338378,0.720420109377464,0.7249584947426678
481.0,0.8620779673650942,0.720420109377464,0.7249584947426678
486.0,0.8605412864963509,0.720420109377464,0.7249584947426678
488.0,0.8605412864963509,0.720420109377464,0.7249584947426678
490.0,0.8590018566457311,0.720420109377464,0.7177089097952407
491.0,0.8543835670938724,0.720420109377464,0.7104593248478144
495.0,0.852844137243253,0.720420109377464,0.7104593248478144
498.0,0.8513047073926334,0.720420109377464,0.7104593248478144
500.0,0.8497652775420135,0.720420109377464,0.7032097399003875
502.0,0.8482258476913944,0.7119445786789054,0.7032097399003875
503.0,0.8466864178407743,0.7034690479803474,0.7032097399003875
504.0,0.8451469879901549,0.7034690479803474,0.7032097399003875
515.0,0.8436075581395357,0.6949935172817889,0.6959601549529607
