times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,1.0,0.9696969696969697,0.975,1.0,1.0,0.9714285714285718
5.0,0.9930413873506263,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,1.0,0.9696969696969697,0.975,1.0,1.0,0.9714285714285718
6.0,0.989377027987709,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,1.0,0.9696969696969697,0.975,1.0,1.0,0.9714285714285718
7.0,0.9856007797892833,1.0,0.9670329670329668,1.0,1.0,1.0,0.9777777777777777,1.0,0.9324009324009321,0.9454545454545454,0.972972972972973,1.0,0.9400921658986179
8.0,0.9816265830965845,0.9696969696969697,0.9670329670329668,0.9696969696969697,0.9666666666666667,1.0,0.9777777777777777,1.0,0.8900190718372533,0.9139393939393939,0.972972972972973,0.9666666666666667,0.9400921658986179
9.0,0.9816265830965845,0.9696969696969697,0.9670329670329668,0.9696969696969697,0.9666666666666667,1.0,0.9777777777777777,1.0,0.8900190718372533,0.9139393939393939,0.972972972972973,0.9666666666666667,0.9400921658986179
10.0,0.9771646440825088,0.9337822671156005,0.9460105112279021,0.9337822671156005,0.9263888888888888,1.0,0.9506172839506172,1.0,0.8900190718372533,0.9139393939393939,0.9382239382239383,0.9263888888888888,0.9065174456879531
11.0,0.9725335320252454,0.8931830381105745,0.924510272336359,0.8931830381105745,0.882275132275132,1.0,0.9226579520697166,1.0,0.8900190718372533,0.8758585858585857,0.902138402138402,0.882275132275132,0.8729427254772882
12.0,0.9725335320252454,0.8931830381105745,0.924510272336359,0.8931830381105745,0.882275132275132,1.0,0.9226579520697166,1.0,0.8900190718372533,0.8758585858585857,0.902138402138402,0.882275132275132,0.8729427254772882
13.0,0.9673048571218831,0.8931830381105745,0.924510272336359,0.8931830381105745,0.882275132275132,0.9868421052631576,0.9226579520697166,1.0,0.8900190718372533,0.8758585858585857,0.902138402138402,0.882275132275132,0.8729427254772882
14.0,0.9560571262251175,0.8931830381105745,0.9008048807379908,0.8931830381105745,0.882275132275132,0.9868421052631576,0.8919026870007261,1.0,0.8900190718372533,0.8758585858585857,0.8645493020493018,0.882275132275132,0.8365701119157344
15.0,0.9560571262251175,0.8931830381105745,0.9008048807379908,0.8931830381105745,0.882275132275132,0.9868421052631576,0.8919026870007261,1.0,0.8900190718372533,0.8758585858585857,0.8645493020493018,0.882275132275132,0.8365701119157344
16.0,0.9427785550275465,0.8336375022365361,0.846210645541749,0.8336375022365361,0.8192554799697657,0.9868421052631576,0.8175774630839989,1.0,0.8900190718372533,0.827199775533109,0.7780943718443716,0.8192554799697657,0.7947416063199476
17.0,0.9356899944634294,0.8336375022365361,0.8170309681092747,0.8336375022365361,0.8192554799697657,0.9868421052631576,0.7786452029371417,1.0,0.8900190718372533,0.827199775533109,0.7323241146770555,0.8192554799697657,0.7479921000658329
18.0,0.9204755230087401,0.7502737520128825,0.7878512906768007,0.7502737520128825,0.7282270933064581,0.9868421052631576,0.7397129427902845,1.0,0.8900190718372533,0.827199775533109,0.7323241146770555,0.7282270933064581,0.7012425938117185
19.0,0.9204755230087401,0.7502737520128825,0.7878512906768007,0.7502737520128825,0.7282270933064581,0.9868421052631576,0.7397129427902845,1.0,0.8900190718372533,0.827199775533109,0.7323241146770555,0.7282270933064581,0.7012425938117185
20.0,0.9204755230087401,0.7502737520128825,0.7878512906768007,0.7502737520128825,0.7282270933064581,0.9868421052631576,0.7397129427902845,1.0,0.8900190718372533,0.827199775533109,0.7323241146770555,0.7282270933064581,0.7012425938117185
21.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
22.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
23.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
24.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
25.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
27.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
28.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
29.0,0.9111777904530968,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.791128063855336,0.75199979593919,0.7323241146770555,0.5825816746451665,0.7012425938117185
30.0,0.8991886089997663,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.6329024510842688,0.6579998214467914,0.7323241146770555,0.5825816746451665,0.7012425938117185
31.0,0.8866998783192139,0.625228126677402,0.7878512906768007,0.625228126677402,0.5825816746451665,0.9868421052631576,0.7397129427902845,1.0,0.6329024510842688,0.6579998214467914,0.7323241146770555,0.5825816746451665,0.7012425938117185
