id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(tx=1) & (strat2=1),population,0.999561,0.000439,236.540845,230.183319,227.347990,355,1151,796
R1,(karnof=100),population,0.990468,0.009532,229.888889,230.183319,230.337748,396,1151,755
R2,"(cd4=[0.00,17.00))",population,0.999994,0.000006,224.205240,230.183319,231.668113,229,1151,922
R3,"(cd4=[98.00,148.00))",population,0.993609,0.006391,236.013100,230.183319,228.735358,229,1151,922
R4,"(cd4=[0.00,17.00)) & (strat2=0)",population,0.999995,0.000005,224.242291,230.183319,231.642857,227,1151,924
R5,(strat2=0) & (txgrp=1),population,1.000000,0.000000,217.351598,230.183319,233.198498,219,1151,932
R6,(strat2=0),population,0.999925,0.000075,226.936219,230.183319,232.185393,439,1151,712
R7,(hemophil=0) & (strat2=0),population,0.999930,0.000070,227.134752,230.183319,231.954670,423,1151,728
R8,(hemophil=0) & (strat2=0) & (ivdrug=1),population,0.999990,0.000010,222.798319,230.183319,233.503778,357,1151,794
R9,"(cd4=[148.00,392.00])",population,0.999915,0.000085,228.713675,230.183319,230.558342,234,1151,917
R10,(strat2=1),population,0.999538,0.000462,232.185393,230.183319,226.936219,712,1151,439
