times,population,R0,R1,R2,R3,R4
0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9854014598540146,1.0,0.9545454545454544,1.0,1.0,1.0
2.0,0.9781021897810215,1.0,0.9545454545454544,0.9444444444444446,0.9791666666666663,1.0
3.0,0.970802919708029,0.962962962962963,0.9090909090909087,0.9444444444444446,0.9791666666666663,1.0
4.0,0.9635036496350361,0.962962962962963,0.9090909090909087,0.9444444444444446,0.9583333333333331,0.9285714285714287
7.0,0.9416058394160581,0.9259259259259257,0.8636363636363633,0.888888888888889,0.9166666666666663,0.9285714285714287
8.0,0.9124087591240878,0.8518518518518517,0.8181818181818179,0.8333333333333335,0.8958333333333331,0.8571428571428573
10.0,0.8978102189781016,0.8518518518518517,0.7727272727272726,0.8333333333333335,0.8749999999999999,0.8571428571428573
11.0,0.8905109489051095,0.8518518518518517,0.7727272727272726,0.8333333333333335,0.8749999999999999,0.8571428571428573
12.0,0.8759124087591238,0.814814814814815,0.7727272727272726,0.8333333333333335,0.8749999999999999,0.8571428571428573
13.0,0.8613138686131389,0.814814814814815,0.7272727272727271,0.7777777777777778,0.8333333333333331,0.7857142857142859
15.0,0.846715328467153,0.814814814814815,0.6818181818181817,0.7777777777777778,0.8333333333333331,0.7857142857142859
16.0,0.8394160583941606,0.814814814814815,0.6363636363636361,0.7777777777777778,0.8124999999999997,0.7857142857142859
18.0,0.817518248175182,0.7777777777777778,0.5454545454545454,0.7777777777777778,0.770833333333333,0.7857142857142859
19.0,0.8029197080291972,0.7407407407407406,0.49999999999999994,0.7777777777777778,0.770833333333333,0.7857142857142859
20.0,0.7883211678832117,0.7407407407407406,0.40909090909090906,0.7222222222222223,0.7291666666666664,0.7857142857142859
21.0,0.773722627737226,0.7407407407407406,0.3636363636363635,0.6666666666666669,0.6874999999999999,0.7142857142857146
22.0,0.7664233576642332,0.7407407407407406,0.3636363636363635,0.6666666666666669,0.6666666666666665,0.7142857142857146
24.0,0.7518248175182481,0.7037037037037035,0.3636363636363635,0.6111111111111113,0.6458333333333333,0.7142857142857146
25.0,0.7299270072992703,0.7037037037037035,0.27272727272727265,0.5000000000000002,0.6041666666666666,0.5714285714285714
27.0,0.7225540072255406,0.7037037037037035,0.27272727272727265,0.5000000000000002,0.5833333333333331,0.5714285714285714
29.0,0.7151810071518103,0.7037037037037035,0.27272727272727265,0.4444444444444444,0.5624999999999999,0.5714285714285714
30.0,0.7004350070043504,0.7037037037037035,0.27272727272727265,0.4444444444444444,0.5416666666666666,0.5714285714285714
31.0,0.6856890068568906,0.6666666666666665,0.27272727272727265,0.4444444444444444,0.5208333333333331,0.5714285714285714
33.0,0.6783160067831605,0.6666666666666665,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
35.0,0.6709430067094302,0.6296296296296297,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
36.0,0.6635700066357003,0.5925925925925926,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
42.0,0.6561970065619702,0.5925925925925926,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
43.0,0.6488240064882406,0.5925925925925926,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
44.0,0.6414510064145104,0.5925925925925926,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
45.0,0.63407800634078,0.5555555555555556,0.2272727272727272,0.4444444444444444,0.5208333333333331,0.5714285714285714
48.0,0.6267050062670505,0.5185185185185184,0.18181818181818177,0.4444444444444444,0.5208333333333331,0.5714285714285714
49.0,0.6193320061933202,0.5185185185185184,0.13636363636363635,0.4444444444444444,0.5208333333333331,0.5714285714285714
51.0,0.5972130059721306,0.48148148148148145,0.0909090909090909,0.38888888888888895,0.4791666666666666,0.5000000000000001
52.0,0.5750940057509403,0.4444444444444444,0.0909090909090909,0.38888888888888895,0.4583333333333333,0.42857142857142866
53.0,0.5677210056772104,0.4444444444444444,0.0909090909090909,0.38888888888888895,0.4583333333333333,0.42857142857142866
54.0,0.5529750055297501,0.4444444444444444,0.0909090909090909,0.38888888888888895,0.4166666666666665,0.3571428571428572
56.0,0.5456020054560206,0.4444444444444444,0.0909090909090909,0.38888888888888895,0.39583333333333315,0.3571428571428572
59.0,0.5382290053822901,0.4444444444444444,0.04545454545454544,0.38888888888888895,0.37499999999999983,0.28571428571428575
61.0,0.5308560053085603,0.4444444444444444,0.04545454545454544,0.33333333333333337,0.35416666666666663,0.21428571428571436
63.0,0.5234830052348303,0.4444444444444444,0.04545454545454544,0.33333333333333337,0.3333333333333332,0.21428571428571436
72.0,0.5161100051611005,0.4444444444444444,0.04545454545454544,0.33333333333333337,0.3333333333333332,0.21428571428571436
73.0,0.5087370050873704,0.40740740740740744,0.04545454545454544,0.33333333333333337,0.3333333333333332,0.21428571428571436
80.0,0.4939910049399101,0.3703703703703704,0.04545454545454544,0.2777777777777778,0.31249999999999994,0.21428571428571436
82.0,0.48661800486618007,0.3703703703703704,0.04545454545454544,0.2777777777777778,0.31249999999999994,0.21428571428571436
83.0,0.48661800486618007,0.3703703703703704,0.04545454545454544,0.2777777777777778,0.31249999999999994,0.21428571428571436
84.0,0.47913157402208495,0.3292181069958847,0.04545454545454544,0.2777777777777778,0.31249999999999994,0.21428571428571436
87.0,0.47164514317799,0.3292181069958847,0.04545454545454544,0.22222222222222224,0.2916666666666665,0.1428571428571429
90.0,0.46403796344931275,0.28806584362139914,0.04545454545454544,0.22222222222222224,0.2916666666666665,0.1428571428571429
92.0,0.45643078372063534,0.24691358024691357,0.04545454545454544,0.22222222222222224,0.2916666666666665,0.1428571428571429
95.0,0.44121642426328084,0.20576131687242796,0.04545454545454544,0.1666666666666667,0.27083333333333326,0.07142857142857144
97.0,0.44121642426328084,0.20576131687242796,0.04545454545454544,0.1666666666666667,0.27083333333333326,0.07142857142857144
99.0,0.42573514621895525,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
100.0,0.4179945071967924,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
103.0,0.4101078183817586,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
105.0,0.40206648860956723,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
110.0,0.3940251588373758,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
111.0,0.3779424992929932,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
112.0,0.3699011695208019,0.20576131687242796,0.04545454545454544,0.055555555555555566,0.22569444444444445,0.07142857142857144
117.0,0.3538185099764191,0.1646090534979424,0.04545454545454544,0.055555555555555566,0.2006172839506172,0.07142857142857144
118.0,0.3457771802042278,0.1646090534979424,0.04545454545454544,0.055555555555555566,0.2006172839506172,0.07142857142857144
122.0,0.3377358504320365,0.1646090534979424,0.04545454545454544,0.055555555555555566,0.17554012345679007,0.07142857142857144
123.0,0.3377358504320365,0.1646090534979424,0.04545454545454544,0.055555555555555566,0.17554012345679007,0.07142857142857144
126.0,0.32949839066540143,0.1646090534979424,0.04545454545454544,0.055555555555555566,0.17554012345679007,0.07142857142857144
132.0,0.32126093089876634,0.12345679012345677,0.04545454545454544,0.055555555555555566,0.17554012345679007,0.07142857142857144
133.0,0.3130234711321313,0.12345679012345677,0.04545454545454544,0.055555555555555566,0.17554012345679007,0.07142857142857144
139.0,0.3047860113654963,0.12345679012345677,0.04545454545454544,0.055555555555555566,0.14628343621399173,0.0
140.0,0.2965485515988613,0.08230452674897117,0.04545454545454544,0.055555555555555566,0.14628343621399173,0.0
143.0,0.2883110918322262,0.08230452674897117,0.04545454545454544,0.055555555555555566,0.14628343621399173,0.0
144.0,0.28007363206559127,0.08230452674897117,0.0,0.055555555555555566,0.14628343621399173,0.0
151.0,0.2718361722989562,0.08230452674897117,0.0,0.055555555555555566,0.11702674897119338,0.0
153.0,0.26359871253232114,0.08230452674897117,0.0,0.055555555555555566,0.08777006172839505,0.0
156.0,0.2553612527656861,0.08230452674897117,0.0,0.055555555555555566,0.08777006172839505,0.0
162.0,0.23888633323241606,0.041152263374485576,0.0,0.055555555555555566,0.08777006172839505,0.0
164.0,0.23064887346578097,0.041152263374485576,0.0,0.055555555555555566,0.08777006172839505,0.0
177.0,0.22241141369914597,0.041152263374485576,0.0,0.055555555555555566,0.08777006172839505,0.0
182.0,0.22241141369914597,0.041152263374485576,0.0,0.055555555555555566,0.08777006172839505,0.0
186.0,0.21385712855687108,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
200.0,0.2053028434145963,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
201.0,0.19674855827232143,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
216.0,0.1881942731300466,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
228.0,0.17963998798777173,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
231.0,0.17108570284549687,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
242.0,0.16208119216941808,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
250.0,0.15307668149333933,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
260.0,0.14407217081726054,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
278.0,0.13506766014118177,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
283.0,0.12606314946510294,0.0,0.0,0.055555555555555566,0.08777006172839505,0.0
287.0,0.1170586387890242,0.0,0.0,0.055555555555555566,0.05851337448559669,0.0
314.0,0.10805412811294542,0.0,0.0,0.055555555555555566,0.05851337448559669,0.0
340.0,0.09904961743686663,0.0,0.0,0.055555555555555566,0.05851337448559669,0.0
357.0,0.09004510676078786,0.0,0.0,0.055555555555555566,0.05851337448559669,0.0
378.0,0.08104059608470908,0.0,0.0,0.055555555555555566,0.05851337448559669,0.0
384.0,0.07203608540863027,0.0,0.0,0.055555555555555566,0.02925668724279834,0.0
389.0,0.0630315747325515,0.0,0.0,0.055555555555555566,0.02925668724279834,0.0
392.0,0.05402706405647273,0.0,0.0,0.055555555555555566,0.0,0.0
411.0,0.045022553380393925,0.0,0.0,0.055555555555555566,0.0,0.0
467.0,0.03601804270431514,0.0,0.0,0.055555555555555566,0.0,0.0
553.0,0.02701353202823636,0.0,0.0,0.055555555555555566,0.0,0.0
587.0,0.01800902135215757,0.0,0.0,0.055555555555555566,0.0,0.0
991.0,0.009004510676078784,0.0,0.0,0.055555555555555566,0.0,0.0
999.0,0.0,0.0,0.0,0.055555555555555566,0.0,0.0
