id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(PATH_N_STAGE=N1b),population,0.994821,0.005179,12.951220,24.102410,25.673540,41,332,291
R1,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),population,0.997769,0.002231,13.222222,24.102410,25.425676,36,332,296
R2,(MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0),population,0.988577,0.011423,27.620690,24.102410,23.357664,58,332,274
R3,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),population,0.995104,0.004896,13.333333,24.102410,25.535836,39,332,293
R4,(TUMOR_STATUS=TUMOR FREE) & (PATH_N_STAGE=N0),population,0.988004,0.011996,25.134752,24.102410,23.340314,141,332,191
R5,(RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0),population,0.990572,0.009428,29.204082,24.102410,23.219081,49,332,283
R6,(EXOME=1) & (SEX=Female) & (PATH_N_STAGE=N0),population,0.986255,0.013745,27.329787,24.102410,22.827731,94,332,238
R7,(MRNA_CLUSTER=5.0),population,0.973331,0.026669,26.323944,24.102410,23.498084,71,332,261
R8,"(AGE=[60.00,85.00]) & (HISTOLOGICAL_TYPE=Classical)",population,0.956254,0.043746,22.977273,24.102410,24.274306,44,332,288
R9,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate) & (WGS_STATUS=No),population,0.997919,0.002081,13.676471,24.102410,25.291946,34,332,298
R10,"(AGE=[60.00,85.00]) & (RISK_GROUP=Intermediate)",population,0.963084,0.036916,24.425000,24.102410,24.058219,40,332,292
R11,(RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0),population,0.982651,0.017349,27.915254,24.102410,23.278388,59,332,273
R12,(MRNA_CLUSTER=5.0) & (HISTOLOGICAL_TYPE=Classical),population,0.993961,0.006039,30.571429,24.102410,22.982332,49,332,283
R13,(SEX=Male) & (PATH_T_STAGE=T3),population,0.973302,0.026698,16.540541,24.102410,25.050847,37,332,295
