times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,1.0,1.0,1.0,1.0,0.9846153846153846,1.0,0.9767441860465118,1.0,0.9811320754716981,0.9714285714285718,1.0,1.0
5.0,0.9930413873506263,1.0,1.0,1.0,1.0,0.9846153846153846,1.0,0.9767441860465118,1.0,0.9811320754716981,0.9714285714285718,1.0,1.0
6.0,0.989377027987709,1.0,1.0,1.0,1.0,0.9846153846153846,1.0,0.9767441860465118,1.0,0.9811320754716981,0.9714285714285718,1.0,1.0
7.0,0.9856007797892833,1.0,1.0,1.0,1.0,0.9670329670329668,1.0,0.9503456945317412,1.0,0.9598031173092697,0.9400921658986179,1.0,0.9777777777777777
8.0,0.9816265830965845,0.9696969696969697,0.9696969696969697,0.9666666666666667,0.9666666666666667,0.9670329670329668,1.0,0.9503456945317412,1.0,0.9598031173092697,0.9400921658986179,1.0,0.9777777777777777
9.0,0.9816265830965845,0.9696969696969697,0.9696969696969697,0.9666666666666667,0.9666666666666667,0.9670329670329668,1.0,0.9503456945317412,1.0,0.9598031173092697,0.9400921658986179,1.0,0.9777777777777777
10.0,0.9771646440825088,0.9337822671156005,0.9337822671156005,0.9263888888888888,0.9263888888888888,0.9460105112279021,1.0,0.9223943505749251,1.0,0.9331419196062344,0.9065174456879531,1.0,0.9506172839506172
11.0,0.9725335320252454,0.8931830381105745,0.8931830381105745,0.882275132275132,0.882275132275132,0.924510272336359,1.0,0.8944430066181092,1.0,0.9056965690295803,0.8729427254772882,1.0,0.9226579520697166
12.0,0.9725335320252454,0.8931830381105745,0.8931830381105745,0.882275132275132,0.882275132275132,0.924510272336359,1.0,0.8944430066181092,1.0,0.9056965690295803,0.8729427254772882,1.0,0.9226579520697166
13.0,0.9673048571218831,0.8931830381105745,0.8931830381105745,0.882275132275132,0.882275132275132,0.924510272336359,1.0,0.8944430066181092,0.9868421052631576,0.9056965690295803,0.8729427254772882,1.0,0.9226579520697166
14.0,0.9560571262251175,0.8931830381105745,0.8931830381105745,0.882275132275132,0.882275132275132,0.9008048807379908,0.9841269841269844,0.8624986135246054,0.9868421052631576,0.8764805506737874,0.8365701119157344,1.0,0.8919026870007261
15.0,0.9560571262251175,0.8931830381105745,0.8931830381105745,0.882275132275132,0.882275132275132,0.9008048807379908,0.9841269841269844,0.8624986135246054,0.9868421052631576,0.8764805506737874,0.8365701119157344,1.0,0.8919026870007261
16.0,0.9427785550275465,0.8336375022365361,0.8336375022365361,0.8192554799697657,0.8192554799697657,0.846210645541749,0.9841269841269844,0.8249986738061446,0.9868421052631576,0.8115560654386919,0.7947416063199476,1.0,0.8175774630839989
17.0,0.9356899944634294,0.8336375022365361,0.8336375022365361,0.8192554799697657,0.8192554799697657,0.8170309681092747,0.9841269841269844,0.7837487401158373,0.9868421052631576,0.7762710191152706,0.7479921000658329,1.0,0.7786452029371417
18.0,0.9204755230087401,0.7502737520128825,0.7502737520128825,0.7282270933064581,0.7282270933064581,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
19.0,0.9204755230087401,0.7502737520128825,0.7502737520128825,0.7282270933064581,0.7282270933064581,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
20.0,0.9204755230087401,0.7502737520128825,0.7502737520128825,0.7282270933064581,0.7282270933064581,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
21.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
22.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
23.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
24.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
25.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
27.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
28.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
29.0,0.9111777904530968,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
30.0,0.8991886089997663,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
31.0,0.8866998783192139,0.625228126677402,0.625228126677402,0.5825816746451665,0.5825816746451665,0.7878512906768007,0.9841269841269844,0.74249880642553,0.9868421052631576,0.7762710191152706,0.7012425938117185,1.0,0.7397129427902845
