times,population,R0,R1,R2
0.0,0.996670366259712,0.9954233409610987,0.98918918918919,0.9920212765957449
2.0,0.995559251024194,0.9931350114416481,0.983783783783784,0.9893545527339287
4.0,0.9944481357886761,0.9908466819221968,0.9783783783783792,0.9866878288721119
6.0,0.9933370205531575,0.9885583524027466,0.9729729729729734,0.9840211050102956
8.0,0.9922246610676563,0.9885583524027466,0.9729729729729734,0.9840211050102956
10.0,0.9911123015821537,0.986270022883295,0.9675675675675679,0.981347134616246
13.0,0.9899999420966523,0.9839816933638443,0.9621621621621624,0.9786731642221955
14.0,0.9888875826111505,0.9839816933638443,0.9621621621621624,0.9786731642221955
16.0,0.9866628636401464,0.9816933638443938,0.9567567567567569,0.9759991938281461
18.0,0.983325785183641,0.9816933638443938,0.9567567567567569,0.9733252234340963
19.0,0.982213425698139,0.9794050343249427,0.9513513513513514,0.9706512530400464
21.0,0.9799887067271359,0.9748283752860418,0.9459459459459467,0.965303312251947
26.0,0.9788763472416334,0.9725400457665909,0.940540540540541,0.9626293418578977
28.0,0.9777639877561316,0.9702517162471398,0.9351351351351358,0.9599553714638476
29.0,0.9766516282706302,0.9679633867276886,0.9297297297297298,0.9572814010697982
35.0,0.9744269092996266,0.9656750572082384,0.9297297297297298,0.9572814010697982
38.0,0.9710898308431205,0.9610983981693365,0.9189189189189195,0.9519334602816987
39.0,0.9699774713576189,0.9588100686498855,0.9189189189189195,0.9519334602816987
41.0,0.9677527523866153,0.9542334096109842,0.9189189189189195,0.9492594898876492
42.0,0.9655280334156118,0.9519450800915333,0.9189189189189195,0.946585519493599
43.0,0.9644156739301092,0.9496567505720822,0.9135135135135138,0.9439115490995493
45.0,0.9633033144446076,0.9473684210526316,0.9081081081081084,0.9412375787054996
46.0,0.9610785954736036,0.9427917620137304,0.9027027027027034,0.9358896379174001
49.0,0.9588538765026,0.9382151029748289,0.891891891891892,0.9305416971293011
50.0,0.9577415170170982,0.9359267734553781,0.8864864864864871,0.9278677267352514
51.0,0.9566291575315964,0.9359267734553781,0.8864864864864871,0.9278677267352514
54.0,0.9566291575315964,0.9359267734553781,0.8864864864864871,0.9278677267352514
63.0,0.9555155030990805,0.9336384439359268,0.8810810810810814,0.9251937563412019
64.0,0.9544018486665642,0.9313501144164757,0.8756756756756756,0.9225197859471522
67.0,0.9521745398015309,0.9267734553775742,0.8702702702702707,0.919845815553102
70.0,0.9499472309364985,0.9221967963386726,0.8648648648648649,0.917171845159052
