times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,1.0,1.0,1.0,0.9846153846153846,0.9705882352941175,1.0,1.0,1.0,0.9767441860465118
5.0,0.9930413873506263,1.0,1.0,1.0,0.9846153846153846,0.9705882352941175,1.0,1.0,1.0,0.9767441860465118
6.0,0.989377027987709,1.0,1.0,1.0,0.9846153846153846,0.9705882352941175,1.0,1.0,1.0,0.9767441860465118
7.0,0.9856007797892833,1.0,1.0,1.0,0.9670329670329668,0.9371196754563891,0.9655172413793102,1.0,1.0,0.9503456945317412
8.0,0.9816265830965845,0.9696969696969697,0.9696969696969697,0.9666666666666667,0.9670329670329668,0.9371196754563891,0.9655172413793102,1.0,0.9666666666666667,0.9503456945317412
9.0,0.9816265830965845,0.9696969696969697,0.9696969696969697,0.9666666666666667,0.9670329670329668,0.9371196754563891,0.9655172413793102,1.0,0.9666666666666667,0.9503456945317412
10.0,0.9771646440825088,0.9337822671156005,0.9337822671156005,0.9263888888888888,0.9460105112279021,0.9371196754563891,0.9655172413793102,1.0,0.9263888888888888,0.9223943505749251
11.0,0.9725335320252454,0.8931830381105745,0.8931830381105745,0.882275132275132,0.924510272336359,0.8924949290060847,0.9195402298850571,1.0,0.882275132275132,0.8944430066181092
12.0,0.9725335320252454,0.8931830381105745,0.8931830381105745,0.882275132275132,0.924510272336359,0.8924949290060847,0.9195402298850571,1.0,0.882275132275132,0.8944430066181092
13.0,0.9673048571218831,0.8931830381105745,0.8931830381105745,0.882275132275132,0.924510272336359,0.8924949290060847,0.9195402298850571,1.0,0.882275132275132,0.8944430066181092
