times,population,R0,R1,R2,R3
0.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965217391304348,0.9775280898876406,1.0,0.982608695652174,1.0
6.0,0.9930434782608696,0.9775280898876406,1.0,0.9652173913043475,1.0
7.0,0.9860869565217385,0.9325842696629218,1.0,0.9304347826086952,1.0
8.0,0.9843478260869565,0.9213483146067419,1.0,0.9217391304347823,1.0
9.0,0.982608695652174,0.9101123595505624,1.0,0.9130434782608692,1.0
10.0,0.9773913043478256,0.8764044943820226,1.0,0.88695652173913,1.0
11.0,0.9739130434782604,0.8651685393258431,1.0,0.8695652173913047,1.0
12.0,0.9704347826086953,0.8426966292134831,1.0,0.8521739130434784,1.0
14.0,0.9634782608695651,0.808988764044944,1.0,0.8173913043478259,1.0
15.0,0.9599999999999994,0.7977528089887642,1.0,0.8,1.0
18.0,0.9582608695652175,0.7865168539325847,1.0,0.7913043478260866,1.0
19.0,0.9547826086956518,0.764044943820225,1.0,0.7739130434782606,1.0
20.0,0.9530434782608697,0.7528089887640448,1.0,0.7652173913043481,1.0
21.0,0.9495652173913042,0.7303370786516853,1.0,0.7478260869565213,1.0
22.0,0.9460869565217386,0.7078651685393259,1.0,0.7304347826086954,1.0
23.0,0.9373913043478262,0.662921348314607,1.0,0.6869565217391304,1.0
24.0,0.9339130434782609,0.6516853932584269,1.0,0.6695652173913045,1.0
25.0,0.932173913043478,0.6404494382022474,1.0,0.6608695652173913,1.0
26.0,0.9252173913043478,0.5955056179775283,1.0,0.6260869565217391,1.0
28.0,0.923478260869565,0.5842696629213485,1.0,0.6173913043478261,1.0
29.0,0.9217391304347823,0.5730337078651686,1.0,0.6086956521739132,1.0
30.0,0.9182608695652171,0.550561797752809,1.0,0.5913043478260871,1.0
31.0,0.9147826086956522,0.5280898876404495,1.0,0.5739130434782606,1.0
32.0,0.9113043478260866,0.5056179775280899,1.0,0.5565217391304346,1.0
33.0,0.9095652173913045,0.49438202247191015,1.0,0.5478260869565216,1.0
34.0,0.9078260869565219,0.4831460674157304,1.0,0.5391304347826087,1.0
35.0,0.9026086956521735,0.46067415730337097,1.0,0.5130434782608696,1.0
36.0,0.8973913043478259,0.46067415730337097,0.9734513274336284,0.5130434782608696,1.0
37.0,0.893913043478261,0.44943820224719105,0.9646017699115039,0.5043478260869564,1.0
38.0,0.8904347826086954,0.44943820224719105,0.9557522123893805,0.4956521739130435,1.0
40.0,0.8886956521739128,0.43820224719101125,0.9557522123893805,0.48695652173913057,1.0
43.0,0.88695652173913,0.43820224719101125,0.946902654867256,0.48695652173913057,1.0
44.0,0.88,0.4157303370786517,0.9292035398230083,0.46956521739130436,1.0
45.0,0.8747826086956519,0.40449438202247195,0.9115044247787609,0.4608695652173913,1.0
46.0,0.8695652173913039,0.40449438202247195,0.8849557522123895,0.4608695652173913,1.0
47.0,0.8643478260869565,0.39325842696629215,0.8672566371681417,0.4521739130434783,1.0
48.0,0.862608695652174,0.39325842696629215,0.8584070796460175,0.4521739130434783,1.0
50.0,0.8608695652173911,0.39325842696629215,0.8495575221238935,0.4521739130434783,1.0
51.0,0.8539130434782605,0.3820224719101125,0.8230088495575222,0.44347826086956516,1.0
52.0,0.8521739130434778,0.3820224719101125,0.8141592920353982,0.44347826086956516,1.0
53.0,0.8486956521739132,0.3820224719101125,0.7964601769911502,0.44347826086956516,1.0
54.0,0.8434782608695651,0.3820224719101125,0.7699115044247785,0.44347826086956516,1.0
55.0,0.8417391304347828,0.3820224719101125,0.7610619469026544,0.44347826086956516,1.0
56.0,0.8365217391304345,0.37078651685393266,0.7433628318584067,0.4347826086956521,1.0
57.0,0.8313043478260871,0.35955056179775285,0.7256637168141593,0.426086956521739,1.0
58.0,0.8278260869565218,0.3483146067415731,0.7168141592920355,0.4173913043478261,1.0
59.0,0.8243478260869567,0.3483146067415731,0.6991150442477875,0.4173913043478261,1.0
60.0,0.8226086956521734,0.3483146067415731,0.6902654867256636,0.4173913043478261,1.0
61.0,0.8208695652173909,0.3483146067415731,0.6814159292035399,0.4173913043478261,1.0
62.0,0.8191304347826085,0.3483146067415731,0.6725663716814158,0.4173913043478261,1.0
65.0,0.8121739130434782,0.33707865168539336,0.6460176991150439,0.40869565217391296,1.0
67.0,0.8104347826086952,0.33707865168539336,0.6460176991150439,0.39999999999999997,1.0
68.0,0.8069565217391302,0.33707865168539336,0.6283185840707963,0.39999999999999997,1.0
69.0,0.8034782608695649,0.32584269662921356,0.6194690265486726,0.39130434782608686,1.0
70.0,0.8,0.32584269662921356,0.6017699115044248,0.39130434782608686,1.0
71.0,0.7965217391304349,0.32584269662921356,0.5840707964601767,0.39130434782608686,1.0
72.0,0.7947826086956523,0.32584269662921356,0.5752212389380528,0.39130434782608686,1.0
73.0,0.7913043478260866,0.32584269662921356,0.5575221238938051,0.39130434782608686,1.0
74.0,0.7860869565217393,0.31460674157303375,0.5398230088495575,0.3826086956521738,1.0
75.0,0.7843478260869565,0.31460674157303375,0.5309734513274333,0.3826086956521738,1.0
76.0,0.7808695652173913,0.29213483146067426,0.5309734513274333,0.3652173913043478,1.0
78.0,0.7756521739130434,0.2808988764044944,0.5132743362831856,0.3565217391304348,1.0
79.0,0.7686956521739127,0.2808988764044944,0.5044247787610618,0.3478260869565217,1.0
80.0,0.7652173913043474,0.2808988764044944,0.5044247787610618,0.3391304347826086,1.0
81.0,0.7582608695652171,0.24719101123595516,0.5044247787610618,0.30434782608695643,1.0
83.0,0.7547826086956522,0.24719101123595516,0.49557522123893816,0.30434782608695643,1.0
84.0,0.7495652173913039,0.24719101123595516,0.48672566371681414,0.30434782608695643,1.0
85.0,0.746086956521739,0.24719101123595516,0.48672566371681414,0.30434782608695643,1.0
86.0,0.7408695652173914,0.23595505617977533,0.47787610619469023,0.2956521739130435,1.0
87.0,0.7304347826086954,0.23595505617977533,0.47787610619469023,0.2956521739130435,1.0
89.0,0.7269565217391303,0.23595505617977533,0.4690265486725663,0.2956521739130435,1.0
90.0,0.7199999999999996,0.23595505617977533,0.4690265486725663,0.2956521739130435,1.0
91.0,0.7165217391304348,0.23595505617977533,0.4690265486725663,0.2956521739130435,1.0
92.0,0.7113043478260871,0.22471910112359553,0.4690265486725663,0.2869565217391304,1.0
93.0,0.709565217391304,0.22471910112359553,0.4690265486725663,0.2869565217391304,1.0
94.0,0.7043478260869561,0.22471910112359553,0.46017699115044247,0.2869565217391304,1.0
95.0,0.7008695652173909,0.22471910112359553,0.46017699115044247,0.2869565217391304,1.0
96.0,0.697391304347826,0.22471910112359553,0.46017699115044247,0.2869565217391304,1.0
97.0,0.6956521739130431,0.22471910112359553,0.46017699115044247,0.27826086956521734,1.0
98.0,0.6921739130434781,0.22471910112359553,0.46017699115044247,0.27826086956521734,1.0
99.0,0.6869565217391304,0.21348314606741572,0.46017699115044247,0.26956521739130435,1.0
100.0,0.683478260869565,0.21348314606741572,0.45132743362831845,0.26956521739130435,1.0
101.0,0.6817391304347822,0.21348314606741572,0.44247787610619455,0.26956521739130435,1.0
102.0,0.6747826086956521,0.21348314606741572,0.43362831858407064,0.26956521739130435,1.0
103.0,0.6713043478260868,0.21348314606741572,0.43362831858407064,0.26956521739130435,1.0
104.0,0.6678260869565216,0.21348314606741572,0.4247787610619469,0.26956521739130435,1.0
105.0,0.6643478260869564,0.20224719101123595,0.4247787610619469,0.2608695652173913,1.0
106.0,0.6556521739130434,0.20224719101123595,0.4159292035398228,0.25217391304347825,1.0
107.0,0.6539130434782607,0.20224719101123595,0.4159292035398228,0.25217391304347825,1.0
110.0,0.6504347826086957,0.20224719101123595,0.407079646017699,0.25217391304347825,1.0
111.0,0.6486956521739131,0.20224719101123595,0.407079646017699,0.25217391304347825,1.0
113.0,0.64695652173913,0.20224719101123595,0.407079646017699,0.25217391304347825,1.0
115.0,0.6382608695652174,0.20224719101123595,0.38938053097345116,0.25217391304347825,1.0
116.0,0.634782608695652,0.20224719101123595,0.3716814159292035,0.25217391304347825,1.0
118.0,0.6330434782608694,0.20224719101123595,0.3716814159292035,0.25217391304347825,1.0
119.0,0.6260869565217391,0.19101123595505623,0.3716814159292035,0.24347826086956517,1.0
120.0,0.6208695652173909,0.19101123595505623,0.3716814159292035,0.24347826086956517,1.0
121.0,0.6156521739130432,0.19101123595505623,0.3716814159292035,0.24347826086956517,1.0
122.0,0.6086956521739126,0.19101123595505623,0.35398230088495564,0.24347826086956517,1.0
123.0,0.6034782608695651,0.19101123595505623,0.3362831858407078,0.24347826086956517,1.0
124.0,0.6000000000000001,0.19101123595505623,0.32743362831858397,0.24347826086956517,1.0
126.0,0.5982608695652171,0.19101123595505623,0.31858407079646006,0.24347826086956517,1.0
127.0,0.5965217391304344,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
129.0,0.5947826086956518,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
130.0,0.5913043478260871,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
131.0,0.589565217391304,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
132.0,0.5878260869565216,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
133.0,0.5860869565217389,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
134.0,0.5843478260869563,0.19101123595505623,0.30973451327433615,0.24347826086956517,1.0
136.0,0.5808695652173914,0.19101123595505623,0.30088495575221236,0.24347826086956517,1.0
137.0,0.5791304347826086,0.19101123595505623,0.30088495575221236,0.24347826086956517,1.0
138.0,0.5773913043478257,0.19101123595505623,0.30088495575221236,0.24347826086956517,1.0
139.0,0.5756521739130434,0.19101123595505623,0.30088495575221236,0.24347826086956517,1.0
140.0,0.5739130434782606,0.19101123595505623,0.30088495575221236,0.24347826086956517,1.0
142.0,0.5686956521739129,0.19101123595505623,0.30088495575221236,0.24347826086956517,1.0
143.0,0.5652173913043476,0.19101123595505623,0.2920353982300884,0.24347826086956517,1.0
144.0,0.5599999999999999,0.19101123595505623,0.28318584070796454,0.24347826086956517,1.0
147.0,0.5582608695652173,0.19101123595505623,0.28318584070796454,0.23478260869565215,1.0
148.0,0.5547826086956519,0.19101123595505623,0.28318584070796454,0.23478260869565215,1.0
