times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41.0,0.9963768115942037,0.9722222222222221,0.9838709677419355,0.9705882352941175,0.9824561403508775,1.0,1.0,1.0,1.0,0.98936170212766
51.0,0.9927536231884064,0.9444444444444446,0.9677419354838706,0.9411764705882352,0.9824561403508775,0.9772727272727274,1.0,1.0,1.0,0.9787234042553193
71.0,0.9891304347826091,0.9166666666666667,0.9516129032258066,0.9117647058823528,0.9824561403508775,0.9545454545454548,0.9795918367346942,1.0,1.0,0.9680851063829785
77.0,0.9855072463768124,0.888888888888889,0.9354838709677415,0.8823529411764706,0.9649122807017545,0.9318181818181821,0.9591836734693877,1.0,1.0,0.9574468085106383
110.0,0.9818840579710151,0.888888888888889,0.9354838709677415,0.8823529411764706,0.9649122807017545,0.9090909090909092,0.9591836734693877,0.982142857142857,1.0,0.9468085106382977
131.0,0.9782608695652181,0.8611111111111112,0.9193548387096774,0.8529411764705882,0.9473684210526316,0.8863636363636364,0.9387755102040818,0.982142857142857,1.0,0.9361702127659579
140.0,0.9746376811594206,0.8611111111111112,0.9193548387096774,0.8529411764705882,0.9298245614035088,0.8863636363636364,0.9387755102040818,0.964285714285714,1.0,0.9361702127659579
179.0,0.9710144927536234,0.8333333333333335,0.9032258064516132,0.8235294117647056,0.9298245614035088,0.8636363636363636,0.9183673469387755,0.964285714285714,1.0,0.9255319148936171
186.0,0.9673913043478266,0.8333333333333335,0.9032258064516132,0.8235294117647056,0.9298245614035088,0.8409090909090909,0.9183673469387755,0.9464285714285712,1.0,0.9148936170212763
191.0,0.9637681159420294,0.8333333333333335,0.9032258064516132,0.8235294117647056,0.9298245614035088,0.8409090909090909,0.9183673469387755,0.9464285714285712,1.0,0.9042553191489364
198.0,0.9601449275362322,0.8333333333333335,0.9032258064516132,0.8235294117647056,0.9298245614035088,0.8409090909090909,0.9183673469387755,0.9464285714285712,1.0,0.9042553191489364
216.0,0.956521739130435,0.8055555555555557,0.8870967741935485,0.7941176470588235,0.912280701754386,0.8181818181818182,0.8979591836734694,0.9464285714285712,1.0,0.8936170212765956
223.0,0.9528985507246382,0.7777777777777778,0.8709677419354839,0.7647058823529411,0.912280701754386,0.8181818181818182,0.8775510204081634,0.9464285714285712,1.0,0.8829787234042556
264.0,0.9492753623188407,0.7500000000000001,0.8548387096774194,0.7352941176470585,0.894736842105263,0.7954545454545454,0.8571428571428573,0.9464285714285712,1.0,0.8723404255319152
304.0,0.9456521739130441,0.7500000000000001,0.8548387096774194,0.7352941176470585,0.894736842105263,0.7727272727272729,0.8571428571428573,0.9285714285714284,1.0,0.8617021276595749
321.0,0.9420289855072467,0.7500000000000001,0.8548387096774194,0.7352941176470585,0.8771929824561402,0.7500000000000001,0.8571428571428573,0.9107142857142853,1.0,0.8510638297872337
326.0,0.9384057971014493,0.7222222222222223,0.8387096774193549,0.7352941176470585,0.8596491228070173,0.7500000000000001,0.8367346938775513,0.9107142857142853,1.0,0.8510638297872337
334.0,0.9347826086956524,0.6944444444444444,0.8225806451612901,0.7058823529411764,0.8596491228070173,0.7500000000000001,0.816326530612245,0.9107142857142853,1.0,0.8404255319148937
348.0,0.9311594202898558,0.6666666666666669,0.8064516129032256,0.6764705882352939,0.8421052631578948,0.7500000000000001,0.7959183673469388,0.9107142857142853,1.0,0.8297872340425532
388.0,0.9275362318840582,0.6666666666666669,0.8064516129032256,0.6764705882352939,0.8421052631578948,0.7500000000000001,0.7959183673469388,0.9107142857142853,1.0,0.819148936170213
400.0,0.923913043478261,0.638888888888889,0.790322580645161,0.6470588235294118,0.8245614035087717,0.7272727272727274,0.7755102040816326,0.9107142857142853,1.0,0.8085106382978724
460.0,0.9202898550724642,0.6111111111111113,0.7741935483870969,0.6176470588235293,0.8245614035087717,0.7045454545454547,0.7551020408163266,0.9107142857142853,1.0,0.7978723404255317
515.0,0.9166666666666672,0.6111111111111113,0.7741935483870969,0.6176470588235293,0.8245614035087717,0.7045454545454547,0.7551020408163266,0.9107142857142853,0.9886363636363632,0.7978723404255317
533.0,0.9166666666666672,0.6111111111111113,0.7741935483870969,0.6176470588235293,0.8245614035087717,0.7045454545454547,0.7551020408163266,0.9107142857142853,0.9886363636363632,0.7978723404255317
549.0,0.9130291005291006,0.5833333333333334,0.758064516129032,0.5882352941176469,0.8070175438596491,0.681818181818182,0.7346938775510204,0.9107142857142853,0.9886363636363632,0.7870902817711322
552.0,0.9093915343915344,0.5833333333333334,0.758064516129032,0.5882352941176469,0.8070175438596491,0.681818181818182,0.7346938775510204,0.8928571428571423,0.9886363636363632,0.7763082231167332
597.0,0.9057539682539685,0.5555555555555556,0.7419354838709677,0.5882352941176469,0.7894736842105261,0.681818181818182,0.7142857142857143,0.8928571428571423,0.9886363636363632,0.7763082231167332
611.0,0.9021164021164028,0.5555555555555556,0.7419354838709677,0.5882352941176469,0.7894736842105261,0.681818181818182,0.7142857142857143,0.8749999999999996,0.9886363636363632,0.7763082231167332
673.0,0.8984788359788366,0.5555555555555556,0.7419354838709677,0.5882352941176469,0.7719298245614034,0.6590909090909093,0.7142857142857143,0.857142857142857,0.9886363636363632,0.7655261644623341
694.0,0.89484126984127,0.5555555555555556,0.7419354838709677,0.5882352941176469,0.7543859649122806,0.6363636363636364,0.7142857142857143,0.857142857142857,0.9772727272727265,0.7547441058079354
732.0,0.89484126984127,0.5555555555555556,0.7419354838709677,0.5882352941176469,0.7543859649122806,0.6363636363636364,0.7142857142857143,0.857142857142857,0.9772727272727265,0.7547441058079354
733.0,0.8911888564949789,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.7368421052631579,0.6363636363636364,0.6932773109243696,0.857142857142857,0.9772727272727265,0.7547441058079354
737.0,0.8911888564949789,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.7368421052631579,0.6363636363636364,0.6932773109243696,0.857142857142857,0.9772727272727265,0.7547441058079354
750.0,0.8875214126410906,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.7192982456140351,0.6136363636363638,0.6932773109243696,0.8389057750759878,0.9772727272727265,0.7439620471535362
762.0,0.8838539687872013,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.7017543859649121,0.590909090909091,0.6932773109243696,0.8206686930091184,0.9772727272727265,0.7331799884991371
769.0,0.8801865249333126,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.6842105263157893,0.590909090909091,0.6932773109243696,0.8024316109422491,0.9772727272727265,0.7223979298447376
786.0,0.8765190810794242,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.6842105263157893,0.590909090909091,0.6932773109243696,0.7841945288753799,0.9772727272727265,0.7116158711903385
788.0,0.8765190810794242,0.5277777777777777,0.7254480286738351,0.5882352941176469,0.6842105263157893,0.590909090909091,0.6932773109243696,0.7841945288753799,0.9772727272727265,0.7116158711903385
790.0,0.8728362277975779,0.5277777777777777,0.7085771442860715,0.5588235294117645,0.6842105263157893,0.590909090909091,0.672268907563025,0.7841945288753799,0.9772727272727265,0.7008338125359395
797.0,0.8691533745157317,0.5277777777777777,0.691706259898308,0.5294117647058821,0.6662049861495843,0.590909090909091,0.672268907563025,0.7841945288753799,0.9772727272727265,0.6900517538815404
799.0,0.8654705212338849,0.5277777777777777,0.6748353755105443,0.5294117647058821,0.6481994459833793,0.590909090909091,0.6512605042016806,0.7841945288753799,0.9772727272727265,0.6900517538815404
837.0,0.8654705212338849,0.5277777777777777,0.6748353755105443,0.5294117647058821,0.6481994459833793,0.590909090909091,0.6512605042016806,0.7841945288753799,0.9772727272727265,0.6900517538815404
839.0,0.8654705212338849,0.5277777777777777,0.6748353755105443,0.5294117647058821,0.6481994459833793,0.590909090909091,0.6512605042016806,0.7841945288753799,0.9772727272727265,0.6900517538815404
850.0,0.8617560554775167,0.5277777777777777,0.6748353755105443,0.5294117647058821,0.6481994459833793,0.5672727272727276,0.6512605042016806,0.7655232305688232,0.9772727272727265,0.6790985514389765
853.0,0.8580415897211479,0.49999999999999994,0.6575319043436072,0.5294117647058821,0.6296794618124258,0.5672727272727276,0.6295518207282912,0.7655232305688232,0.9772727272727265,0.6790985514389765
859.0,0.8543271239647796,0.4722222222222223,0.6402284331766702,0.5294117647058821,0.6296794618124258,0.5672727272727276,0.6295518207282912,0.7655232305688232,0.9772727272727265,0.6790985514389765
877.0,0.8543271239647796,0.4722222222222223,0.6402284331766702,0.5294117647058821,0.6296794618124258,0.5672727272727276,0.6295518207282912,0.7655232305688232,0.9772727272727265,0.6790985514389765
890.0,0.850596437833929,0.4444444444444444,0.6229249620097332,0.4982698961937714,0.611159477641472,0.5672727272727276,0.6078431372549017,0.7655232305688232,0.9772727272727265,0.6681453489964123
901.0,0.850596437833929,0.4444444444444444,0.6229249620097332,0.4982698961937714,0.611159477641472,0.5672727272727276,0.6078431372549017,0.7655232305688232,0.9772727272727265,0.6681453489964123
904.0,0.8468493169624141,0.4444444444444444,0.6229249620097332,0.4982698961937714,0.611159477641472,0.5672727272727276,0.6078431372549017,0.7458944297850073,0.9772727272727265,0.6570095931798058
930.0,0.8431021960908986,0.4444444444444444,0.6056214908427962,0.4671280276816607,0.611159477641472,0.5672727272727276,0.5861344537815125,0.7458944297850073,0.9772727272727265,0.6458738373631986
939.0,0.8431021960908986,0.4444444444444444,0.6056214908427962,0.4671280276816607,0.611159477641472,0.5672727272727276,0.5861344537815125,0.7458944297850073,0.9772727272727265,0.6458738373631986
943.0,0.8393383470012075,0.4444444444444444,0.5883180196758593,0.4671280276816607,0.5926394934705184,0.5672727272727276,0.5644257703081231,0.7458944297850073,0.9772727272727265,0.6458738373631986
974.0,0.8355744979115157,0.4444444444444444,0.5710145485089221,0.4671280276816607,0.5741195092995647,0.5672727272727276,0.5427170868347336,0.7458944297850073,0.9772727272727265,0.6458738373631986
980.0,0.8318106488218241,0.4166666666666667,0.5537110773419851,0.4359861591695499,0.5741195092995647,0.5436363636363638,0.5210084033613445,0.7458944297850073,0.9772727272727265,0.634738081546592
994.0,0.8318106488218241,0.4166666666666667,0.5537110773419851,0.4359861591695499,0.5741195092995647,0.5436363636363638,0.5210084033613445,0.7458944297850073,0.9772727272727265,0.634738081546592
999.0,0.8280296913271792,0.4166666666666667,0.5537110773419851,0.4359861591695499,0.555599525128611,0.5436363636363638,0.5210084033613445,0.7262656290011913,0.9772727272727265,0.634738081546592
1012.0,0.8242487338325343,0.4166666666666667,0.5537110773419851,0.4359861591695499,0.5370795409576573,0.5436363636363638,0.5210084033613445,0.7262656290011913,0.9772727272727265,0.6236023257299852
1030.0,0.8242487338325343,0.4166666666666667,0.5537110773419851,0.4359861591695499,0.5370795409576573,0.5436363636363638,0.5210084033613445,0.7262656290011913,0.9772727272727265,0.6236023257299852
1067.0,0.8242487338325343,0.4166666666666667,0.5537110773419851,0.4359861591695499,0.5370795409576573,0.5436363636363638,0.5210084033613445,0.7262656290011913,0.9772727272727265,0.6236023257299852
1077.0,0.820432767472198,0.38888888888888884,0.5358494296857921,0.40484429065743927,0.5370795409576573,0.5436363636363638,0.4983558640847644,0.7262656290011913,0.9772727272727265,0.6122641016258036
1080.0,0.8166168011118622,0.38888888888888884,0.517987782029599,0.40484429065743927,0.5370795409576573,0.5436363636363638,0.4983558640847644,0.7262656290011913,0.9772727272727265,0.6122641016258036
1083.0,0.8128008347515269,0.36111111111111116,0.5001261343734058,0.37370242214532856,0.5370795409576573,0.5200000000000004,0.4757033248081841,0.7262656290011913,0.9772727272727265,0.6009258775216221
1084.0,0.8128008347515269,0.36111111111111116,0.5001261343734058,0.37370242214532856,0.5370795409576573,0.5200000000000004,0.4757033248081841,0.7262656290011913,0.9772727272727265,0.6009258775216221
1149.0,0.8128008347515269,0.36111111111111116,0.5001261343734058,0.37370242214532856,0.5370795409576573,0.5200000000000004,0.4757033248081841,0.7262656290011913,0.9772727272727265,0.6009258775216221
1152.0,0.8089486980939364,0.36111111111111116,0.5001261343734058,0.37370242214532856,0.5185595567867035,0.5200000000000004,0.4757033248081841,0.7060915837511582,0.9772727272727265,0.6009258775216221
1153.0,0.8089486980939364,0.36111111111111116,0.5001261343734058,0.37370242214532856,0.5185595567867035,0.5200000000000004,0.4757033248081841,0.7060915837511582,0.9772727272727265,0.6009258775216221
1165.0,0.8050781301604726,0.36111111111111116,0.5001261343734058,0.37370242214532856,0.5185595567867035,0.49636363636363656,0.4757033248081841,0.6859175385011254,0.9772727272727265,0.5893696106462061
1170.0,0.8012075622270086,0.33333333333333337,0.48226448671721284,0.37370242214532856,0.5000395726157499,0.49636363636363656,0.45305078553160383,0.6859175385011254,0.9772727272727265,0.5893696106462061
1191.0,0.7934664263600815,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6859175385011254,0.9772727272727265,0.5662570768953744
1212.0,0.7895958584266172,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6859175385011254,0.9772727272727265,0.5662570768953744
1216.0,0.7895958584266172,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6859175385011254,0.9772727272727265,0.5662570768953744
1230.0,0.7895958584266172,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6859175385011254,0.9772727272727265,0.5662570768953744
1234.0,0.7895958584266172,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6859175385011254,0.9772727272727265,0.5662570768953744
1235.0,0.7856478791344843,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6651321585465457,0.9772727272727265,0.5662570768953744
1250.0,0.7856478791344843,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6651321585465457,0.9772727272727265,0.5662570768953744
1271.0,0.7856478791344843,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6651321585465457,0.9772727272727265,0.5662570768953744
1293.0,0.7856478791344843,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6651321585465457,0.9772727272727265,0.5662570768953744
1295.0,0.7856478791344843,0.27777777777777785,0.4465411914048266,0.3114186851211072,0.4815195884447962,0.4727272727272729,0.4077457069784434,0.6651321585465457,0.9772727272727265,0.5662570768953744
1297.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1300.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1301.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1302.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1320.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1321.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1329.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1349.0,0.7816189156517434,0.27777777777777785,0.4279353084296254,0.3114186851211072,0.4622588049070045,0.4727272727272729,0.38509316770186336,0.6651321585465457,0.9772727272727265,0.5662570768953744
1356.0,0.7774391353541407,0.24305555555555566,0.4065385430081441,0.2669303015323776,0.4622588049070045,0.4727272727272729,0.35758651286601606,0.6651321585465457,0.9772727272727265,0.552445928678414
