id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(strat2=0),population,0.999925,0.000075,226.936219,230.183319,232.185393,439,1151,712
R1,(strat2=0) & (tx=0),population,1.000000,0.000000,216.577273,230.183319,233.398496,220,1151,931
R2,(tx=1) & (karnof=90),population,0.964326,0.035674,245.032847,230.183319,225.543900,274,1151,877
R3,"(cd4=[98.00,148.00))",population,0.993609,0.006391,236.013100,230.183319,228.735358,229,1151,922
R4,"(strat2=0) & (cd4=[0.00,17.00))",population,0.999995,0.000005,224.242291,230.183319,231.642857,227,1151,924
R5,(strat2=0) & (txgrp=1),population,1.000000,0.000000,217.351598,230.183319,233.198498,219,1151,932
R6,"(cd4=[0.00,17.00))",population,0.999994,0.000006,224.205240,230.183319,231.668113,229,1151,922
R7,(hemophil=0) & (strat2=0),population,0.999930,0.000070,227.134752,230.183319,231.954670,423,1151,728
R8,(ivdrug=1) & (strat2=0),population,0.999981,0.000019,222.827957,230.183319,233.695764,372,1151,779
R9,(karnof=100),population,0.990468,0.009532,229.888889,230.183319,230.337748,396,1151,755
R10,"(raceth=1) & (age=[45.00,73.00])",population,0.968475,0.031525,241.191781,230.183319,228.584080,146,1151,1005
R11,"(ivdrug=1) & (cd4=[0.00,17.00))",population,0.999997,0.000003,220.628141,230.183319,232.180672,199,1151,952
R12,(strat2=1),population,0.999538,0.000462,232.185393,230.183319,226.936219,712,1151,439
