id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,"(cd4=[98.00,148.00)) & (hemophil=0)",population,0.995992,0.004008,236.837838,230.183319,228.593111,222,1151,929
R1,"(cd4=[0.00,17.00))",population,0.999994,0.000006,224.205240,230.183319,231.668113,229,1151,922
R2,(strat2=0),population,0.999925,0.000075,226.936219,230.183319,232.185393,439,1151,712
R3,"(cd4=[98.00,148.00))",population,0.993609,0.006391,236.013100,230.183319,228.735358,229,1151,922
R4,"(cd4=[0.00,17.00)) & (strat2=0) & (ivdrug=1) & (hemophil=0)",population,0.999998,0.000002,221.005291,230.183319,231.986486,189,1151,962
R5,"(tx=1) & (priorzdv=[29.00,52.00))",population,0.978204,0.021796,251.294118,230.183319,227.749031,119,1151,1032
R6,(strat2=0) & (txgrp=1),population,1.000000,0.000000,217.351598,230.183319,233.198498,219,1151,932
R7,"(strat2=0) & (cd4=[0.00,17.00))",population,0.999995,0.000005,224.242291,230.183319,231.642857,227,1151,924
R8,"(cd4=[148.00,392.00])",population,0.999915,0.000085,228.713675,230.183319,230.558342,234,1151,917
R9,(strat2=1),population,0.999538,0.000462,232.185393,230.183319,226.936219,712,1151,439
