id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(SEX=Male) & (RISK_GROUP=Intermediate) & (EXOME=1) & (WGS_STATUS=No),population,0.972328,0.027672,14.888889,24.102410,25.222973,36,332,296
R1,(PATH_N_STAGE=N1b),population,0.994821,0.005179,12.951220,24.102410,25.673540,41,332,291
R2,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b),population,0.997769,0.002231,13.222222,24.102410,25.425676,36,332,296
R3,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),population,0.995104,0.004896,13.333333,24.102410,25.535836,39,332,293
R4,(SEX=Female) & (PATH_N_STAGE=N0),population,0.976644,0.023356,24.815126,24.102410,23.704225,119,332,213
R5,(PATH_N_STAGE=N1b) & (WGS_STATUS=No) & (RISK_GROUP=Intermediate),population,0.997919,0.002081,13.676471,24.102410,25.291946,34,332,298
R6,(MRNA_CLUSTER=5.0),population,0.973331,0.026669,26.323944,24.102410,23.498084,71,332,261
R7,(MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0),population,0.988577,0.011423,27.620690,24.102410,23.357664,58,332,274
R8,"(AGE=[60.00,85.00]) & (RISK_GROUP=Intermediate)",population,0.963084,0.036916,24.425000,24.102410,24.058219,40,332,292
R9,(WGS_STATUS=No) & (MRNA_CLUSTER=5.0),population,0.978966,0.021034,27.576271,24.102410,23.351648,59,332,273
R10,(MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0) & (RISK_GROUP=Intermediate),population,0.990572,0.009428,29.204082,24.102410,23.219081,49,332,283
R11,(RISK_GROUP=Low) & (SEX=Female),population,0.951061,0.048939,20.343137,24.102410,25.769565,102,332,230
R12,(SEX=Male) & (PATH_T_STAGE=T3) & (RISK_GROUP=Intermediate),population,0.980623,0.019377,16.361111,24.102410,25.043919,36,332,296
R13,(PATH_N_STAGE=N0) & (TUMOR_STATUS=TUMOR FREE),population,0.988004,0.011996,25.134752,24.102410,23.340314,141,332,191
R14,"(AGE=[60.00,85.00]) & (HISTOLOGICAL_TYPE=Classical)",population,0.956254,0.043746,22.977273,24.102410,24.274306,44,332,288
R15,(MRNA_CLUSTER=5.0) & (HISTOLOGICAL_TYPE=Classical),population,0.993961,0.006039,30.571429,24.102410,22.982332,49,332,283
R16,(MRNA_CLUSTER=5.0) & (WGS_STATUS=No) & (PRIMARY_EXOME=Yes),population,0.987537,0.012463,31.888889,24.102410,22.881533,45,332,287
