id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(PATH_N_STAGE=N1b),population,0.994821,0.005179,12.951220,24.102410,25.673540,41,332,291
R1,(RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0),population,0.990572,0.009428,29.204082,24.102410,23.219081,49,332,283
R2,(PATH_N_STAGE=N1b) & (WGS_STATUS=No),population,0.995104,0.004896,13.333333,24.102410,25.535836,39,332,293
R3,(PATH_N_STAGE=N1b) & (RISK_GROUP=Intermediate),population,0.997769,0.002231,13.222222,24.102410,25.425676,36,332,296
R4,(MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0),population,0.988577,0.011423,27.620690,24.102410,23.357664,58,332,274
R5,(MRNA_CLUSTER=5.0),population,0.973331,0.026669,26.323944,24.102410,23.498084,71,332,261
R6,(PATH_N_STAGE=N1b) & (WGS_STATUS=No) & (RISK_GROUP=Intermediate),population,0.997919,0.002081,13.676471,24.102410,25.291946,34,332,298
R7,(SEX=Female) & (RISK_GROUP=Low),population,0.951061,0.048939,20.343137,24.102410,25.769565,102,332,230
R8,(SEX=Female) & (PATH_N_STAGE=N0) & (TUMOR_STATUS=TUMOR FREE),population,0.991020,0.008980,25.944954,24.102410,23.201794,109,332,223
R9,(MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0) & (WGS_STATUS=No),population,0.992605,0.007395,28.666667,24.102410,23.330986,48,332,284
R10,(RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0),population,0.982651,0.017349,27.915254,24.102410,23.278388,59,332,273
