id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(strat2=0),population,0.999925,0.000075,226.936219,230.183319,232.185393,439,1151,712
R1,"(cd4=[98.00,148.00))",population,0.993609,0.006391,236.013100,230.183319,228.735358,229,1151,922
R2,(strat2=0) & (ivdrug=1),population,0.999981,0.000019,222.827957,230.183319,233.695764,372,1151,779
R3,(karnof=100),population,0.990468,0.009532,229.888889,230.183319,230.337748,396,1151,755
R4,(txgrp=1) & (strat2=0),population,1.000000,0.000000,217.351598,230.183319,233.198498,219,1151,932
R5,"(strat2=0) & (cd4=[0.00,17.00))",population,0.999995,0.000005,224.242291,230.183319,231.642857,227,1151,924
R6,"(cd4=[0.00,17.00))",population,0.999994,0.000006,224.205240,230.183319,231.668113,229,1151,922
R7,"(cd4=[148.00,392.00])",population,0.999915,0.000085,228.713675,230.183319,230.558342,234,1151,917
R8,(tx=0) & (strat2=0),population,1.000000,0.000000,216.577273,230.183319,233.398496,220,1151,931
R9,(strat2=0) & (hemophil=0) & (ivdrug=1),population,0.999990,0.000010,222.798319,230.183319,233.503778,357,1151,794
R10,(tx=1) & (strat2=1),population,0.999561,0.000439,236.540845,230.183319,227.347990,355,1151,796
R11,(karnof=80),population,0.999845,0.000155,216.697802,230.183319,232.716202,182,1151,969
R12,(ivdrug=1) & (txgrp=1) & (strat2=0),population,1.000000,0.000000,212.857923,230.183319,233.458678,183,1151,968
R13,"(priorzdv=[29.00,52.00)) & (tx=1)",population,0.978204,0.021796,251.294118,230.183319,227.749031,119,1151,1032
R14,"(ivdrug=1) & (cd4=[0.00,17.00))",population,0.999997,0.000003,220.628141,230.183319,232.180672,199,1151,952
R15,(txgrp=2) & (strat2=1),population,0.999557,0.000443,237.101695,230.183319,227.110414,354,1151,797
R16,"(cd4=[98.00,148.00)) & (hemophil=0)",population,0.995992,0.004008,236.837838,230.183319,228.593111,222,1151,929
R17,"(ivdrug=1) & (cd4=[0.00,17.00)) & (strat2=0)",population,0.999998,0.000002,220.828283,230.183319,232.126967,198,1151,953
