id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b),population,0.997769,0.002231,13.222222,24.102410,25.425676,36,332,296
R1,(MIRNA_CLUSTER=6.0) & (RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0),population,0.990572,0.009428,29.204082,24.102410,23.219081,49,332,283
R2,(PATH_N_STAGE=N1b),population,0.994821,0.005179,12.951220,24.102410,25.673540,41,332,291
R3,(WGS_STATUS=No) & (PATH_N_STAGE=N1b),population,0.995104,0.004896,13.333333,24.102410,25.535836,39,332,293
R4,(TUMOR_STATUS=TUMOR FREE) & (PATH_N_STAGE=N0),population,0.988004,0.011996,25.134752,24.102410,23.340314,141,332,191
R5,(RISK_GROUP=Intermediate) & (MRNA_CLUSTER=5.0),population,0.982651,0.017349,27.915254,24.102410,23.278388,59,332,273
R6,(MRNA_CLUSTER=5.0),population,0.973331,0.026669,26.323944,24.102410,23.498084,71,332,261
R7,(MRNA_CLUSTER=5.0) & (MIRNA_CLUSTER=6.0),population,0.988577,0.011423,27.620690,24.102410,23.357664,58,332,274
R8,(RISK_GROUP=Low) & (METHYLATION_CLUSTER=classical 2),population,0.951851,0.048149,24.733333,24.102410,23.963235,60,332,272
R9,(RISK_GROUP=Intermediate) & (PATH_N_STAGE=N1b) & (WGS_STATUS=No),population,0.997919,0.002081,13.676471,24.102410,25.291946,34,332,298
