times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,0.9965753424657537,1.0,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0
5.0,0.9930413873506263,1.0,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0
6.0,0.989377027987709,1.0,1.0,0.9846153846153846,1.0,1.0,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0
7.0,0.9856007797892833,1.0,1.0,0.9670329670329668,1.0,1.0,1.0,0.972972972972973,0.9341517857142859,0.972972972972973,0.9777777777777777,1.0,1.0,1.0
8.0,0.9816265830965845,0.9696969696969697,1.0,0.9670329670329668,0.9666666666666667,0.9696969696969697,1.0,0.972972972972973,0.9341517857142859,0.972972972972973,0.9777777777777777,1.0,0.9666666666666667,1.0
9.0,0.9816265830965845,0.9696969696969697,1.0,0.9670329670329668,0.9666666666666667,0.9696969696969697,1.0,0.972972972972973,0.9341517857142859,0.972972972972973,0.9777777777777777,1.0,0.9666666666666667,1.0
10.0,0.9771646440825088,0.9337822671156005,1.0,0.9460105112279021,0.9263888888888888,0.9337822671156005,1.0,0.939422180801491,0.8967857142857147,0.9382239382239383,0.9506172839506172,1.0,0.9263888888888888,1.0
11.0,0.9725335320252454,0.8931830381105745,1.0,0.924510272336359,0.882275132275132,0.8931830381105745,1.0,0.9058713886300093,0.8594196428571432,0.902138402138402,0.9226579520697166,1.0,0.882275132275132,1.0
12.0,0.9725335320252454,0.8931830381105745,1.0,0.924510272336359,0.882275132275132,0.8931830381105745,1.0,0.9058713886300093,0.8594196428571432,0.902138402138402,0.9226579520697166,1.0,0.882275132275132,1.0
13.0,0.9673048571218831,0.8931830381105745,1.0,0.924510272336359,0.882275132275132,0.8931830381105745,1.0,0.9058713886300093,0.8594196428571432,0.902138402138402,0.9226579520697166,1.0,0.882275132275132,0.9868421052631576
14.0,0.9560571262251175,0.8931830381105745,0.9841269841269844,0.9008048807379908,0.882275132275132,0.8931830381105745,1.0,0.8696365330848091,0.8184948979591838,0.8645493020493018,0.8919026870007261,1.0,0.882275132275132,0.9868421052631576
15.0,0.9560571262251175,0.8931830381105745,0.9841269841269844,0.9008048807379908,0.882275132275132,0.8931830381105745,1.0,0.8696365330848091,0.8184948979591838,0.8645493020493018,0.8919026870007261,1.0,0.882275132275132,0.9868421052631576
16.0,0.9427785550275465,0.8336375022365361,0.9841269841269844,0.846210645541749,0.8192554799697657,0.8336375022365361,1.0,0.7826728797763283,0.7730229591836738,0.7780943718443716,0.8175774630839989,1.0,0.8192554799697657,0.9868421052631576
17.0,0.9356899944634294,0.8336375022365361,0.9841269841269844,0.8170309681092747,0.8192554799697657,0.8336375022365361,1.0,0.7366332986130146,0.7214880952380954,0.7323241146770555,0.7786452029371417,1.0,0.8192554799697657,0.9868421052631576
18.0,0.9204755230087401,0.7502737520128825,0.9841269841269844,0.7878512906768007,0.7282270933064581,0.7502737520128825,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.7282270933064581,0.9868421052631576
19.0,0.9204755230087401,0.7502737520128825,0.9841269841269844,0.7878512906768007,0.7282270933064581,0.7502737520128825,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.7282270933064581,0.9868421052631576
20.0,0.9204755230087401,0.7502737520128825,0.9841269841269844,0.7878512906768007,0.7282270933064581,0.7502737520128825,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.7282270933064581,0.9868421052631576
21.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
22.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
23.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
24.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
25.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
27.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
28.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
29.0,0.9111777904530968,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
30.0,0.8991886089997663,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
31.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
32.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
33.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
36.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
37.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
38.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
39.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
40.0,0.8866998783192139,0.625228126677402,0.9841269841269844,0.7878512906768007,0.5825816746451665,0.625228126677402,0.9722222222222221,0.6905937174497013,0.7214880952380954,0.7323241146770555,0.7397129427902845,1.0,0.5825816746451665,0.9868421052631576
