id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(strat2=0),population,0.999925,0.000075,226.936219,230.183319,232.185393,439,1151,712
R1,(strat2=1) & (tx=1),population,0.999561,0.000439,236.540845,230.183319,227.347990,355,1151,796
R2,(strat2=0) & (sex=1) & (tx=0),population,1.000000,0.000000,218.217391,230.183319,232.460186,184,1151,967
R3,"(cd4=[0.00,17.00))",population,0.999994,0.000006,224.205240,230.183319,231.668113,229,1151,922
R4,(karnof=80),population,0.999845,0.000155,216.697802,230.183319,232.716202,182,1151,969
R5,(strat2=0) & (hemophil=0),population,0.999930,0.000070,227.134752,230.183319,231.954670,423,1151,728
R6,(ivdrug=1) & (strat2=0),population,0.999981,0.000019,222.827957,230.183319,233.695764,372,1151,779
R7,"(strat2=0) & (cd4=[0.00,17.00))",population,0.999995,0.000005,224.242291,230.183319,231.642857,227,1151,924
R8,(strat2=0) & (ivdrug=1) & (txgrp=1),population,1.000000,0.000000,212.857923,230.183319,233.458678,183,1151,968
R9,"(ivdrug=1) & (cd4=[0.00,17.00))",population,0.999997,0.000003,220.628141,230.183319,232.180672,199,1151,952
R10,(strat2=1),population,0.999538,0.000462,232.185393,230.183319,226.936219,712,1151,439
