times,population,R0,R1,R2,R3,R4,R5,R6
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9840000000000001,0.948275862068966,0.9557522123893805,0.9806451612903225,0.9911504424778754,0.9891304347826082,0.9705882352941179,0.98936170212766
2.0,0.9680000000000007,0.931034482758621,0.9380530973451323,0.9612903225806451,0.9823008849557517,0.9456521739130433,0.960784313725491,0.9787234042553193
3.0,0.9620000000000002,0.8793103448275864,0.9115044247787609,0.9419354838709675,0.9646017699115039,0.9347826086956517,0.9411764705882355,0.9787234042553193
4.0,0.958,0.8620689655172415,0.9026548672566366,0.9354838709677415,0.9557522123893805,0.923913043478261,0.9411764705882355,0.9787234042553193
5.0,0.9540000000000006,0.8620689655172415,0.9026548672566366,0.9290322580645161,0.946902654867256,0.923913043478261,0.9313725490196082,0.9787234042553193
6.0,0.944,0.8275862068965522,0.8761061946902652,0.9096774193548387,0.9203539823008846,0.891304347826087,0.901960784313726,0.9680851063829785
7.0,0.932,0.7586206896551725,0.8407079646017697,0.8774193548387098,0.8761061946902652,0.8804347826086958,0.8725490196078434,0.9680851063829785
10.0,0.9260000000000003,0.7413793103448277,0.8318584070796458,0.8645161290322577,0.8584070796460175,0.8695652173913039,0.8725490196078434,0.9680851063829785
11.0,0.9180000000000004,0.724137931034483,0.8141592920353982,0.8516129032258061,0.8407079646017697,0.8586956521739129,0.8725490196078434,0.9680851063829785
14.0,0.9140000000000007,0.6896551724137933,0.7964601769911502,0.8387096774193545,0.8230088495575222,0.8478260869565216,0.8627450980392164,0.9680851063829785
16.0,0.9120000000000006,0.6724137931034484,0.7876106194690262,0.8322580645161287,0.8141592920353982,0.8478260869565216,0.8627450980392164,0.9680851063829785
17.0,0.9080000000000006,0.6724137931034484,0.7876106194690262,0.8322580645161287,0.8141592920353982,0.8478260869565216,0.8627450980392164,0.9680851063829785
18.0,0.9020000000000006,0.6724137931034484,0.7787610619469028,0.8193548387096772,0.8053097345132739,0.8478260869565216,0.8529411764705885,0.9574468085106383
19.0,0.8960000000000001,0.6379310344827587,0.7522123893805309,0.806451612903226,0.7964601769911502,0.826086956521739,0.8431372549019608,0.9574468085106383
20.0,0.8920000000000005,0.6206896551724139,0.7433628318584067,0.7935483870967738,0.7876106194690262,0.8152173913043474,0.8333333333333338,0.9574468085106383
22.0,0.8880000000000002,0.6206896551724139,0.7345132743362832,0.7870967741935484,0.7876106194690262,0.8043478260869568,0.813725490196079,0.9574468085106383
26.0,0.8860000000000003,0.6206896551724139,0.7345132743362832,0.7806451612903227,0.7876106194690262,0.8043478260869568,0.813725490196079,0.9574468085106383
31.0,0.884,0.6034482758620691,0.7256637168141593,0.7741935483870965,0.7787610619469028,0.8043478260869568,0.813725490196079,0.9574468085106383
32.0,0.88,0.6034482758620691,0.7256637168141593,0.7612903225806453,0.7610619469026544,0.793478260869565,0.8039215686274515,0.9468085106382977
33.0,0.8740000000000001,0.6034482758620691,0.707964601769911,0.7612903225806453,0.7610619469026544,0.7826086956521738,0.7941176470588241,0.9468085106382977
34.0,0.8720000000000002,0.5862068965517244,0.6991150442477875,0.7548387096774194,0.7522123893805309,0.7717391304347825,0.7843137254901961,0.9468085106382977
37.0,0.8700000000000003,0.5862068965517244,0.6991150442477875,0.7483870967741933,0.7522123893805309,0.7717391304347825,0.7843137254901961,0.9468085106382977
42.0,0.8680000000000005,0.5862068965517244,0.6991150442477875,0.7483870967741933,0.7522123893805309,0.7717391304347825,0.7843137254901961,0.9468085106382977
46.0,0.8660000000000001,0.5862068965517244,0.6991150442477875,0.7483870967741933,0.7522123893805309,0.7717391304347825,0.7843137254901961,0.9468085106382977
49.0,0.8640000000000007,0.5689655172413794,0.6902654867256636,0.7419354838709677,0.7433628318584067,0.7608695652173915,0.774509803921569,0.9468085106382977
52.0,0.862,0.5689655172413794,0.6814159292035399,0.7419354838709677,0.7433628318584067,0.7500000000000001,0.7647058823529415,0.9468085106382977
53.0,0.8600000000000001,0.5689655172413794,0.6814159292035399,0.7354838709677419,0.7345132743362832,0.7500000000000001,0.7647058823529415,0.9468085106382977
55.0,0.8580000000000003,0.5689655172413794,0.6814159292035399,0.7354838709677419,0.7345132743362832,0.7500000000000001,0.7647058823529415,0.9468085106382977
57.0,0.8540000000000005,0.5517241379310346,0.6725663716814158,0.72258064516129,0.7168141592920355,0.7391304347826088,0.7549019607843143,0.9468085106382977
60.0,0.8520000000000006,0.5517241379310346,0.6725663716814158,0.72258064516129,0.7168141592920355,0.7391304347826088,0.7450980392156865,0.9468085106382977
61.0,0.8500000000000005,0.5517241379310346,0.6725663716814158,0.7161290322580642,0.7168141592920355,0.7391304347826088,0.7450980392156865,0.9468085106382977
62.0,0.8480000000000002,0.5517241379310346,0.6637168141592916,0.7161290322580642,0.7168141592920355,0.7391304347826088,0.7352941176470589,0.9468085106382977
64.0,0.8440000000000005,0.5517241379310346,0.6548672566371683,0.7161290322580642,0.7168141592920355,0.7282608695652171,0.7352941176470589,0.9468085106382977
69.0,0.8400000000000002,0.5344827586206898,0.6460176991150439,0.7032258064516126,0.6991150442477875,0.7282608695652171,0.7352941176470589,0.9468085106382977
76.0,0.838,0.5344827586206898,0.6460176991150439,0.7032258064516126,0.6991150442477875,0.7282608695652171,0.7352941176470589,0.9468085106382977
81.0,0.8360000000000003,0.5344827586206898,0.6460176991150439,0.7032258064516126,0.6991150442477875,0.7282608695652171,0.7352941176470589,0.9468085106382977
83.0,0.8340000000000003,0.5344827586206898,0.6460176991150439,0.7032258064516126,0.6991150442477875,0.7282608695652171,0.7352941176470589,0.9468085106382977
88.0,0.8320000000000003,0.5344827586206898,0.6460176991150439,0.7032258064516126,0.6991150442477875,0.7282608695652171,0.725490196078432,0.9468085106382977
91.0,0.83,0.5344827586206898,0.6460176991150439,0.6967741935483871,0.6902654867256636,0.7282608695652171,0.725490196078432,0.9468085106382977
93.0,0.8280000000000001,0.5344827586206898,0.6371681415929202,0.6967741935483871,0.6902654867256636,0.7282608695652171,0.725490196078432,0.9468085106382977
95.0,0.8260000000000006,0.5344827586206898,0.6371681415929202,0.6967741935483871,0.6902654867256636,0.7173913043478257,0.715686274509804,0.9468085106382977
97.0,0.8240000000000005,0.5344827586206898,0.6283185840707963,0.6967741935483871,0.6902654867256636,0.7173913043478257,0.7058823529411767,0.9468085106382977
100.0,0.822,0.5344827586206898,0.6283185840707963,0.6903225806451609,0.6902654867256636,0.7065217391304345,0.6960784313725493,0.9468085106382977
101.0,0.8200000000000006,0.5344827586206898,0.6283185840707963,0.6838709677419352,0.6814159292035399,0.6956521739130431,0.6862745098039221,0.9468085106382977
108.0,0.8180000000000006,0.517241379310345,0.6194690265486726,0.6774193548387094,0.6725663716814158,0.6956521739130431,0.6862745098039221,0.9468085106382977
109.0,0.8160000000000001,0.5000000000000002,0.6106194690265487,0.6709677419354837,0.6637168141592916,0.6956521739130431,0.6862745098039221,0.9468085106382977
113.0,0.814,0.5000000000000002,0.6106194690265487,0.6709677419354837,0.6637168141592916,0.6956521739130431,0.6862745098039221,0.9468085106382977
116.0,0.8120000000000002,0.5000000000000002,0.6106194690265487,0.6709677419354837,0.6637168141592916,0.6956521739130431,0.6862745098039221,0.9468085106382977
117.0,0.8099999999999999,0.5000000000000002,0.6106194690265487,0.6709677419354837,0.6637168141592916,0.684782608695652,0.6862745098039221,0.9468085106382977
118.0,0.8080000000000006,0.5000000000000002,0.6017699115044248,0.6709677419354837,0.6637168141592916,0.6739130434782609,0.6862745098039221,0.9468085106382977
129.0,0.8059999999999999,0.48275862068965525,0.5929203539823006,0.664516129032258,0.6548672566371683,0.6739130434782609,0.6862745098039221,0.9468085106382977
132.0,0.8040000000000003,0.48275862068965525,0.5929203539823006,0.6580645161290319,0.6460176991150439,0.6739130434782609,0.6764705882352946,0.9468085106382977
134.0,0.8020000000000004,0.4655172413793105,0.5840707964601767,0.6516129032258065,0.6371681415929202,0.6630434782608695,0.6764705882352946,0.9468085106382977
135.0,0.8,0.4655172413793105,0.5840707964601767,0.6451612903225808,0.6283185840707963,0.6521739130434779,0.6764705882352946,0.9468085106382977
137.0,0.7980000000000005,0.4655172413793105,0.5752212389380528,0.6451612903225808,0.6283185840707963,0.641304347826087,0.6764705882352946,0.9468085106382977
140.0,0.7940000000000005,0.4655172413793105,0.5663716814159289,0.6387096774193547,0.6194690265486726,0.641304347826087,0.6764705882352946,0.9468085106382977
143.0,0.7920000000000003,0.4655172413793105,0.5663716814159289,0.6322580645161292,0.6106194690265487,0.6304347826086955,0.6666666666666671,0.9468085106382977
145.0,0.7900000000000004,0.4655172413793105,0.5663716814159289,0.6322580645161292,0.6106194690265487,0.6304347826086955,0.6666666666666671,0.9361702127659579
146.0,0.7880000000000004,0.4655172413793105,0.5663716814159289,0.6258064516129032,0.6017699115044248,0.6304347826086955,0.6666666666666671,0.9361702127659579
