times,population,R0,R1
0.0,1.0,1.0,1.0
125.0,0.9948979591836739,0.9827586206896555,1.0
269.0,0.9897959183673475,0.9827586206896555,0.9922480620155038
289.0,0.9846938775510209,0.9827586206896555,0.9844961240310078
394.0,0.9795918367346942,0.9827586206896555,0.9767441860465118
404.0,0.9744897959183678,0.9827586206896555,0.968992248062016
421.0,0.9693877551020412,0.9827586206896555,0.9612403100775198
434.0,0.9642857142857149,0.9827586206896555,0.9534883720930231
524.0,0.9591836734693882,0.9827586206896555,0.9457364341085275
528.0,0.9540816326530618,0.9827586206896555,0.9379844961240315
530.0,0.9489795918367355,0.9827586206896555,0.9302325581395349
649.0,0.9438775510204082,0.9827586206896555,0.9224806201550392
690.0,0.9387755102040822,0.9827586206896555,0.9147286821705432
723.0,0.9336734693877559,0.9827586206896555,0.9069767441860468
730.0,0.9285714285714287,0.9827586206896555,0.8992248062015504
794.0,0.9234693877551027,0.9827586206896555,0.8914728682170545
796.0,0.918367346938776,0.9655172413793109,0.8914728682170545
803.0,0.9132653061224493,0.9655172413793109,0.8837209302325585
805.0,0.9081632653061227,0.9655172413793109,0.8759689922480624
880.0,0.903061224489796,0.948275862068966,0.8759689922480624
910.0,0.8979591836734694,0.948275862068966,0.8682170542635657
958.0,0.8979591836734694,0.948275862068966,0.8682170542635657
994.0,0.8928279883381921,0.948275862068966,0.8603952789999305
1023.0,0.8876967930029154,0.948275862068966,0.8525735037362943
1104.0,0.8876967930029154,0.948275862068966,0.8525735037362943
1112.0,0.88253576513662,0.948275862068966,0.8446793046276243
1136.0,0.8773747372703239,0.948275862068966,0.836785105518955
1171.0,0.8722137094040276,0.948275862068966,0.8288909064102856
1206.0,0.8670526815377314,0.948275862068966,0.8209967073016163
1215.0,0.8670526815377314,0.948275862068966,0.8209967073016163
1233.0,0.8618607493129546,0.948275862068966,0.8130258654831536
1259.0,0.8566688170881772,0.948275862068966,0.8050550236646918
1290.0,0.8566688170881772,0.948275862068966,0.8050550236646918
1554.0,0.8566688170881772,0.948275862068966,0.8050550236646918
1591.0,0.8566688170881772,0.948275862068966,0.8050550236646918
1598.0,0.8513807379703494,0.948275862068966,0.7970044734280445
1693.0,0.8460926588525208,0.948275862068966,0.788953923191398
1703.0,0.8460926588525208,0.948275862068966,0.788953923191398
1721.0,0.840771321375461,0.948275862068966,0.7808203775914866
1731.0,0.8354499838984007,0.931034482758621,0.7808203775914866
1740.0,0.8354499838984007,0.931034482758621,0.7808203775914866
1742.0,0.8300945352836675,0.931034482758621,0.7726012157221025
1743.0,0.8247390866689344,0.931034482758621,0.7643820538527187
1781.0,0.8247390866689344,0.931034482758621,0.7643820538527187
1815.0,0.8193486351220788,0.931034482758621,0.7560735532673627
1918.0,0.8193486351220788,0.931034482758621,0.7560735532673627
1920.0,0.8193486351220788,0.931034482758621,0.7560735532673627
2105.0,0.8193486351220788,0.931034482758621,0.7560735532673627
2196.0,0.8193486351220788,0.931034482758621,0.7560735532673627
2225.0,0.8193486351220788,0.931034482758621,0.7560735532673627
2349.0,0.8137748348831532,0.931034482758621,0.7475783448036849
2454.0,0.8082010346442274,0.931034482758621,0.7390831363400064
2549.0,0.8082010346442274,0.931034482758621,0.7390831363400064
2561.0,0.8082010346442274,0.931034482758621,0.7390831363400064
2604.0,0.8025492791572052,0.931034482758621,0.7390831363400064
2647.0,0.8025492791572052,0.931034482758621,0.7390831363400064
2672.0,0.8025492791572052,0.931034482758621,0.7390831363400064
2722.0,0.8025492791572052,0.931034482758621,0.7390831363400064
2809.0,0.8025492791572052,0.931034482758621,0.7390831363400064
2863.0,0.7967337046705586,0.931034482758621,0.7304891463825649
2879.0,0.7967337046705586,0.931034482758621,0.7304891463825649
2892.0,0.7967337046705586,0.931034482758621,0.7304891463825649
2909.0,0.7967337046705586,0.931034482758621,0.7304891463825649
2965.0,0.7967337046705586,0.931034482758621,0.7304891463825649
2972.0,0.7967337046705586,0.931034482758621,0.7304891463825649
3121.0,0.7906978432715391,0.931034482758621,0.7214707618593228
3188.0,0.7906978432715391,0.931034482758621,0.7214707618593228
3293.0,0.7906978432715391,0.931034482758621,0.7214707618593228
3296.0,0.7906978432715391,0.931034482758621,0.7214707618593228
3311.0,0.7906978432715391,0.931034482758621,0.7214707618593228
3313.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3492.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3544.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3555.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3608.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3614.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3721.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3771.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3779.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3782.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3800.0,0.7844718760016846,0.931034482758621,0.7124523773360816
3822.0,0.7777091874154634,0.931034482758621,0.7024178368102215
3855.0,0.7777091874154634,0.931034482758621,0.7024178368102215
3900.0,0.7777091874154634,0.931034482758621,0.7024178368102215
3914.0,0.7777091874154634,0.931034482758621,0.7024178368102215
3964.0,0.7777091874154634,0.931034482758621,0.7024178368102215
3976.0,0.7707027983396488,0.931034482758621,0.6919339884996212
4050.0,0.7636964092638333,0.931034482758621,0.6814501401890208
4052.0,0.7636964092638333,0.931034482758621,0.6814501401890208
4066.0,0.7566251462150937,0.931034482758621,0.6708024817485676
4085.0,0.7566251462150937,0.931034482758621,0.6708024817485676
4178.0,0.7566251462150937,0.931034482758621,0.6708024817485676
