id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(edema={'1.0'}),complement,1.000000,0.000000,590.705882,1979.166667,2070.301158,17,276,259
R1,"(sb={'[2.00,4.00]'})",complement,1.000000,0.000000,1170.919355,1979.166667,2213.331776,62,276,214
R2,"(uc={'[152.00,588.00]'})",complement,1.000000,0.000000,1370.087719,1979.166667,2137.694064,57,276,219
R3,"(pl={'[62.00,182.00)'}) & (age={'[21483.00,28650.00]'})",complement,1.000000,0.000000,957.235294,1979.166667,2046.243243,17,276,259
R4,"(ptb={'[10.00,10.00]'})",complement,1.000000,0.000000,1802.724490,1979.166667,2076.308989,98,276,178
R5,(hist-stage={'4'}),complement,1.000000,0.000000,1456.585106,1979.166667,2249.071429,94,276,182
R6,(spiders={'yes'}),complement,1.000000,0.000000,1526.237500,1979.166667,2164.035714,80,276,196
R7,(hp={'yes'}),complement,1.000000,0.000000,1697.619718,1979.166667,2277.522388,142,276,134
R8,(hist-stage={'2'}),complement,0.998771,0.001229,2380.491525,1979.166667,1870.050691,59,276,217
R9,(ascites={'no'}),complement,1.000000,0.000000,2078.630350,1979.166667,633.789474,257,276,19
