times,population,R0,R1,R2,R3,R4,R5,R6
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9840000000000001,0.9557522123893805,0.9806451612903225,0.98936170212766,0.973856209150327,0.9705882352941179,1.0,0.9857819905213268
2.0,0.9680000000000007,0.9380530973451323,0.9612903225806451,0.9787234042553193,0.954248366013072,0.960784313725491,1.0,0.9715639810426542
3.0,0.9620000000000002,0.9115044247787609,0.9419354838709675,0.9787234042553193,0.9477124183006536,0.9411764705882355,1.0,0.9644549763033169
4.0,0.958,0.9026548672566366,0.9354838709677415,0.9787234042553193,0.9477124183006536,0.9411764705882355,0.9904761904761906,0.9620853080568718
5.0,0.9540000000000006,0.9026548672566366,0.9290322580645161,0.9787234042553193,0.9477124183006536,0.9313725490196082,0.9904761904761906,0.9573459715639812
6.0,0.944,0.8761061946902652,0.9096774193548387,0.9680851063829785,0.9477124183006536,0.901960784313726,0.9809523809523814,0.9478672985781985
7.0,0.932,0.8407079646017697,0.8774193548387098,0.9680851063829785,0.9411764705882355,0.8725490196078434,0.9714285714285713,0.9360189573459715
10.0,0.9260000000000003,0.8318584070796458,0.8645161290322577,0.9680851063829785,0.9346405228758169,0.8725490196078434,0.9714285714285713,0.9312796208530802
11.0,0.9180000000000004,0.8141592920353982,0.8516129032258061,0.9680851063829785,0.928104575163399,0.8725490196078434,0.9619047619047624,0.924170616113744
14.0,0.9140000000000007,0.7964601769911502,0.8387096774193545,0.9680851063829785,0.928104575163399,0.8627450980392164,0.9619047619047624,0.9218009478672979
16.0,0.9120000000000006,0.7876106194690262,0.8322580645161287,0.9680851063829785,0.928104575163399,0.8627450980392164,0.9619047619047624,0.9218009478672979
17.0,0.9080000000000006,0.7876106194690262,0.8322580645161287,0.9680851063829785,0.9215686274509807,0.8627450980392164,0.9619047619047624,0.919431279620853
18.0,0.9020000000000006,0.7787610619469028,0.8193548387096772,0.9574468085106383,0.9150326797385618,0.8529411764705885,0.9619047619047624,0.9123222748815167
19.0,0.8960000000000001,0.7522123893805309,0.806451612903226,0.9574468085106383,0.9084967320261437,0.8431372549019608,0.9619047619047624,0.9099526066350709
20.0,0.8920000000000005,0.7433628318584067,0.7935483870967738,0.9574468085106383,0.901960784313726,0.8333333333333338,0.9619047619047624,0.907582938388625
22.0,0.8880000000000002,0.7345132743362832,0.7870967741935484,0.9574468085106383,0.8954248366013075,0.813725490196079,0.9619047619047624,0.9028436018957346
26.0,0.8860000000000003,0.7345132743362832,0.7806451612903227,0.9574468085106383,0.8888888888888894,0.813725490196079,0.9619047619047624,0.900473933649289
31.0,0.884,0.7256637168141593,0.7741935483870965,0.9574468085106383,0.8888888888888894,0.813725490196079,0.9619047619047624,0.8981042654028434
32.0,0.88,0.7256637168141593,0.7612903225806453,0.9468085106382977,0.8888888888888894,0.8039215686274515,0.9523809523809531,0.8933649289099524
33.0,0.8740000000000001,0.707964601769911,0.7612903225806453,0.9468085106382977,0.8888888888888894,0.7941176470588241,0.9523809523809531,0.8862559241706162
34.0,0.8720000000000002,0.6991150442477875,0.7548387096774194,0.9468085106382977,0.8888888888888894,0.7843137254901961,0.9523809523809531,0.8838862559241707
37.0,0.8700000000000003,0.6991150442477875,0.7483870967741933,0.9468085106382977,0.8823529411764709,0.7843137254901961,0.9523809523809531,0.8815165876777246
42.0,0.8680000000000005,0.6991150442477875,0.7483870967741933,0.9468085106382977,0.8758169934640522,0.7843137254901961,0.9523809523809531,0.8791469194312793
46.0,0.8660000000000001,0.6991150442477875,0.7483870967741933,0.9468085106382977,0.8692810457516341,0.7843137254901961,0.9523809523809531,0.8767772511848336
49.0,0.8640000000000007,0.6902654867256636,0.7419354838709677,0.9468085106382977,0.8692810457516341,0.774509803921569,0.9523809523809531,0.8767772511848336
52.0,0.862,0.6814159292035399,0.7419354838709677,0.9468085106382977,0.8692810457516341,0.7647058823529415,0.9523809523809531,0.8744075829383883
53.0,0.8600000000000001,0.6814159292035399,0.7354838709677419,0.9468085106382977,0.8692810457516341,0.7647058823529415,0.9523809523809531,0.8720379146919433
55.0,0.8580000000000003,0.6814159292035399,0.7354838709677419,0.9468085106382977,0.8692810457516341,0.7647058823529415,0.9523809523809531,0.8696682464454978
57.0,0.8540000000000005,0.6725663716814158,0.72258064516129,0.9468085106382977,0.8692810457516341,0.7549019607843143,0.9523809523809531,0.8672985781990515
60.0,0.8520000000000006,0.6725663716814158,0.72258064516129,0.9468085106382977,0.8692810457516341,0.7450980392156865,0.9523809523809531,0.8649289099526064
61.0,0.8500000000000005,0.6725663716814158,0.7161290322580642,0.9468085106382977,0.8627450980392156,0.7450980392156865,0.9523809523809531,0.8625592417061608
62.0,0.8480000000000002,0.6637168141592916,0.7161290322580642,0.9468085106382977,0.8627450980392156,0.7352941176470589,0.9523809523809531,0.8601895734597151
64.0,0.8440000000000005,0.6548672566371683,0.7161290322580642,0.9468085106382977,0.8627450980392156,0.7352941176470589,0.9428571428571431,0.8578199052132703
69.0,0.8400000000000002,0.6460176991150439,0.7032258064516126,0.9468085106382977,0.8627450980392156,0.7352941176470589,0.933333333333334,0.8530805687203791
76.0,0.838,0.6460176991150439,0.7032258064516126,0.9468085106382977,0.8627450980392156,0.7352941176470589,0.933333333333334,0.8507109004739332
81.0,0.8360000000000003,0.6460176991150439,0.7032258064516126,0.9468085106382977,0.8627450980392156,0.7352941176470589,0.933333333333334,0.8507109004739332
83.0,0.8340000000000003,0.6460176991150439,0.7032258064516126,0.9468085106382977,0.8627450980392156,0.7352941176470589,0.933333333333334,0.8483412322274879
88.0,0.8320000000000003,0.6460176991150439,0.7032258064516126,0.9468085106382977,0.8627450980392156,0.725490196078432,0.933333333333334,0.8459715639810421
91.0,0.83,0.6460176991150439,0.6967741935483871,0.9468085106382977,0.8627450980392156,0.725490196078432,0.9238095238095241,0.843601895734597
93.0,0.8280000000000001,0.6371681415929202,0.6967741935483871,0.9468085106382977,0.8627450980392156,0.725490196078432,0.9238095238095241,0.8412322274881516
95.0,0.8260000000000006,0.6371681415929202,0.6967741935483871,0.9468085106382977,0.8562091503267972,0.715686274509804,0.9238095238095241,0.8412322274881516
97.0,0.8240000000000005,0.6283185840707963,0.6967741935483871,0.9468085106382977,0.8562091503267972,0.7058823529411767,0.9238095238095241,0.8388625592417057
100.0,0.822,0.6283185840707963,0.6903225806451609,0.9468085106382977,0.8496732026143791,0.6960784313725493,0.9238095238095241,0.8364928909952603
101.0,0.8200000000000006,0.6283185840707963,0.6838709677419352,0.9468085106382977,0.8496732026143791,0.6862745098039221,0.9238095238095241,0.8341232227488147
108.0,0.8180000000000006,0.6194690265486726,0.6774193548387094,0.9468085106382977,0.8496732026143791,0.6862745098039221,0.9238095238095241,0.8317535545023691
109.0,0.8160000000000001,0.6106194690265487,0.6709677419354837,0.9468085106382977,0.8496732026143791,0.6862745098039221,0.9238095238095241,0.8293838862559236
113.0,0.814,0.6106194690265487,0.6709677419354837,0.9468085106382977,0.8431372549019608,0.6862745098039221,0.9238095238095241,0.8270142180094784
116.0,0.8120000000000002,0.6106194690265487,0.6709677419354837,0.9468085106382977,0.8431372549019608,0.6862745098039221,0.9238095238095241,0.8270142180094784
117.0,0.8099999999999999,0.6106194690265487,0.6709677419354837,0.9468085106382977,0.8366013071895424,0.6862745098039221,0.9238095238095241,0.8246445497630331
