times,population,R0,R1,R2,R3,R4,R5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,0.9940476190476195,1.0,1.0,1.0,1.0,0.9787234042553193,0.9843750000000002
11.0,0.9880952380952387,1.0,0.9903846153846156,0.9411764705882352,0.9743589743589743,0.9787234042553193,0.9843750000000002
12.0,0.982142857142857,0.9473684210526316,0.9807692307692305,0.8823529411764706,0.9487179487179488,0.9787234042553193,0.9843750000000002
13.0,0.9761904761904767,0.9473684210526316,0.9711538461538466,0.8235294117647056,0.9230769230769231,0.9787234042553193,0.9843750000000002
15.0,0.9702380952380953,0.9473684210526316,0.9615384615384621,0.8235294117647056,0.9230769230769231,0.9574468085106383,0.9843750000000002
26.0,0.964285714285714,0.9473684210526316,0.951923076923077,0.8235294117647056,0.8974358974358974,0.9574468085106383,0.9843750000000002
30.0,0.9583333333333336,0.8947368421052634,0.9423076923076928,0.8235294117647056,0.871794871794872,0.9574468085106383,0.9843750000000002
31.0,0.9523809523809522,0.8947368421052634,0.9326923076923078,0.8235294117647056,0.871794871794872,0.9361702127659575,0.9843750000000002
53.0,0.9404761904761907,0.8947368421052634,0.9134615384615385,0.7647058823529411,0.8461538461538463,0.9148936170212767,0.9843750000000002
54.0,0.9345238095238093,0.8421052631578948,0.903846153846154,0.7647058823529411,0.8205128205128206,0.9148936170212767,0.9843750000000002
59.0,0.9285714285714287,0.7894736842105264,0.8942307692307697,0.7647058823529411,0.8205128205128206,0.9148936170212767,0.9843750000000002
60.0,0.9166666666666672,0.7894736842105264,0.8846153846153849,0.7647058823529411,0.8205128205128206,0.9148936170212767,0.9687500000000004
61.0,0.9107142857142857,0.7894736842105264,0.8846153846153849,0.7647058823529411,0.794871794871795,0.9148936170212767,0.9531250000000004
62.0,0.904761904761905,0.7894736842105264,0.8846153846153849,0.7647058823529411,0.794871794871795,0.9148936170212767,0.9375000000000001
65.0,0.898809523809524,0.7368421052631579,0.8749999999999999,0.7058823529411764,0.7692307692307694,0.9148936170212767,0.9375000000000001
79.0,0.8928571428571428,0.7368421052631579,0.8749999999999999,0.7058823529411764,0.7692307692307694,0.9148936170212767,0.9218750000000006
81.0,0.8869047619047621,0.7368421052631579,0.8749999999999999,0.7058823529411764,0.7692307692307694,0.8936170212765959,0.9062500000000001
88.0,0.8809523809523808,0.7368421052631579,0.8653846153846155,0.7058823529411764,0.7692307692307694,0.8936170212765959,0.9062500000000001
92.0,0.8749999999999999,0.6842105263157896,0.8557692307692307,0.7058823529411764,0.7692307692307694,0.8936170212765959,0.9062500000000001
93.0,0.8690476190476191,0.6315789473684212,0.8461538461538466,0.7058823529411764,0.7435897435897437,0.8936170212765959,0.9062500000000001
95.0,0.8571428571428573,0.6315789473684212,0.8365384615384617,0.6470588235294118,0.717948717948718,0.8936170212765959,0.8906250000000004
105.0,0.8571428571428573,0.6315789473684212,0.8365384615384617,0.6470588235294118,0.717948717948718,0.8936170212765959,0.8906250000000004
107.0,0.8511488511488517,0.6315789473684212,0.8365384615384617,0.6470588235294118,0.6913580246913581,0.8936170212765959,0.8747209821428574
110.0,0.8451548451548457,0.5789473684210528,0.8269230769230768,0.6470588235294118,0.6913580246913581,0.8936170212765959,0.8747209821428574
118.0,0.8391608391608393,0.5789473684210528,0.8173076923076926,0.6470588235294118,0.6913580246913581,0.8936170212765959,0.8747209821428574
