id,sg,baseline,fitness,pvalue,mean_sg,mean_pop,mean_cpm,size_sg,size_pop,size_cpm
R0,(edema={'1.0'}),complement,1.000000,0.000000,590.705882,1979.166667,2070.301158,17,276,259
R1,"(sb={'[2.00,4.00]'})",complement,1.000000,0.000000,1170.919355,1979.166667,2213.331776,62,276,214
R2,"(sb={'[1.00,2.00)'}) & (age={'[21483.00,28650.00]'})",complement,1.000000,0.000000,1082.642857,1979.166667,2027.072519,14,276,262
R3,"(spiders={'yes'}) & (ptb={'[10.00,10.00]'})",complement,1.000000,0.000000,1283.204545,1979.166667,2111.159483,44,276,232
R4,"(ptb={'[10.00,10.00]'})",complement,1.000000,0.000000,1802.724490,1979.166667,2076.308989,98,276,178
R5,"(ptb={'[10.00,10.00]'}) & (hist-stage={'4'})",complement,1.000000,0.000000,1291.181818,1979.166667,2150.384615,55,276,221
R6,(spiders={'yes'}),complement,1.000000,0.000000,1526.237500,1979.166667,2164.035714,80,276,196
R7,(hp={'yes'}),complement,1.000000,0.000000,1697.619718,1979.166667,2277.522388,142,276,134
R8,(hist-stage={'2'}),complement,0.998771,0.001229,2380.491525,1979.166667,1870.050691,59,276,217
R9,"(sb={'[0.00,1.00)'})",complement,0.995090,0.004910,2296.814286,1979.166667,1871.228155,70,276,206
R10,(ascites={'no'}),complement,1.000000,0.000000,2078.630350,1979.166667,633.789474,257,276,19
