times,population,R0,R1,R2,R3,R4,R5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9854014598540146,0.9545454545454544,1.0,1.0,1.0,1.0,0.9428571428571431
2.0,0.9781021897810215,0.9545454545454544,1.0,0.9866666666666674,1.0,1.0,0.9428571428571431
3.0,0.970802919708029,0.9090909090909087,1.0,0.9733333333333335,1.0,1.0,0.9428571428571431
4.0,0.9635036496350361,0.9090909090909087,1.0,0.9600000000000003,1.0,1.0,0.9428571428571431
7.0,0.9416058394160581,0.8636363636363633,0.8888888888888886,0.9200000000000006,1.0,0.9600000000000003,0.9428571428571431
8.0,0.9124087591240878,0.8181818181818179,0.7777777777777776,0.88,0.9696969696969697,0.9600000000000003,0.9142857142857145
10.0,0.8978102189781016,0.7727272727272726,0.7777777777777776,0.8666666666666667,0.9696969696969697,0.9200000000000002,0.8857142857142859
11.0,0.8905109489051095,0.7727272727272726,0.7777777777777776,0.8666666666666667,0.9696969696969697,0.9200000000000002,0.8571428571428573
12.0,0.8759124087591238,0.7727272727272726,0.6666666666666665,0.8533333333333333,0.9696969696969697,0.9200000000000002,0.8571428571428573
13.0,0.8613138686131389,0.7272727272727271,0.6666666666666665,0.826666666666667,0.9696969696969697,0.8800000000000003,0.8571428571428573
15.0,0.846715328467153,0.6818181818181817,0.6666666666666665,0.826666666666667,0.9696969696969697,0.8800000000000003,0.8285714285714288
16.0,0.8394160583941606,0.6363636363636361,0.6666666666666665,0.8133333333333337,0.9696969696969697,0.8400000000000002,0.8285714285714288
18.0,0.817518248175182,0.5454545454545454,0.5555555555555554,0.7733333333333334,0.9696969696969697,0.8400000000000002,0.8285714285714288
19.0,0.8029197080291972,0.49999999999999994,0.44444444444444436,0.7600000000000003,0.9696969696969697,0.8400000000000002,0.8285714285714288
20.0,0.7883211678832117,0.40909090909090906,0.44444444444444436,0.7333333333333337,0.9696969696969697,0.8,0.8285714285714288
21.0,0.773722627737226,0.3636363636363635,0.44444444444444436,0.706666666666667,0.9696969696969697,0.76,0.8285714285714288
22.0,0.7664233576642332,0.3636363636363635,0.44444444444444436,0.6933333333333337,0.9696969696969697,0.76,0.8285714285714288
24.0,0.7518248175182481,0.3636363636363635,0.3333333333333333,0.6666666666666669,0.9696969696969697,0.72,0.8285714285714288
25.0,0.7299270072992703,0.27272727272727265,0.3333333333333333,0.6400000000000003,0.9696969696969697,0.72,0.8
27.0,0.7225540072255406,0.27272727272727265,0.3333333333333333,0.6266666666666668,0.9696969696969697,0.72,0.8
29.0,0.7151810071518103,0.27272727272727265,0.3333333333333333,0.6133333333333336,0.9696969696969697,0.72,0.8
30.0,0.7004350070043504,0.27272727272727265,0.3333333333333333,0.6000000000000001,0.9696969696969697,0.72,0.7703703703703705
31.0,0.6856890068568906,0.27272727272727265,0.3333333333333333,0.5733333333333335,0.9384164222873901,0.72,0.7703703703703705
33.0,0.6783160067831605,0.2272727272727272,0.3333333333333333,0.5733333333333335,0.9384164222873901,0.72,0.7407407407407406
35.0,0.6709430067094302,0.2272727272727272,0.2222222222222222,0.5600000000000003,0.9384164222873901,0.72,0.7407407407407406
36.0,0.6635700066357003,0.2272727272727272,0.2222222222222222,0.546666666666667,0.9384164222873901,0.72,0.7407407407407406
42.0,0.6561970065619702,0.2272727272727272,0.2222222222222222,0.546666666666667,0.9384164222873901,0.72,0.7111111111111112
43.0,0.6488240064882406,0.2272727272727272,0.2222222222222222,0.546666666666667,0.9384164222873901,0.6776470588235293,0.7111111111111112
44.0,0.6414510064145104,0.2272727272727272,0.2222222222222222,0.546666666666667,0.9384164222873901,0.6776470588235293,0.6814814814814815
45.0,0.63407800634078,0.2272727272727272,0.11111111111111109,0.5333333333333334,0.9384164222873901,0.6776470588235293,0.6814814814814815
48.0,0.6267050062670505,0.18181818181818177,0.11111111111111109,0.5200000000000001,0.9384164222873901,0.6776470588235293,0.6814814814814815
49.0,0.6193320061933202,0.13636363636363635,0.11111111111111109,0.5200000000000001,0.9384164222873901,0.6776470588235293,0.6814814814814815
51.0,0.5972130059721306,0.0909090909090909,0.11111111111111109,0.4800000000000001,0.9384164222873901,0.6352941176470588,0.6814814814814815
52.0,0.5750940057509403,0.0909090909090909,0.11111111111111109,0.45333333333333353,0.9384164222873901,0.5929411764705881,0.6814814814814815
53.0,0.5677210056772104,0.0909090909090909,0.11111111111111109,0.45333333333333353,0.9384164222873901,0.5929411764705881,0.6814814814814815
54.0,0.5529750055297501,0.0909090909090909,0.11111111111111109,0.4266666666666668,0.9071358748778104,0.5929411764705881,0.6814814814814815
56.0,0.5456020054560206,0.0909090909090909,0.11111111111111109,0.4133333333333335,0.8758553274682306,0.5929411764705881,0.6814814814814815
59.0,0.5382290053822901,0.04545454545454544,0.11111111111111109,0.40000000000000013,0.8758553274682306,0.5929411764705881,0.6814814814814815
61.0,0.5308560053085603,0.04545454545454544,0.11111111111111109,0.3866666666666668,0.8758553274682306,0.5929411764705881,0.6814814814814815
63.0,0.5234830052348303,0.04545454545454544,0.11111111111111109,0.3733333333333334,0.8758553274682306,0.5929411764705881,0.6814814814814815
72.0,0.5161100051611005,0.04545454545454544,0.11111111111111109,0.3733333333333334,0.8758553274682306,0.5929411764705881,0.651851851851852
73.0,0.5087370050873704,0.04545454545454544,0.11111111111111109,0.36000000000000015,0.8758553274682306,0.5929411764705881,0.651851851851852
80.0,0.4939910049399101,0.04545454545454544,0.0,0.33333333333333337,0.8758553274682306,0.5929411764705881,0.651851851851852
82.0,0.48661800486618007,0.04545454545454544,0.0,0.33333333333333337,0.8758553274682306,0.5929411764705881,0.6222222222222222
83.0,0.48661800486618007,0.04545454545454544,0.0,0.33333333333333337,0.8758553274682306,0.5929411764705881,0.6222222222222222
84.0,0.47913157402208495,0.04545454545454544,0.0,0.3194444444444444,0.8434162412657036,0.5929411764705881,0.6222222222222222
