times,population,R0,R1,R2,R3,R4,R5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9701046337817638,1.0,1.0,1.0,0.849056603773585,0.9710144927536234,1.0
2.0,0.9499097030862298,1.0,1.0,1.0,0.7467149595687335,0.9419204255550125,1.0
3.0,0.9386902971442661,1.0,1.0,1.0,0.6898584905660379,0.9237366335558814,1.0
4.0,0.9274708912023034,1.0,1.0,1.0,0.6330020215633428,0.8982793247570975,1.0
5.0,0.9199912872409939,1.0,1.0,1.0,0.5950977088948788,0.880095532757966,1.0
6.0,0.913259643675816,1.0,1.0,1.0,0.5609838274932615,0.8655484991586607,1.0
7.0,0.9087718812990306,1.0,1.0,1.0,0.5382412398921836,0.8619117407588345,1.0
8.0,0.8990483961493293,1.0,1.0,1.0,0.4889656334231807,0.8510014655593555,1.0
9.0,0.892316752584151,1.0,1.0,1.0,0.45485175202156347,0.8364544319600502,1.0
10.0,0.8848371486228425,1.0,1.0,1.0,0.4169474393531001,0.8255441567605714,1.0
11.0,0.8780998099277446,1.0,1.0,1.0,0.3825205865624774,0.814633881561092,1.0
12.0,0.873608250797679,1.0,1.0,1.0,0.3595693513687286,0.8000868479617873,1.0
13.0,0.8698652848559578,1.0,1.0,1.0,0.3404433220406047,0.7964500895619608,1.0
14.0,0.8683680984792698,1.0,1.0,1.0,0.3327929103093552,0.7964500895619608,1.0
15.0,0.8638765393492048,1.0,1.0,1.0,0.3098416751156067,0.7928133311621343,1.0
16.0,0.8601335734074835,1.0,1.0,1.0,0.2907156457874827,0.7891765727623082,1.0
17.0,0.8548934210890745,1.0,1.0,1.0,0.2639392047281094,0.7819030559626552,1.0
18.0,0.8504018619590094,1.0,1.0,1.0,0.24098796953436064,0.7709927807631765,1.0
19.0,0.8474074892056324,1.0,1.0,1.0,0.22568714607186163,0.7637192639635239,1.0
20.0,0.8406701505105342,1.0,1.0,1.0,0.19126029328123859,0.7564457471638713,1.0
21.0,0.8376757777571575,1.0,1.0,1.0,0.17595946981873953,0.7528089887640448,1.0
22.0,0.8294412526853716,1.0,1.0,1.0,0.133882205296867,0.7346251967649138,1.0
23.0,0.8279440663086832,1.0,1.0,1.0,0.12623179356561748,0.7346251967649138,1.0
24.0,0.8219553208019295,1.0,1.0,1.0,0.09563014664061929,0.7237149215654345,1.0
25.0,0.8167151684835199,1.0,1.0,1.0,0.06885370558124589,0.7128046463659554,1.0
26.0,0.8129722025417989,1.0,1.0,1.0,0.04972767625312204,0.7018943711664768,1.0
27.0,0.8077320502233896,1.0,1.0,1.0,0.04590247038749727,0.6800738207675191,0.9773584905660375
28.0,0.8024918979049803,1.0,1.0,1.0,0.0420772645218725,0.672800303967866,0.9547169811320757
29.0,0.7980003387749149,1.0,1.0,1.0,0.0420772645218725,0.665526787168214,0.9320754716981137
30.0,0.7920115932681616,1.0,1.0,1.0,0.0420772645218725,0.6509797535689085,0.9018867924528307
31.0,0.7867714409497524,1.0,1.0,1.0,0.0420772645218725,0.6473429951690821,0.8754716981132077
